pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct,whiff_pct_z,whiff_pct_score_component,csw_pct_z,csw_pct_score_component,putaway_pct_z,putaway_pct_score_component,k_pct_z,k_pct_score_component,avg_exit_velocity_z,avg_exit_velocity_score_component,hardhit_pct_z,hardhit_pct_score_component,barrel_pct_z,barrel_pct_score_component,sweetspot_pct_z,sweetspot_pct_score_component,pitch_value_raw,pitch_value_20_80,pitch_value_0_100,overall_rank,pitch_type_rank
"Correa, Nelvin",673388.0,QUE_CAP,Cutter,68,37,12,25,11,4,17,19,1,0,4,1337.13515,0.1366108760462505,0.3243243243243243,0.3676470588235294,0.3636363636363636,0.2352941176470588,70.37553421052633,0.0526315789473684,0.0,0.2105263157894736,0.7630463666368342,-0.0024829528770362584,1.4125704135744577,-0.04143916565262029,1.8462553056740096,0.02680762703838662,0.32834282564320466,0.014339716224315676,-2.4871930667062165,1.4649567162899615,-1.3874241074285696,0.33161794788525445,-0.701806877583555,-0.03449450984010931,-1.0519473586976613,0.3195889712038604,2.0788943502720127,73.43834303582116,98.3249581239531,11,2
"Foster, Kobe",816330.0,WAS_WIL3,Slider,94,42,14,38,29,8,24,26,2,0,7,1807.34016,0.1333514232814029,0.3333333333333333,0.4042553191489361,0.2758620689655172,0.3333333333333333,69.51308307692308,0.0769230769230769,0.0,0.2692307692307692,0.8413348815258344,-0.002737703704485065,1.9934387576423556,-0.05847951939419614,0.949126979308601,0.013781323739560886,1.1325617074613012,0.049462367449957405,-2.7142497748034464,1.5986931173592298,-1.1186489651038583,0.2673761196922289,-0.701806877583555,-0.03449450984010931,-0.46652321170074185,0.1417330173771673,1.9753342126793538,72.27076180235638,98.1574539363484,12,6
"Jones, Logan",814785.0,TRI_VAL,Slider,65,26,6,15,17,3,12,17,2,1,6,1158.87517,0.1894198340289832,0.2307692307692307,0.2307692307692307,0.1764705882352941,0.25,68.16912764705883,0.1176470588235294,0.0588235294117647,0.3529411764705882,-0.04994974951816511,0.00016253648493210927,-0.7592890688148533,0.022274504122752534,-0.06673891966399334,-0.0009690491135211833,0.44897565791591937,0.019608113908161945,-3.0680716713084317,1.807094214400666,-0.6680553441477247,0.15967658419215672,1.1396239239878316,0.05601365548792591,0.3682702474043975,-0.1118830790531878,1.9519774804298864,72.0074280246744,97.98994974874373,13,7
"Perez, Kelvin",692487.0,WAS_WIL3,Slider,56,26,9,19,30,5,13,13,2,1,2,932.89007,0.1266150092422444,0.3461538461538461,0.3392857142857143,0.1666666666666666,0.3846153846153846,71.7607746153846,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.9527454604063338,-0.00310023372816221,0.9625570261372399,-0.028237572918762072,-0.16694337908646067,-0.002424017864335409,1.5532300456430748,0.06783421578337,-2.1225021132184243,1.2501537446856519,-0.2675276810756065,0.06394366374764823,1.706218016779027,0.08386232174270596,-1.6171844661429615,0.4913119611054947,1.9233440825536112,71.68460286445523,97.82244556113902,14,8
"Webster, Evan",804248.0,FLO_Y'A,Slider,52,22,3,12,14,2,6,11,0,0,2,809.1489300000001,0.1496018445957806,0.1363636363636363,0.2307692307692307,0.1428571428571428,0.3333333333333333,73.55899363636364,0.0,0.0,0.1818181818181818,-0.8703367394563915,0.002832075750191098,-0.7592890688148533,0.022274504122752534,-0.4102970662553087,-0.005957513402027082,1.1325617074613012,0.049462367449957405,-1.6490866634230357,0.971312044756168,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,-1.3382362832478778,0.406565550504688,1.8828030949784305,71.22752645089255,97.65494137353434,15,9
"Davis, Tyler",824623.0,WIN_CIT29,Four-Seam,61,24,5,15,12,4,19,18,1,0,0,1368.32273,0.1150245992484631,0.2083333333333333,0.2459016393442623,0.3333333333333333,0.2105263157894736,76.01792944444445,0.0555555555555555,0.0,0.0,-0.24491826255903967,0.0007969640263671151,-0.5191810431232553,0.015230695081063818,1.536532431095476,0.022310450899506312,0.1251717397102113,0.005466625388364058,-1.001724919375431,0.5900159775121288,-1.3550715440005954,0.3238851352323903,-0.701806877583555,-0.03449450984010931,-3.15139947206592,0.957417219409931,1.8806285577096422,71.20300978873347,97.48743718592965,16,1
"Bargo, Casey",1000492781.0,NEW_ENG23,Slider,56,25,7,17,22,4,10,16,0,0,2,1194.26801,0.1773972015377601,0.28,0.3035714285714285,0.1818181818181818,0.4,74.641750625,0.0,0.0,0.125,0.37786687338295527,-0.0012295788059881365,0.39587350121629683,-0.011613345031681285,-0.012081941797193315,-0.00017542979489524693,1.6794305470976072,0.0733457702833938,-1.3640302376961497,0.8034138100030321,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,-1.904849779753516,0.5787066970375764,1.878761989488138,71.18196530118188,97.31993299832496,17,10
"Garcia, Hector",815312.0,WAS_WIL3,Splitter,62,35,16,23,23,6,15,13,1,0,3,924.68604,0.1850959076781529,0.4571428571428571,0.3709677419354839,0.2608695652173913,0.4,71.12969538461539,0.0769230769230769,0.0,0.2307692307692307,1.917242757571804,-0.00623870793313865,1.4652601530832363,-0.04298487185084982,0.7958907744946343,0.01155633404566209,1.6794305470976072,0.0733457702833938,-2.288645755569886,1.3480123500306629,-1.1186489651038583,0.2673761196922289,-0.701806877583555,-0.03449450984010931,-0.8500769631814822,0.25825933195327655,1.8748318163811266,71.13765485055208,97.15242881072027,18,2
"Peyton, Blake",1000017005.0,GAT_GRI,Changeup,62,29,9,14,17,3,19,17,1,0,4,1210.48104,0.1493341044198966,0.3103448275862069,0.2258064516129032,0.1764705882352941,0.1578947368421052,71.20476705882353,0.0588235294117647,0.0,0.2352941176470588,0.6415641883608003,-0.002087649868926044,-0.8380341740147851,0.024584570528897735,-0.06673891966399334,-0.0009690491135211833,-0.30656681789739815,-0.013388692638033068,-2.268881705697478,1.3363713246558147,-1.3189127966399175,0.3152425799144832,-0.701806877583555,-0.03449450984010931,-0.8049529924190418,0.24455035376785184,1.8698089274064578,71.0810246544078,96.98492462311557,19,2
"Hensey, Rob",802996.0,SUS_COU1,Changeup,141,71,38,56,49,16,37,25,1,0,6,1821.12771,0.168664743707196,0.5352112676056338,0.3971631205673759,0.3265306122448979,0.4324324324324324,72.8451084,0.04,0.0,0.24,2.5956592081230014,-0.008446275063232247,1.8809058590764964,-0.0551782542818681,1.4670028061900902,0.02130088074588011,1.945474847461215,0.08496472301317363,-1.837030565880132,1.0820110033033976,-1.527187181437419,0.36502369854562755,-0.701806877583555,-0.03449450984010931,-0.758024062826104,0.23029301645501019,1.6854742828778793,69.00275712182172,96.8174204355109,20,3
"Harajli, Ahmad",800677.0,FLO_Y'A,Slider,58,26,9,18,15,4,13,17,0,0,4,1256.92407,0.1490953770776792,0.3461538461538461,0.3103448275862069,0.2666666666666666,0.3076923076923077,73.93671,0.0,0.0,0.2352941176470588,0.9527454604063338,-0.00310023372816221,0.5033479628392354,-0.014766215837851811,0.8551421070227011,0.01241666339396962,0.9222275383704147,0.04027644328325112,-1.5496456275426385,0.912741274622614,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,-0.8049529924190418,0.24455035376785184,1.6284323512983727,68.35964201613518,96.64991624790619,21,11
"Harris, Ben",1000390130.0,GAT_GRI,Curveball,138,28,11,35,67,11,20,10,1,0,1,755.71356,0.2153424116165666,0.3928571428571428,0.2536231884057971,0.1641791044776119,0.55,75.57135600000001,0.1,0.0,0.1,1.358598283471012,-0.0044208788144146725,-0.39666215320212006,0.011636480926337395,-0.19236839117872825,-0.0027931890399151343,2.909885436279295,0.12708342665862563,-1.1192938949016915,0.6592641040970962,-0.8633125798953823,0.2063463829088546,-0.701806877583555,-0.03449450984010931,-2.154159718215997,0.6544488015120473,1.6170706184085222,68.23154498565412,96.4824120603015,22,2
"Willeman, Landon",812254.0,EVA_OTT,Changeup,112,65,16,28,37,4,31,38,3,1,6,2815.70741,0.1600596707556081,0.2461538461538461,0.25,0.1081081081081081,0.1290322580645161,74.09756342105263,0.0789473684210526,0.0263157894736842,0.1578947368421052,0.08374294513843498,-0.00027249954348046744,-0.45415178616511437,0.013322996798939796,-0.7654619069882215,-0.011114506889468976,-0.5433266720693128,-0.023728705749283097,-1.5072978969323294,0.887798461293142,-1.0962510365767992,0.26202263400947684,0.12199111259311775,0.005995985175064331,-1.5768103870397259,0.479046033255378,1.6130703983497683,68.18644479576541,96.31490787269682,23,4
"Ortiz, Julio",683650.0,GAT_GRI,Fastball,60,28,11,22,19,5,15,11,0,0,3,805.0196100000001,0.1753001752860919,0.3928571428571428,0.3666666666666666,0.2631578947368421,0.3333333333333333,73.18360090909091,0.0,0.0,0.2727272727272727,1.358598283471012,-0.0044208788144146725,1.3970143952432936,-0.040982814298857265,0.8192794583872923,0.011895937735783485,1.1325617074613012,0.049462367449957405,-1.7479159577183312,1.029522499096097,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,-0.4316546888388565,0.13113971605206648,1.6129308930173327,68.18487195304903,96.14740368509213,24,2
"Donnan, Blake",1000557509.0,FLO_Y'A,Slider,65,29,15,26,23,9,17,10,1,0,3,715.08332,0.1859354227573882,0.5172413793103449,0.4,0.391304347826087,0.5294117647058824,71.508332,0.1,0.0,0.3,2.439500426846109,-0.007938134388957237,1.9259190185028408,-0.05649876032679934,2.12904575637615,0.030913744382581695,2.7409994710974943,0.11970766990124086,-2.1889624458673147,1.2892988806158483,-0.8633125798953823,0.2063463829088546,-0.701806877583555,-0.03449450984010931,-0.15968021051614997,0.04851196571627998,1.5958472389689395,67.99226353894701,95.97989949748744,25,12
"Smith, Jackson",1000333915.0,MIS_MUD,Slider,69,31,8,17,40,11,24,21,1,0,6,1531.58744,0.1765947482915192,0.2580645161290322,0.2463768115942029,0.275,0.4583333333333333,72.93273523809523,0.0476190476190476,0.0,0.2857142857142857,0.1872469668080605,-0.0006093016299934289,-0.5116414191281082,0.015009512671542184,0.9403158975317988,0.013653386832161718,2.157940781779374,0.0942437477626506,-1.8139611296840805,1.0684231053839233,-1.4428856447336684,0.34487419814730724,-0.701806877583555,-0.03449450984010931,-0.30214303249471053,0.09179316827312052,1.592893307600603,67.95895965474227,95.81239530988275,26,13
"Sechrist, Zander",801415.0,WAS_WIL3,Curveball,61,30,5,17,12,1,15,20,2,0,6,1413.69831,0.1722757888766029,0.1666666666666666,0.2786885245901639,0.0833333333333333,0.0666666666666666,70.6849155,0.1,0.0,0.3,-0.6070026439206644,0.0019751866033178417,0.0010530125418711513,-3.0891175928332096e-05,-1.0186812841774284,-0.014791252246256261,-1.0549136510839217,-0.04607124388378811,-2.4057425422674776,1.4169823573955442,-0.8633125798953823,0.2063463829088546,-0.701806877583555,-0.03449450984010931,-0.15968021051614997,0.04851196571627998,1.5784279954779146,67.79587154610057,95.64489112227805,27,3
"Rodriguez, Joe Joe",689487.0,NEW_JER6,Changeup,59,30,12,17,23,5,16,11,0,0,0,867.75996,0.1323749431432165,0.4,0.288135593220339,0.217391304347826,0.3125,78.88726909090909,0.0,0.0,0.0,1.420669891704434,-0.004622859827606228,0.15095096078436582,-0.004428297385570156,0.35150578053412834,0.005103863933355543,0.9616651950749558,0.041998804064508545,-0.24631653836118292,0.14508044109473672,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,-3.15139947206592,0.957417219409931,1.5768632370860556,67.77822979150551,95.47738693467338,28,5
"Still, Stephen",1000338771.0,TRI_VAL,Sinker,61,31,8,14,21,4,11,18,2,1,3,1344.35144,0.2109250069965801,0.2580645161290322,0.2295081967213114,0.1904761904761904,0.3636363636363636,74.68619111111111,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.1872469668080605,-0.0006093016299934289,-0.7792980709558198,0.02286148820955993,0.07641030808238734,0.0011094776733562642,1.3811384527505308,0.06031845964697393,-1.3523304322353198,0.7965226245866033,-0.7403728388690795,0.17696169482797078,1.0373222127894197,0.05098542408081277,-1.4893332156493817,0.4524698562467917,1.5606197236420751,67.59509348149669,95.30988274706867,29,1
