pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct,whiff_pct_z,whiff_pct_score_component,csw_pct_z,csw_pct_score_component,putaway_pct_z,putaway_pct_score_component,k_pct_z,k_pct_score_component,avg_exit_velocity_z,avg_exit_velocity_score_component,hardhit_pct_z,hardhit_pct_score_component,barrel_pct_z,barrel_pct_score_component,sweetspot_pct_z,sweetspot_pct_score_component,pitch_value_raw,pitch_value_20_80,pitch_value_0_100,overall_rank,pitch_type_rank
"Cook, Cole",1000161363.0,SCH_BOO,Sinker,65,28,7,25,11,2,16,18,2,0,7,1344.72355,0.2119622751209141,0.25,0.3846153846153846,0.1818181818181818,0.125,74.70686388888889,0.1111111111111111,0.0,0.3888888888888889,0.11716611880258532,-0.0003812585505836126,1.6818091923830498,-0.04933755446774915,-0.012081941797193315,-0.00017542979489524693,-0.5764034164021536,-0.025173266404531255,-1.3468879292498617,0.7933169903281685,-0.7403728388690795,0.17696169482797078,-0.701806877583555,-0.03449450984010931,0.7267551262393377,-0.22079329463739447,0.6399233714608762,57.21476947348322,78.39195979899498,130,11
"Saturria, Michael",800014.0,NEW_ENG23,Cutter,155,69,21,47,40,9,31,39,6,0,8,3051.15307,0.2304445475339343,0.3043478260869565,0.3032258064516129,0.225,0.2903225806451613,78.23469410256409,0.1538461538461538,0.0,0.2051282051282051,0.5894500944916605,-0.0019180706074758633,0.3903894671041599,-0.011452465406967635,0.4292731544772177,0.006233046203009201,0.7797431012443302,0.03405372046064363,-0.41811934882437407,0.24627229645755633,-0.2675276810756065,0.06394366374764823,-0.701806877583555,-0.03449450984010931,-1.1057794641686418,0.3359435416706826,0.6385812226849872,57.19963751480034,78.22445561139028,131,4
"Moore, Kyle",1000517760.0,SCH_BOO,Fastball,72,34,8,27,23,8,25,26,1,0,10,1993.65831,0.2057621044300964,0.2352941176470588,0.375,0.3478260869565217,0.32,76.67916576923076,0.0384615384615384,0.0,0.3846153846153846,-0.010628368736811868,3.4584711869585814e-05,1.5292405510581815,-0.04486180080584281,1.6846607624156438,0.024461274270275148,1.0231879395340404,0.04468568688327015,-0.8276418469200355,0.4874810478359009,-1.5442096071179847,0.36909234766451937,-0.701806877583555,-0.03449450984010931,0.6841380427414774,-0.20784592635116,0.6385527043687231,57.19931598711938,78.05695142378559,132,22
"Almonte, Lisandro",1000570068.0,NEW_JER6,Fastball,56,20,3,12,8,2,16,18,1,0,6,1392.66188,0.2059574700351656,0.15,0.2142857142857142,0.25,0.125,77.37010444444445,0.0555555555555555,0.0,0.3333333333333333,-0.7518363964653137,0.002446475634098131,-1.0208353110860575,0.029947224686020586,0.6847945260045081,0.009943216517585457,-0.5764034164021536,-0.025173266404531255,-0.6457390642827857,0.38034030886256076,-1.3550715440005954,0.3238851352323903,-0.701806877583555,-0.03449450984010931,0.17273304076715776,-0.052477506916347894,0.6344170777716669,57.1526891660704,77.88944723618091,133,23
"Leak, Anthony",1000264276.0,NEW_YOR13,Slider,142,54,16,38,45,9,28,33,4,1,11,2534.47968,0.1802775073903961,0.2962962962962963,0.2676056338028169,0.2,0.3214285714285714,76.80241454545454,0.1212121212121212,0.0303030303030303,0.3333333333333333,0.5194820980932792,-0.0016903947471955303,-0.17480075275338297,0.005127954882773243,0.17375178294992735,0.002522875888432945,1.0349065575262466,0.04519747408684376,-0.795194256191659,0.4683694168968871,-0.6286094379360767,0.15024834202716725,0.24680898989261396,0.01213090866221187,0.17273304076715776,-0.052477506916347894,0.6294290707807728,57.09645224431324,77.72194304857621,134,47
"Hagan, Jack",699522.0,DOW_EAS1,Slider,116,50,15,36,44,7,28,28,4,0,7,2168.39721,0.240364058386515,0.3,0.3103448275862069,0.1590909090909091,0.25,77.4427575,0.1428571428571428,0.0,0.25,0.5516673764365347,-0.0017951256429244841,0.5033479628392354,-0.014766215837851811,-0.2443740977310935,-0.003548311899055478,0.44897565791591937,0.019608113908161945,-0.6266117618943853,0.3690743277557929,-0.3891164359367855,0.09300544316830267,-0.701806877583555,-0.03449450984010931,-0.6583000874411116,0.19999617466522177,0.6270798962775382,57.0699666473657,77.55443886097152,135,48
"Johnson, Caiden",1000147367.0,OTT_TIT,Sinker,54,20,7,17,10,1,10,12,0,0,5,914.45489,0.2297665857866755,0.35,0.3148148148148148,0.1,0.1,76.20457416666666,0.0,0.0,0.4166666666666667,0.9861686340704842,-0.0032089927352653555,0.574273870172891,-0.016846898255391932,-0.8483337031592344,-0.012317805369872084,-0.7814792312657682,-0.034129542467069895,-0.9525871368851443,0.56107382362535,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,1.0037661689754276,-0.30495118849791775,0.6259334620965333,57.057041258637376,77.38693467336684,136,12
"Petschke, Ben",814386.0,EVA_OTT,Slider,111,53,9,29,32,6,28,35,4,0,9,2727.17845,0.204480722326857,0.1698113207547169,0.2612612612612612,0.1875,0.2142857142857142,77.91938428571429,0.1142857142857142,0.0,0.2571428571428571,-0.5796755207990326,0.0018862641446800521,-0.27546779182067427,0.0080811231408513,0.04599109718628201,0.0006677907311448149,0.15601020811075486,0.006813433818820997,-0.5011306711534979,0.2951659653094102,-0.7052471985758508,0.16856606966200413,-0.701806877583555,-0.03449450984010931,-0.5870686764518316,0.1783555733868016,0.6250417103536038,57.04698726851958,77.21943048576215,137,49
"Grounds, Jackson",805984.0,DOW_EAS1,Four-Seam,55,23,6,16,14,1,10,12,1,0,4,917.78984,0.1619949989888864,0.2608695652173913,0.2909090909090909,0.0714285714285714,0.1,76.48248666666667,0.0833333333333333,0.0,0.3333333333333333,0.21162291394040036,-0.0006886209619620628,0.19495843328978218,-0.00571930059898905,-1.1403581277618524,-0.016558000015102096,-0.7814792312657682,-0.034129542467069895,-0.8794213713936663,0.5179791877508694,-1.0477221914348374,0.2504234150301805,-0.701806877583555,-0.03449450984010931,0.17273304076715776,-0.052477506916347894,0.6243351219814697,57.03902088934835,77.05192629815745,138,18
"Rodriguez, Esteban",701454.0,TRO_AIG,Fastball,70,36,5,16,28,2,17,29,1,0,8,2282.32402,0.1934791072290109,0.1388888888888889,0.2285714285714285,0.0714285714285714,0.1176470588235294,78.70082827586207,0.0344827586206896,0.0,0.2758620689655172,-0.8483922314950803,0.002760668321284991,-0.7941619011176804,0.023297533531188273,-1.1403581277618524,-0.016558000015102096,-0.636719832538511,-0.02780746524645439,-0.2954006383990356,0.17399097601703195,-1.588233121809101,0.3796147160754459,-0.701806877583555,-0.03449450984010931,-0.40039325454889063,0.12164227348473482,0.6224461923280201,57.017724289459906,76.88442211055276,139,24
"Cooper, Garrett",1000327042.0,NEW_YOR13,Fastball,52,27,2,10,17,2,14,22,2,1,7,1706.92791,0.2152099083326613,0.074074074074074,0.1923076923076923,0.1176470588235294,0.1428571428571428,77.58763227272726,0.0909090909090909,0.0454545454545454,0.3181818181818182,-1.4116346025020525,0.004593458996541679,-1.369563634114328,0.04017751877037793,-0.6679656761987943,-0.009698861618406494,-0.4299206914995723,-0.01877592635986082,-0.5884707151728682,0.34660925123681935,-0.963899640735085,0.23038840042957784,0.7211169236306968,0.03544361791337238,0.021636108365654345,-0.00657320117424435,0.6221642581941775,57.01454564358902,76.71691792294807,140,25
"Moore, Kyle",1000517760.0,SCH_BOO,Cutter,97,54,13,31,17,5,28,34,4,1,7,2686.63135,0.2249566605407776,0.2407407407407407,0.3195876288659793,0.2941176470588235,0.1785714285714285,79.01856911764706,0.1176470588235294,0.0294117647058823,0.2058823529411764,0.03670292294444616,-0.0001194313112612278,0.6500047727014614,-0.019068540011970073,1.1357145934056083,0.016490575896249433,-0.13695524169440873,-0.005981246270519912,-0.21174930239542028,0.12472033911090254,-0.6680553441477247,0.15967658419215672,0.21890852320213683,0.010759572823908227,-1.098258802374902,0.33365871197311187,0.6201365664025775,56.991684580074065,76.54941373534339,141,5
"Zaffiro, Cole",10994263.0,SCH_BOO,Fastball,72,24,8,23,15,4,18,14,1,1,6,1063.08334,0.1822839270030093,0.3333333333333333,0.3194444444444444,0.2666666666666666,0.2222222222222222,75.93452428571428,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.8413348815258344,-0.002737703704485065,0.6477328456256051,-0.01900189075927275,0.8551421070227011,0.01241666339396962,0.22111364140079193,0.009656696060896785,-1.0236829179700644,0.6029492386843679,-1.1794433425344477,0.2819070094025561,1.534216238610271,0.07540826234393343,1.1224851872908939,-0.3410188572952846,0.6195794181266814,56.98540305239058,76.38190954773869,142,26
"Gorgen, Grady",1000138303.0,NEW_YOR13,Cutter,58,26,8,17,15,2,15,16,3,0,1,1282.67331,0.1692495665603148,0.3076923076923077,0.293103448275862,0.1333333333333333,0.1333333333333333,80.16708187500001,0.1875,0.0,0.0625,0.6185137237648349,-0.0020126436571307727,0.2297766059808484,-0.006740726513054168,-0.5076385411228476,-0.0073709116171037465,-0.5080448114476157,-0.02218784105035172,0.09061858342638518,-0.05337434563814087,0.10483788068675431,-0.025058035728105957,-0.701806877583555,-0.03449450984010931,-2.528124625909718,0.7680619582237537,0.6168229441797571,56.95432538751124,76.21440536013401,143,6
"Anibal, Trevor",822669.0,NEW_ENG23,Curveball,71,25,7,17,38,8,20,15,3,0,6,1113.65919,0.2330170687784455,0.28,0.2394366197183098,0.2105263157894736,0.4,74.24394600000001,0.2,0.0,0.4,0.37786687338295527,-0.0012295788059881365,-0.6217624062121545,0.018240021948639766,0.2813397288561538,0.004085052862991353,1.6794305470976072,0.0733457702833938,-1.468759891469094,0.8650995760752963,0.2431450893413454,-0.058115809819100354,-0.701806877583555,-0.03449450984010931,0.8375595433337738,-0.2544564521816038,0.6124740705235197,56.90529432801512,76.04690117252932,144,10
"Cameron, Zach",1000084075.0,WIN_CIT29,Changeup,111,44,16,36,29,3,22,27,5,1,4,2130.26063,0.2148246199342367,0.3636363636363636,0.3243243243243243,0.1034482758620689,0.1363636363636363,78.89854185185185,0.1851851851851851,0.037037037037037,0.1481481481481481,1.104668977061561,-0.0035945928513583195,0.725162576508196,-0.02127336934444444,-0.8130893760520227,-0.011806057740275369,-0.483187136918693,-0.02110223183065008,-0.2433487690684041,0.14333242498129,0.0792254346396068,-0.0189362257112549,0.4576125159984282,0.022492112773838745,-1.6740072441401082,0.5085751188204738,0.5976871790976195,56.73858059692612,75.87939698492463,145,17
"Garcia, Hector",815312.0,WAS_WIL3,Slider,56,25,10,24,9,3,11,12,2,1,3,934.90133,0.2294329338341984,0.4,0.4285714285714285,0.3333333333333333,0.2727272727272727,77.90844416666667,0.1666666666666666,0.0833333333333333,0.25,1.420669891704434,-0.004622859827606228,2.3792658384395926,-0.06979814263646389,1.536532431095476,0.022310450899506312,0.6354082168828415,0.027750183055924336,-0.5040108661238097,0.29686240014692394,-0.12567413373756467,0.030038254423551496,1.9068867579759088,0.09372539104127389,-0.6583000874411116,0.19999617466522177,0.5962618517683317,56.72251084769725,75.71189279731993,146,50
"Morgan, Marcus",808861.0,JOL_SLA,Cutter,56,20,5,14,5,1,9,13,1,0,4,1008.17529,0.1955474376393444,0.25,0.25,0.2,0.1111111111111111,77.55194538461538,0.0769230769230769,0.0,0.3076923076923077,0.11716611880258532,-0.0003812585505836126,-0.45415178616511437,0.013322996798939796,0.17375178294992735,0.002522875888432945,-0.6903344246597174,-0.030148975328163834,-0.5978659690269212,0.3521430557568566,-1.1186489651038583,0.2673761196922289,-0.701806877583555,-0.03449450984010931,-0.08296946022000175,0.02520670280105807,0.5955470072186596,56.714451384853305,75.54438860971524,147,7
"Hocom, Quinn",1000152021.0,TRI_VAL,Four-Seam,81,36,9,28,21,7,21,24,2,0,10,1816.22311,0.1913230306765835,0.25,0.345679012345679,0.3333333333333333,0.3333333333333333,75.67596291666666,0.0833333333333333,0.0,0.4166666666666667,0.11716611880258532,-0.0003812585505836126,1.0640003731909882,-0.03121351494793083,1.536532431095476,0.022310450899506312,1.1325617074613012,0.049462367449957405,-1.0917541292070263,0.6430431821029384,-1.0477221914348374,0.2504234150301805,-0.701806877583555,-0.03449450984010931,1.0037661689754276,-0.30495118849791775,0.5941989436460411,56.69925274022522,75.37688442211056,148,19
"Grounds, Jackson",805984.0,DOW_EAS1,Sinker,113,48,11,28,20,2,26,26,3,0,8,1995.54189,0.2132604452854227,0.2291666666666666,0.247787610619469,0.1,0.0769230769230769,76.75161115384616,0.1153846153846153,0.0,0.3076923076923077,-0.06387607187822754,0.0002078527378917524,-0.4892560753195095,0.01435281622557313,-0.8483337031592344,-0.012317805369872084,-0.9707799834475666,-0.04239687421710557,-0.8085692178669722,0.47624726932364664,-0.693088323089733,0.16565989171993872,-0.701806877583555,-0.03449450984010931,-0.08296946022000175,0.02520670280105807,0.5924653433810214,56.67970739022068,75.20938023450586,149,13
"Gregory, Ben",833406.0,GAT_GRI,Sinker,76,32,9,27,19,5,19,21,3,0,5,1635.9613,0.1867265856477741,0.28125,0.3552631578947368,0.2631578947368421,0.2631578947368421,77.90291904761905,0.1428571428571428,0.0,0.238095238095238,0.38872940482380375,-0.0012649254832966573,1.21607333991766,-0.03567472749982448,0.8192794583872923,0.011895937735783485,0.5569102973178217,0.024321943414761224,-0.5054654590786086,0.2977191553973005,-0.3891164359367855,0.09300544316830267,-0.701806877583555,-0.03449450984010931,-0.7770191057565796,0.23606384346258918,0.5915721603555066,56.669637263211555,75.04187604690117,150,14
"Dima, Josh",1000098214.0,GAT_GRI,Four-Seam,96,43,11,36,32,7,23,31,3,0,8,2431.72528,0.2199473947984507,0.2558139534883721,0.375,0.21875,0.3043478260869565,78.44275096774194,0.0967741935483871,0.0,0.2580645161290322,0.16768952085304464,-0.0005456617008558072,1.5292405510581815,-0.04486180080584281,0.36539281159539505,0.0053055036243651365,0.8947926467498639,0.0390782792615068,-0.363344411365663,0.2140098582943755,-0.8990047627739866,0.21487742138394994,-0.701806877583555,-0.03449450984010931,-0.5778775266467635,0.17556323773797328,0.5689323279553627,56.414386120699845,74.87437185929649,151,20
"Barraza, Chris",696511.0,MIS_MUD,Four-Seam,94,48,14,27,29,7,24,27,4,0,9,2061.7827,0.2133097858976765,0.2916666666666667,0.2872340425531915,0.2413793103448276,0.2916666666666667,76.36232222222223,0.1481481481481481,0.0,0.3333333333333333,0.47925050016421006,-0.0015594811275343396,0.13664593130565497,-0.004008645040782694,0.596683708236477,0.008663847443593645,0.7907686826886106,0.034535240679059685,-0.9110569529620927,0.5366125452946725,-0.33057370211473613,0.07901273455835789,-0.701806877583555,-0.03449450984010931,0.17273304076715776,-0.052477506916347894,0.5662842250509096,56.384530277250846,74.7068676716918,152,21
"McCartney, Seth",823530.0,MIS_MUD,Sinker,120,48,4,25,21,2,38,39,8,1,7,3052.78654,0.2365642562188604,0.0833333333333333,0.2083333333333333,0.0952380952380952,0.0526315789473684,78.27657794871796,0.2051282051282051,0.0256410256410256,0.1794871794871795,-1.3311714066439135,0.004331631757219295,-1.115282565239547,0.03271792933386735,-0.8970044405930044,-0.013024504477410425,-1.1700439331126173,-0.05109932869082733,-0.40709262758810466,0.23977755764939362,0.2998865082765617,-0.07167797354873895,0.10086808720397132,0.004957767354162395,-1.3614819651558012,0.4136277513880885,0.5596108307657545,56.30929157911869,74.5393634840871,153,15
"Petschke, Ben",814386.0,EVA_OTT,Curveball,158,60,14,37,41,5,41,40,5,1,7,3192.97638,0.2318338327696004,0.2333333333333333,0.2341772151898734,0.1219512195121951,0.1219512195121951,79.8244095,0.125,0.025,0.175,-0.02766763374206473,9.003048019667863e-05,-0.7052141073326206,0.020688161052709757,-0.623973474501126,-0.009060094849756348,-0.6014126621172288,-0.02626549519264573,0.0004035458528427948,-0.00023768850732440612,-0.5866981625862004,0.14023083472686587,0.0808012130842845,0.003971460424305667,-1.4062299028285543,0.4272224880886346,0.556639696222986,56.27579373897599,74.37185929648241,154,11
"Majick, Eli",828663.0,NEW_ENG23,Slider,107,36,6,33,24,5,20,28,2,1,10,2170.23948,0.2231184149304705,0.1666666666666666,0.308411214953271,0.2083333333333333,0.25,77.50855285714286,0.0714285714285714,0.0357142857142857,0.3571428571428571,-0.6070026439206644,0.0019751866033178417,0.47266706300464967,-0.013866160960304403,0.25892557345902356,0.003759599326625022,0.44897565791591937,0.019608113908161945,-0.6092898793912868,0.3588717389614679,-1.1794433425344477,0.2819070094025561,0.416204680513358,0.02045687625191206,0.4101710773980916,-0.12461284451108201,0.5480995189826545,56.17950813229309,74.20435510887772,155,51
"Thompson, Ross",1000103401.0,SCH_BOO,Slider,118,59,20,37,35,5,31,34,4,1,10,2637.57202,0.2142406354330608,0.3389830508474576,0.3135593220338983,0.1428571428571428,0.1612903225806451,77.57564764705883,0.1176470588235294,0.0294117647058823,0.2941176470588235,0.8904310688291055,-0.0028974626979699093,0.554352792084019,-0.01626249350857678,-0.4102970662553087,-0.005957513402027082,-0.27871271740658454,-0.012172220507297766,-0.5916258964301331,0.3484676529973484,-0.6680553441477247,0.15967658419215672,0.21890852320213683,0.010759572823908227,-0.2183413725073223,0.06633363735733207,0.5479477572548739,56.177797105739494,74.03685092127303,156,52
"Dima, Josh",1000098214.0,GAT_GRI,Slider,97,40,12,28,27,3,23,22,2,0,7,1699.52194,0.2129348885585776,0.3,0.2886597938144329,0.1111111111111111,0.1304347826086956,77.25099727272728,0.0909090909090909,0.0,0.3181818181818182,0.5516673764365347,-0.0017951256429244841,0.159268524316316,-0.0046723014293434464,-0.7347686491471055,-0.010668840785615972,-0.5318217175187596,-0.02322624986919679,-0.6770962986432827,0.3988097199008935,-0.963899640735085,0.23038840042957784,-0.701806877583555,-0.03449450984010931,0.021636108365654345,-0.00657320117424435,0.547767891589037,56.175769223381884,73.86934673366834,157,53
"Westcott, Zac",686170.0,FLO_Y'A,Fastball,113,59,7,25,28,5,32,44,3,0,16,3394.28641,0.1872679759937433,0.1186440677966101,0.2212389380530973,0.1785714285714285,0.15625,77.14287295454545,0.0681818181818181,0.0,0.3636363636363636,-1.024320235998469,0.0033331380479390185,-0.9105075451722451,0.026710649345172983,-0.045266535502036805,-0.0006572700954895744,-0.3200586478226354,-0.013977921326357954,-0.7055620873646133,0.4155760694577572,-1.2153672928343422,0.29049344423138596,-0.701806877583555,-0.03449450984010931,0.4749269055701646,-0.144286118400555,0.5426974814197434,56.11860325298773,73.70184254606366,158,27
"Kines, Gunnar",665129.0,JOL_SLA,Changeup,176,99,25,49,62,12,50,65,15,5,18,4999.03503,0.2238569124379874,0.2525252525252525,0.2784090909090909,0.1935483870967742,0.24,76.90823123076923,0.2307692307692307,0.0769230769230769,0.2769230769230769,0.13911062676389555,-0.0004526659794897161,-0.0033808004325475674,9.917916148921544e-05,0.10781078384611029,0.0015654125814455213,0.36694533197047347,0.016025603483146487,-0.7673359958297825,0.45196090154374186,0.5835936029526453,-0.13948879219693242,1.706218016779027,0.08386232174270596,-0.38981246140459413,0.11842775446194553,0.5319997147980524,55.99799206186898,73.53433835845897,159,18
"Hopewell, Chase",803045.0,FLO_Y'A,Four-Seam,58,19,6,17,15,4,12,12,1,1,5,924.06877,0.1857363752475922,0.3157894736842105,0.293103448275862,0.2666666666666666,0.3333333333333333,77.00573083333333,0.0833333333333333,0.0833333333333333,0.4166666666666667,0.6888782998998871,-0.002241609987874233,0.2297766059808484,-0.006740726513054168,0.8551421070227011,0.01241666339396962,1.1325617074613012,0.049462367449957405,-0.7416673661110155,0.43684207863938807,-1.0477221914348374,0.2504234150301805,1.9068867579759088,0.09372539104127389,1.0037661689754276,-0.30495118849791775,0.5289363905559232,55.96345483567104,73.36683417085426,160,22
"Johnston, Spencer",800918.0,DOW_EAS1,Slider,171,99,19,48,43,4,50,73,10,0,21,5630.01757,0.2043619000533757,0.1919191919191919,0.2807017543859649,0.0930232558139534,0.08,77.12352835616439,0.136986301369863,0.0,0.2876712328767123,-0.38755756430755817,0.0012611123142567942,0.032997208942361515,-0.0009680061215331174,-0.9196419928877815,-0.013353201736730587,-0.9455398831566599,-0.0412945633171008,-0.7106549217951479,0.41857574893734206,-0.4540748118215243,0.10853159929714529,-0.701806877583555,-0.03449450984010931,-0.2826275774291543,0.08586423641601908,0.5241224159492894,55.909180029362936,73.19932998324958,161,54
"Balzan, Jackson",827496.0,SUS_COU1,Changeup,198,105,31,52,65,14,64,61,10,2,22,4642.71137,0.2317651164896969,0.2952380952380952,0.2626262626262626,0.2153846153846154,0.21875,76.11002245901639,0.1639344262295081,0.0327868852459016,0.360655737704918,0.5102863042809201,-0.001660471634130114,-0.2538091258395294,0.007445744515628436,0.3309957038897984,0.004806057620479872,0.19263088933640113,0.008412768829988647,-0.9774796770506928,0.575735529782858,-0.155905217596492,0.03726399739426073,0.32456438886606925,0.01595266427715617,0.4452029188682295,-0.13525576317260019,0.5127005276136416,55.780404780686766,73.03182579564489,162,19
"Bice, Emmett",828456.0,NEW_YOR13,Slider,187,99,25,58,66,15,60,62,7,2,18,4855.83554,0.2339185357647107,0.2525252525252525,0.3101604278074866,0.2272727272727272,0.25,78.31992806451613,0.1129032258064516,0.032258064516129,0.2903225806451613,0.13911062676389555,-0.0004526659794897161,0.5004220659744392,-0.014680381727426148,0.45250237007060706,0.006570334413425215,0.44897565791591937,0.019608113908161945,-0.395679882905812,0.23305545103152325,-0.7205438483809661,0.17222222900847337,0.30801001360075286,0.015139000178490604,-0.2561872834693681,0.07783149002897831,0.5092935708621369,55.74199329477383,72.8643216080402,163,55
"Kines, Gunnar",665129.0,JOL_SLA,Fastball,151,75,17,43,54,7,27,48,5,0,23,3575.6501,0.2031862211825034,0.2266666666666666,0.2847682119205298,0.1296296296296296,0.2592592592592592,74.49271041666667,0.1041666666666666,0.0,0.4791666666666667,-0.08560113475992503,0.00027854609250879605,0.09752025465196143,-0.0028608541904699405,-0.5454935591268907,-0.007920566478522453,0.5249296634209613,0.02292525319058364,-1.4032679147769471,0.8265248018036218,-0.8172101770105195,0.19532712487852333,-0.701806877583555,-0.03449450984010931,1.62704101513163,-0.4943064496840951,0.5054733457720407,55.69892244505796,72.69681742043551,164,28
"Long, Maddox",1000248716.0,WAS_WIL3,Fastball,120,60,7,30,38,6,37,47,5,1,12,3712.14772,0.2185778408660007,0.1166666666666666,0.25,0.1578947368421052,0.1621621621621621,78.98186638297872,0.1063829787234042,0.0212765957446808,0.2553191489361702,-1.041503901554614,0.0033890536956587137,-0.45415178616511437,0.013322996798939796,-0.2566000006749836,-0.0037258320098007623,-0.2715609889021866,-0.011859883068325194,-0.22141199722792862,0.13041166636724996,-0.792687622284528,0.18946581741558105,-0.03575743871731028,-0.0017575138703945178,-0.6052554196831371,0.18388083328767482,0.5031271386165839,55.67247030325696,72.52931323283082,165,29
"Gamelin, Shaun",815222.0,JOL_SLA,Cutter,113,51,25,39,31,8,26,18,4,1,7,1346.69032,0.2250034653668738,0.4901960784313725,0.3451327433628318,0.2580645161290322,0.3076923076923077,74.81612888888888,0.2222222222222222,0.0555555555555555,0.3888888888888889,2.204476081946068,-0.007173365170652504,1.055332647473853,-0.03095923854629295,0.7672207748842785,0.011140045651319725,0.9222275383704147,0.04027644328325112,-1.318121834286787,0.7763737603949176,0.4890245713939513,-0.11688518598086806,1.0373222127894197,0.05098542408081277,0.7267551262393377,-0.22079329463739447,0.5029645890750931,55.670637650282906,72.36180904522614,166,8
"Long, Jalon",809215.0,NEW_YOR13,Four-Seam,109,57,18,39,37,8,24,37,3,0,7,2982.34414,0.2144404807879401,0.3157894736842105,0.3577981651376147,0.2162162162162162,0.3333333333333333,80.60389567567567,0.081081081081081,0.0,0.1891891891891892,0.6888782998998871,-0.002241609987874233,1.256296651440297,-0.03685471856665255,0.3394953752919533,0.0049294728492391615,1.1325617074613012,0.049462367449957405,0.20561814661147193,-0.12110908835415696,-1.0726424092104399,0.2563797707222517,-0.701806877583555,-0.03449450984010931,-1.264729667484984,0.3842337260896105,0.5003054103622657,55.640656933438564,72.19430485762143,167,23
"Plumadore, Carson",1000207816.0,WIN_CIT29,Changeup,180,81,23,53,45,8,43,53,6,0,14,4156.06297,0.2094944495699364,0.2839506172839506,0.2944444444444444,0.1777777777777777,0.1860465116279069,78.41628245283019,0.1132075471698113,0.0,0.2641509433962264,0.4121978369490941,-0.0013412917614323522,0.25105437818094556,-0.007364931238316219,-0.05337832507433171,-0.0007750532800792965,-0.07563689173518846,-0.0033032899727508855,-0.37031275267791447,0.2181142113272916,-0.7171766613169469,0.1714174140579927,-0.701806877583555,-0.03449450984010931,-0.5171812543491413,0.15712328534004957,0.4993758346326458,55.63017649953592,72.02680067001675,168,20
"Webster, Evan",804248.0,FLO_Y'A,Four-Seam,86,39,12,32,29,5,22,25,1,0,7,1980.61434,0.235182711118268,0.3076923076923077,0.3720930232558139,0.1724137931034483,0.2272727272727272,79.2245736,0.04,0.0,0.28,0.6185137237648349,-0.0020126436571307727,1.4831151478669409,-0.04350866597782458,-0.10820283390777244,-0.0015711051483408558,0.26254309894899647,0.011466044760399521,-0.1575146938548628,0.09277615468051419,-1.527187181437419,0.36502369854562755,-0.701806877583555,-0.03449450984010931,-0.3591281612861343,0.1091056492958566,0.4967846226589923,55.600962068745304,71.85929648241206,169,24
"Henderson, Drew",1000429021.0,DOW_EAS1,Sinker,61,19,1,15,13,2,15,13,2,0,3,1020.60551,0.2504605035534291,0.0526315789473684,0.2459016393442623,0.1538461538461538,0.1333333333333333,78.50811615384615,0.1538461538461538,0.0,0.2307692307692307,-1.597970424489321,0.00519979576128825,-0.5191810431232553,0.015230695081063818,-0.29797997986968633,-0.004326669307707845,-0.5080448114476157,-0.02218784105035172,-0.3461357795919693,0.2038739741796699,-0.2675276810756065,0.06394366374764823,-0.701806877583555,-0.03449450984010931,-0.8500769631814822,0.25825933195327655,0.48549844052477786,55.47371682975957,71.69179229480737,170,16
"Hopewell, Chase",803045.0,FLO_Y'A,Fastball,95,46,4,23,32,3,21,31,5,1,7,2442.00919,0.2277203212700855,0.0869565217391304,0.2421052631578947,0.09375,0.1428571428571428,78.77449,0.1612903225806451,0.032258064516129,0.2258064516129032,-1.2996858082646416,0.004229177620093144,-0.5794186706213229,0.01699782612134713,-0.912214046041057,-0.013245347948516149,-0.4299206914995723,-0.01877592635986082,-0.2760077847707395,0.16256858522996556,-0.18516110520190482,0.04425665188204368,0.30801001360075286,0.015139000178490604,-0.899567769824158,0.27329498544696795,0.4844649521705311,55.46206484053404,71.52428810720268,171,30
"Puccetti, Dominic",1000266076.0,OTT_TIT,Fastball,64,27,11,21,13,3,16,12,0,0,7,890.14251,0.1744088138413564,0.4074074074074074,0.328125,0.2307692307692307,0.1875,74.1785425,0.0,0.0,0.5833333333333334,1.4850404483909447,-0.004832321619064134,0.7854684245994454,-0.023042501704049333,0.4882396248296686,0.007089239352526788,-0.06371387924311714,-0.0027825762481846544,-1.4859786101065133,0.8752414013527363,-1.96977024913211,0.47080857563680956,-0.701806877583555,-0.03449450984010931,2.665832425391967,-0.8098985516610573,0.47808875526960803,55.39017687267833,71.35678391959799,172,31
"Fritz, AJ",1000059998.0,MIS_MUD,Sinker,51,28,8,12,5,3,15,18,1,0,6,1418.99194,0.2412786657654133,0.2857142857142857,0.2352941176470588,0.6,0.2,78.83288555555556,0.0555555555555555,0.0,0.3333333333333333,0.42752415996969195,-0.0013911636165413776,-0.6874920611325614,0.020168267105384823,4.262093727386574,0.06188560092165306,0.038824028188690254,0.0016955617830846693,-0.26063404115171296,0.1535134502383589,-1.3550715440005954,0.3238851352323903,-0.701806877583555,-0.03449450984010931,0.17273304076715776,-0.052477506916347894,0.47278483490787326,55.33037820861599,71.18927973199331,173,17
