overall_rank,pitch_type_rank,pitch_type_batter_side_rank,pitcher_name,pitcher_id,pitcher_team,pitch_type,batter_side,split_pitch_count,pitch_value_pitch_count,pitch_value_20_80,pitch_value_0_100,location_score_20_80,location_score_0_100,average_location_advantage,median_location_advantage,final_pitch_score_raw,final_pitch_score,final_pitch_score_0_100,pitch_value_raw,location_score_raw,pitch_value_xwoba_frontier,pitch_value_overall_rank,pitch_value_pitch_type_rank,groundball_pct,line_drive_pct,flyball_pct,groundball_score_20_80,groundball_score_0_100,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_20_80,strikeout_score_0_100,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_20_80,line_drive_score_0_100,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_20_80,flyball_score_0_100,flyball_score_rank,flyball_score_pitch_type_rank
204,37,22,"Brouwer, Adam",840585.0,LAK_ERI24,Four-Seam,R,41,50,57.40241157172969,78.89784946236558,57.5972583600399,79.52503209242619,0.0082718123148104,0.0025092994197372,57.46086560822275,57.46086560822275,84.65608465608466,0.6484136514823514,0.0082718123148104,0.2068374636627224,158,27,0.2413793103448276,0.2413793103448276,0.5172413793103449,38.94503611811442,12.768817204301076,650,177,34.012717474718734,1.948924731182796,721,231,44.439113468385344,24.93279569892473,559,179,41.897973101320616,22.177419354838708,579,145
205,87,63,"Smith, Ethan",680733.0,WIN_CIT29,Slider,R,30,58,47.77778310448143,43.01075268817204,80.0,99.61489088575097,0.0222067214074336,0.0024143776023837,57.444448173137,57.444448173137,84.58049886621315,-0.1946549118008971,0.0222067214074336,0.2831885007684425,425,113,0.5,0.25,0.25,58.75493503371554,80.1747311827957,157,30,51.10987216216536,60.14784946236559,300,108,43.321413990559606,21.236559139784948,596,124,63.24396024930369,90.05376344086021,79,14
206,19,9,"Heredia-Bustos, Rolando",837343.0,DOW_EAS1,Curveball,L,29,53,62.68715438575684,90.18817204301077,45.101638638815615,33.56867779204108,0.0012569008505008,0.0033035067174189,57.41149966167447,57.41149966167447,84.50491307634165,1.1113302769609008,0.0012569008505008,0.1901695488855452,74,11,0.3529411764705882,0.2352941176470588,0.4117647058823529,47.49048270915804,43.48118279569893,421,58,53.95939794340647,70.16129032258065,223,41,45.2280778056741,27.41935483870968,539,51,50.32295474606536,51.747311827956985,359,52
207,38,16,"Correa, Nelvin",673388.0,QUE_CAP,Four-Seam,L,38,75,66.47344122626791,94.75806451612904,36.164703114094536,5.840821566110398,-0.0037602021717428,-0.0002263491798412,57.380819792615895,57.380819792615895,84.42932728647014,1.4429897709008863,-0.0037602021717428,0.185372586014926,40,4,0.391304347826087,0.0434782608695652,0.5652173913043478,50.42903548947739,55.64516129032258,330,39,34.012717474718734,1.948924731182796,722,232,70.09760582890664,97.51344086021506,19,2,38.0658744267879,11.827956989247312,657,192
208,39,23,"Johnson, Preston",699980.0,MIS_MUD,Four-Seam,R,28,90,49.81432934468286,52.016129032258064,74.99053435151842,98.33119383825417,0.0180362172724358,0.0161794604306198,57.36719084673352,57.36719084673352,84.35374149659864,-0.016263806250263,0.0180362172724358,0.200339551052101,358,87,0.2058823529411764,0.0588235294117647,0.7352941176470589,36.22603038460053,6.720430107526881,695,211,61.76462073550167,86.96236559139786,98,15,68.10804358704804,96.50537634408605,27,4,24.4809437395887,0.2688172043010753,743,240
209,20,10,"Maryniak, Connor",831880.0,NEW_JER6,Curveball,L,62,121,61.84596249635934,88.84408602150538,46.8881611057728,41.3992297817715,0.0022598360561407,0.0,57.35862207918338,57.35862207918338,84.27815570672713,1.0376461404715644,0.0022598360561407,0.225310697804955,84,13,0.7586206896551724,0.0689655172413793,0.1724137931034483,78.56483394931665,99.59677419354838,4,1,70.10671070377273,95.36290322580643,36,13,66.79310302490012,95.29569892473118,36,6,69.44118232452458,97.17741935483872,22,9
210,88,64,"Jones, Breyln",690202.0,NEW_JER6,Slider,R,50,84,53.87085197722345,68.14516129032258,65.49659421289634,93.06803594351732,0.0127064176301845,0.0087920625870126,57.35857464792531,57.35857464792531,84.20256991685562,0.3390669703485095,0.0127064176301845,0.2183315638416285,238,81,0.3793103448275862,0.1724137931034483,0.4482758620689655,49.51031553976835,52.553763440860216,354,78,50.80992207992945,59.13978494623656,305,110,53.38070929099125,63.97849462365591,268,71,47.406614945961415,40.524193548387096,444,97
211,89,65,"Maietta, Dante",1000137704.0,WIN_CIT29,Slider,R,38,52,49.90455188076053,52.553763440860216,74.6924783988452,98.20282413350448,0.0178688917482874,0.0007884774483896,57.34092983618593,57.34092983618593,84.12698412698413,-0.0083607703953615,0.0178688917482874,0.2624066181356821,354,100,0.3333333333333333,0.3333333333333333,0.3333333333333333,45.98855573255037,37.43279569892473,465,107,58.56247805156518,81.98924731182797,135,52,32.51698570491081,4.704301075268817,708,146,56.5876846870294,74.39516129032258,194,39
212,40,24,"Albert, Wes",670784.0,TRI_VAL,Four-Seam,R,54,125,52.75900658971768,63.575268817204304,68.00628050936263,94.801026957638,0.0141153295181638,0.0180686819873598,57.333188765611155,57.333188765611155,84.05139833711263,0.2416749622697192,0.0141153295181638,0.1951139315309102,272,58,0.2777777777777778,0.1111111111111111,0.6111111111111112,41.73309596549532,22.177419354838708,578,137,54.60283924884801,71.84139784946237,210,39,61.32879446664095,89.24731182795699,78,16,34.40009947944843,5.376344086021505,705,217
213,33,12,"Tokar, Heitor",677573.0,OTT_TIT,Changeup,R,30,63,66.7005070096721,95.02688172043013,35.411879190435734,4.7496790757381255,-0.0041828297236769,0.0,57.313918663901184,57.313918663901184,83.97581254724112,1.4628795800957843,-0.0041828297236769,0.1894583537729275,38,9,0.3809523809523809,0.0952380952380952,0.5238095238095238,49.636092675740414,53.09139784946236,352,85,43.39939063645414,29.36827956989248,530,78,63.38678080676453,92.002688172043,62,15,41.37334054468816,20.56451612903226,593,101
214,90,66,"Cerda, Junior",693702.0,EVA_OTT,Slider,R,34,60,53.80605163992273,67.74193548387096,65.40801034689187,93.00385109114248,0.0126566875654857,0.0041158122971017,57.28663925201347,57.28663925201347,83.90022675736961,0.3333907899687373,0.0126566875654857,0.2186790828782343,241,83,0.3636363636363636,0.1818181818181818,0.4545454545454545,48.30971560548949,46.84139784946236,393,87,47.31050445384389,45.69892473118279,404,123,52.16140076972681,57.795698924731184,310,77,46.90582932372135,38.575268817204304,455,98
215,34,22,"Plumadore, Carson",1000207816.0,WIN_CIT29,Changeup,L,152,209,57.83192489978222,80.10752688172043,55.95677326022209,75.54557124518614,0.0073508609742223,0.0,57.26937940791417,57.26937940791417,83.82464096749811,0.6860368372109731,0.0073508609742223,0.2076299073403127,149,25,0.3220338983050847,0.1186440677966101,0.559322033898305,45.12303849179341,34.13978494623656,491,99,49.97006184966892,56.31720430107527,330,48,60.35212298319247,87.23118279569893,96,22,38.53676790798048,12.5,652,108
216,41,25,"Delaney, Carter",1000039247.0,WIN_CIT29,Four-Seam,R,67,127,55.788074877448906,74.32795698924731,60.67553887701318,86.45699614890886,0.0099999271078846,0.0,57.254314077318185,57.254314077318185,83.7490551776266,0.5070059574467762,0.0099999271078846,0.2307059751566131,192,32,0.2972972972972973,0.1621621621621621,0.5405405405405406,43.22825750527142,26.68010752688172,547,121,48.51939417921891,50.06720430107527,371,98,54.70986542678404,70.56451612903226,220,43,40.03694545110413,16.93548387096774,619,170
217,17,10,"Lawson, Nathan",1000569348.0,FLO_Y'A,Sinker,R,58,145,62.3757894749109,89.51612903225806,45.27818818215261,34.53145057766367,0.001356013935182,0.0,57.24650908708341,57.24650908708341,83.6734693877551,1.0840562924183317,0.001356013935182,0.1912960426502462,79,7,0.4509803921568627,0.1372549019607843,0.4117647058823529,55.00011759219637,71.03494623655914,216,41,40.48191114023908,16.801075268817204,620,78,57.9391699064374,82.39247311827957,132,17,50.32295474606536,51.747311827956985,360,75
218,42,17,"Langhorne, Miles",695680.0,SUS_COU1,Four-Seam,L,30,70,58.59318577122598,82.25806451612904,53.94297149703769,69.51219512195121,0.0062203335261587,0.0,57.19812148896949,57.19812148896949,83.5978835978836,0.7527194225550011,0.0062203335261587,0.2480987047138745,133,22,0.4285714285714285,0.3333333333333333,0.238095238095238,53.28362961893046,65.59139784946237,257,23,39.33183226636879,12.231182795698924,654,207,32.51698570491081,4.704301075268817,707,232,64.19485675820002,91.1962365591398,66,3
219,21,11,"Wiltse, Ryan",813813.0,EVA_OTT,Curveball,R,27,116,59.40241424827044,84.81182795698925,52.051730302550034,62.06675224646984,0.0051586103117068,0.0,57.197209064554315,57.197209064554315,83.5222978080121,0.8236037264874951,0.0051586103117068,0.2325081106434919,114,18,0.75,0.125,0.125,77.9045039854633,99.32795698924733,7,4,57.948734037144014,80.84677419354838,144,34,59.528056419032815,85.75268817204301,112,17,73.22837359271513,99.05913978494624,8,5
220,91,25,"Brito, Richard",695870.0,NEW_ENG23,Slider,L,37,73,58.11693145635963,81.04838709677419,54.884911219050224,72.78562259306803,0.0067491287281614,0.004891175782688,57.14732538516681,57.14732538516681,83.44671201814059,0.7110019638127603,0.0067491287281614,0.2016490026665923,142,51,0.4,0.0,0.6,51.09510745301644,57.66129032258065,309,69,56.80892372464757,78.15860215053763,157,61,75.73469884750602,99.26075268817203,3,1,35.287602887751675,6.854838709677419,691,143
221,22,12,"Anibal, Trevor",822669.0,NEW_ENG23,Curveball,R,54,99,58.55310949276194,81.98924731182797,53.8623236487224,69.19127086007703,0.0061750586595782,0.0,57.145873739550076,57.145873739550076,83.37112622826909,0.749208944137949,0.0061750586595782,0.2355626535427768,135,19,0.4444444444444444,0.2222222222222222,0.3333333333333333,54.49947526666048,69.8252688172043,222,43,73.9060784120942,98.11827956989248,13,5,46.92289008577588,35.752688172043015,472,47,56.5876846870294,74.39516129032258,183,35
222,18,8,"Widener, Jacob",683179.0,SUS_COU1,Sinker,L,46,114,61.33051132183086,87.90322580645162,47.362380567512965,43.45314505776637,0.0025260579493302,0.0,57.140072095535494,57.140072095535494,83.29554043839758,0.9924952359321156,0.0025260579493302,0.1810324584086923,91,8,0.3529411764705882,0.2058823529411764,0.4411764705882353,47.49048270915804,43.48118279569893,424,82,43.21887769103614,28.225806451612907,536,52,49.0414054359031,43.27956989247312,424,63,47.97368101820385,42.674731182795696,428,88
223,43,18,"Glickstein, Aaron",1000292360.0,SCH_BOO,Four-Seam,L,77,138,55.60638807737888,73.65591397849462,60.5731637173934,86.39281129653402,0.0099424547538198,0.0051660677443128,57.096420769383236,57.096420769383236,83.21995464852607,0.4910911166792804,0.0099424547538198,0.2253362280093198,197,33,0.3137254901960784,0.2352941176470588,0.4509803921568627,44.486628755942704,30.981182795698924,515,108,69.70677726079153,95.02688172043013,38,3,45.2280778056741,27.41935483870968,537,171,47.19058977558335,39.784946236559136,449,82
224,35,13,"Henderson, Drew",1000429021.0,DOW_EAS1,Changeup,R,43,126,59.05055067768639,83.87096774193549,52.43399943140344,63.09370988446727,0.0053732122405644,8.326672684688674e-17,57.0655853038015,57.0655853038015,83.14436885865457,0.7927822650738452,0.0053732122405644,0.2122596502834902,121,22,0.5294117647058824,0.1764705882352941,0.2941176470588235,61.00782549862704,85.14784946236558,112,36,50.43939550775569,58.534946236559136,310,43,52.85473306613208,61.29032258064516,289,55,59.720049657511424,83.06451612903226,127,41
225,7,4,"Majick, Eli",828663.0,NEW_ENG23,Cutter,R,40,66,59.76029937062524,85.21505376344086,50.75823434733466,57.18870346598203,0.0044324550822974,0.0019552905528598,57.05967986363806,57.05967986363806,83.06878306878306,0.8549526452484472,0.0044324550822974,0.1873974723286987,111,5,0.3636363636363636,0.2727272727272727,0.3636363636363636,48.30971560548949,46.84139784946236,398,21,42.87790879413551,26.478494623655912,551,22,40.3747517308372,14.31451612903226,640,26,54.16722084620239,67.00268817204301,247,15
226,8,5,"Bell, Brendan",681141.0,NEW_ENG23,Cutter,R,25,63,59.75295817547613,85.08064516129032,50.75859219035716,57.25288831835687,0.0044326559716632,0.0,57.05464837994044,57.05464837994044,82.99319727891157,0.8543095938446238,0.0044326559716632,0.2149902146167902,112,6,0.3636363636363636,0.2727272727272727,0.3636363636363636,48.30971560548949,46.84139784946236,392,20,47.31050445384389,45.69892473118279,401,18,40.3747517308372,14.31451612903226,636,25,54.16722084620239,67.00268817204301,240,14
227,44,26,"Brodsky, Jack",1000302079.0,WAS_WIL3,Four-Seam,R,77,167,55.90411260768872,74.59677419354838,59.718166553286906,84.21052631578947,0.0094624682031523,0.0021860090311193,57.04832879136817,57.04832879136817,82.91761148904006,0.5171702731762434,0.0094624682031523,0.2060350590515391,190,31,0.3269230769230769,0.1346153846153846,0.5384615384615384,45.49754114404402,35.013440860215056,484,91,43.511136745522414,30.107526881720432,521,163,58.28139161684257,83.46774193548387,124,24,40.203006379892685,17.20430107526882,616,168
228,10,6,"Thornton, Tyler",1000429124.0,NEW_ENG23,Splitter,L,52,88,61.40851046922316,88.17204301075269,46.791177588716586,41.01412066752246,0.0022053905143569,0.0,57.02331060507119,57.02331060507119,82.84202569916856,0.999327565029609,0.0022053905143569,0.2171595288307512,89,6,0.4583333333333333,0.0416666666666666,0.5,55.56334020842425,72.64784946236558,205,8,61.36816497463334,86.55913978494624,102,8,70.33248470468163,97.78225806451611,18,1,43.27513356248082,27.1505376344086,556,11
229,92,26,"Gilleran, Jimmy",10103730.0,NEW_ENG23,Slider,L,26,80,57.7827447604941,79.83870967741935,55.14070800342537,73.3632862644416,0.0068927303930071,0.0064876317550987,56.99013373337347,56.99013373337347,82.76643990929705,0.6817289068308241,0.0068927303930071,0.2002405538385068,151,57,0.3333333333333333,0.1481481481481481,0.5185185185185185,45.98855573255037,37.43279569892473,462,106,45.41082059968315,38.03763440860215,460,132,56.526826339685925,78.62903225806451,159,46,41.79596121530876,21.774193548387096,583,127
230,93,27,"Fauci, Sonny",688649.0,NEW_JER6,Slider,L,27,87,62.77072204923903,90.45698924731182,43.14114882167467,25.09627727856226,0.0001563021766659,0.0,56.88185008096972,56.88185008096972,82.69085411942555,1.1186503797813478,0.0001563021766659,0.2287446014745606,72,23,0.4666666666666667,0.1333333333333333,0.4,56.2016591734825,74.66397849462365,188,40,68.20702684961199,93.68279569892472,47,18,58.44761359046794,84.20698924731182,117,29,51.26266423720997,55.51075268817204,328,66
231,23,13,"Gollert, Harley",1000114236.0,TRO_AIG,Curveball,R,35,52,59.82157715370202,85.34946236559139,50.01863374130602,54.49293966623877,0.0040172509638952,0.0,56.88069412998321,56.88069412998321,82.61526832955404,0.8603202677718019,0.0040172509638952,0.2396520616613983,110,17,0.6,0.2,0.2,66.41476261441463,94.08602150537637,44,11,46.28759776314195,41.53225806451613,436,55,49.80407096194889,46.90860215053764,388,42,67.23772558666826,94.8252688172043,39,14
232,94,67,"Perdomo, Rafael",1000557553.0,QUE_CAP,Slider,R,46,84,47.24627016384981,40.456989247311824,79.25671411279703,98.84467265725289,0.0204312063953335,0.0105226658948475,56.84940334853397,56.84940334853397,82.53968253968253,-0.2412127454616567,0.0204312063953335,0.2645563057293381,444,118,0.2105263157894736,0.2105263157894736,0.5789473684210527,36.581749931691824,7.661290322580645,689,148,56.80892372464757,78.15860215053763,164,64,48.43930107323537,41.66666666666667,438,104,36.9691882929578,10.013440860215054,670,136
233,45,27,"Ortiz, Julio",683650.0,GAT_GRI,Four-Seam,R,169,311,59.63951699892372,84.94623655913979,50.16273368605305,55.198973042362,0.0040981471800864,0.0,56.796482005062515,56.796482005062515,82.46409674981103,0.844372723028399,0.0040981471800864,0.1985925871084114,113,18,0.2602739726027397,0.1780821917808219,0.5616438356164384,40.39233466902592,17.473118279569892,615,156,55.1327320886234,73.65591397849462,197,38,52.64578360694145,60.215053763440864,297,71,38.35131328353819,12.365591397849462,653,189
234,19,9,"McCartney, Seth",823530.0,MIS_MUD,Sinker,L,67,120,56.39338618984772,76.88172043010752,57.67075933421612,79.84595635430038,0.0083130750002866,0.0007400968631154,56.77659813315823,56.77659813315823,82.38851095993954,0.5600281535990471,0.0083130750002866,0.2397306556670609,173,13,0.5384615384615384,0.1538461538461538,0.3076923076923077,61.70102256475365,86.29032258064517,102,18,38.21201862602141,7.93010752688172,687,103,55.78806201246208,75.13440860215054,187,23,58.63576947542148,79.83870967741935,151,30
235,46,28,"Vilchez, Michael",699074.0,OTT_TIT,Four-Seam,R,58,79,58.27412249090579,81.18279569892472,53.06628962138684,65.85365853658537,0.0057281734030709,-0.0010781847767362,56.7117726300501,56.7117726300501,82.31292517006803,0.7247710999520721,0.0057281734030709,0.220825975297383,141,24,0.3478260869565217,0.1739130434782608,0.4782608695652174,47.098675671782125,41.33064516129033,438,71,55.77273253146899,75.8736559139785,182,33,53.186326773108526,63.10483870967742,277,63,45.01155327437846,32.39247311827957,504,109
236,95,28,"Vail, Tyler",592821.0,NEW_YOR13,Slider,L,33,154,58.76339634308313,82.93010752688173,51.91699196788031,61.48908857509628,0.0050829696064322,0.0,56.709475030522285,56.709475030522285,82.23733938019653,0.7676290040271108,0.0050829696064322,0.2472515478823467,128,43,0.4545454545454545,0.1818181818181818,0.3636363636363636,55.27319522430685,71.9758064516129,211,44,58.56247805156518,81.98924731182797,137,53,52.16140076972681,57.795698924731184,320,80,54.16722084620239,67.00268817204301,252,53
237,96,29,"Petschke, Ben",814386.0,EVA_OTT,Slider,L,54,138,63.90136386934586,91.66666666666666,39.78621467678549,12.70860077021823,-0.0017271230971531,0.0,56.666819111577745,56.666819111577745,82.16175359032502,1.2176888598753182,-0.0017271230971531,0.1842407389680273,63,22,0.5,0.15,0.35,58.75493503371554,80.1747311827957,155,28,53.35495308071896,67.6747311827957,242,91,56.28672793333817,77.41935483870968,170,50,55.25642957457454,71.30376344086021,214,43
238,20,11,"Aldeano, Austin",699054.0,TRO_AIG,Sinker,R,25,70,53.9265258536293,68.27956989247312,63.040139109386544,89.9229781771502,0.0113273891824874,0.0177313900340563,56.660609830356464,56.660609830356464,82.08616780045351,0.3439437191137852,0.0113273891824874,0.2196292268060527,237,26,0.2083333333333333,0.25,0.5416666666666666,36.4137712566765,7.258064516129033,691,114,48.97272782623454,52.352150537634415,353,20,43.321413990559606,21.236559139784948,575,92,39.94699578134368,16.532258064516128,621,111
239,47,19,"Ortiz, Julio",683650.0,GAT_GRI,Four-Seam,L,142,311,59.63951699892372,84.94623655913979,49.5782110815593,52.82413350449294,0.0037700022452301,0.0,56.621125223714394,56.621125223714394,82.01058201058201,0.844372723028399,0.0037700022452301,0.1985925871084114,113,18,0.2602739726027397,0.1780821917808219,0.5616438356164384,40.39233466902592,17.473118279569892,615,156,55.1327320886234,73.65591397849462,197,38,52.64578360694145,60.215053763440864,297,71,38.35131328353819,12.365591397849462,653,189
240,97,30,"Milburn, Isaac",830926.0,FLO_Y'A,Slider,L,70,157,55.43617663144508,72.58064516129032,59.37414998542302,83.56867779204109,0.0092693408657605,0.0020058745960615,56.617568637638456,56.617568637638456,81.93499622071052,0.4761814586424956,0.0092693408657605,0.2232114790028993,205,73,0.3703703703703703,0.2222222222222222,0.4074074074074074,48.825528910587074,50.26881720430107,370,82,55.1327320886234,73.65591397849462,196,77,46.92289008577588,35.752688172043015,479,108,50.67099529834115,53.36021505376344,350,76
241,21,10,"Morgan, Marcus",808861.0,JOL_SLA,Sinker,L,54,83,58.6786060873529,82.66129032258065,51.74557252629257,60.84724005134788,0.0049867365077283,0.0,56.5986960190348,56.5986960190348,81.85941043083899,0.7602018083361642,0.0049867365077283,0.2233293104779054,130,11,0.3333333333333333,0.2222222222222222,0.4444444444444444,45.98855573255037,37.43279569892473,469,89,63.4078255338375,88.84408602150538,84,3,46.92289008577588,35.752688172043015,480,75,47.71265060399701,41.86827956989247,433,90
242,24,11,"Hill, Kaleb",1000371973.0,OTT_TIT,Curveball,L,106,201,63.43889646676865,90.86021505376344,40.61596026769534,15.532734274711167,-0.001261312518087,-1.1102230246251563e-16,56.59201560704665,56.59201560704665,81.7838246409675,1.1771790646159097,-0.001261312518087,0.2105124776974818,69,10,0.5531914893617021,0.1914893617021276,0.2553191489361702,62.82931140642783,88.70967741935483,85,19,49.06681594165287,52.956989247311824,351,51,50.9075019358024,51.747311827956985,361,41,62.81909159639257,89.24731182795699,81,23
243,36,14,"Willeman, Landon",812254.0,EVA_OTT,Changeup,R,46,154,61.00409954865025,87.5,46.25976684004357,38.70346598202824,0.0019070620251511,0.0,56.58079973606824,56.58079973606824,81.708238851096,0.9639032226829236,0.0019070620251511,0.1998015017621393,94,19,0.4897959183673469,0.1428571428571428,0.3673469387755102,57.97331997446053,78.15860215053763,164,46,48.197023585785566,48.79032258064516,382,58,57.21282178639379,80.71236559139786,150,32,53.87083751875418,65.86021505376344,256,62
244,48,20,"Riedel, Caleb",1000120428.0,SCH_BOO,Four-Seam,L,47,153,61.50105871281545,88.30645161290323,44.94543112559961,32.86264441591784,0.0011692075707982,-0.0029410029791197,56.53437043665069,56.53437043665069,81.63265306122449,1.007434321048841,0.0011692075707982,0.2524202831058955,88,11,0.238095238095238,0.3095238095238095,0.4523809523809524,38.69348184617027,12.163978494623656,655,181,68.20702684961199,93.68279569892472,48,6,35.60396521509618,7.190860215053764,692,227,47.07871959806613,39.314516129032256,453,86
245,98,68,"Simone, Andrew",1000132681.0,TRO_AIG,Slider,R,59,86,55.99379440625839,75.0,57.54266943221791,79.39666238767651,0.00824116665624,0.0,56.458456914046245,56.458456914046245,81.55706727135299,0.5250259431722415,0.00824116665624,0.2005487761288677,187,71,0.2424242424242424,0.1515151515151515,0.6060606060606061,39.02507611373301,13.172043010752688,647,138,51.35765701270806,61.22311827956989,291,105,56.090283782690015,76.54569892473118,176,52,34.803510119586264,5.846774193548387,702,145
246,49,29,"Calderon, Jean",703300.0,LAK_ERI24,Four-Seam,R,51,87,54.56600759650336,70.6989247311828,60.805677511340775,86.97047496790758,0.0100729855890372,0.0,56.437908570954576,56.437908570954576,81.48148148148148,0.3999590713993612,0.0100729855890372,0.2444491527370687,219,39,0.4,0.16,0.44,51.09510745301644,57.66129032258065,310,32,41.99138966219383,22.58064516129032,573,178,54.99019653906032,71.43817204301075,211,40,48.06765196731831,43.21236559139785,422,68
247,50,21,"Moore, Kyle",1000517760.0,SCH_BOO,Four-Seam,L,93,166,54.001279559096886,68.68279569892472,61.986925206553096,88.44672657252889,0.0107361258081061,0.006744509127339,56.39697325333375,56.39697325333375,81.40589569160997,0.3504917639846198,0.0107361258081061,0.2242214198019786,234,43,0.25,0.2352941176470588,0.5147058823529411,39.605366081967794,14.85215053763441,637,170,49.291025918819976,54.03225806451613,343,85,45.2280778056741,27.41935483870968,543,174,42.10049669855007,22.58064516129032,577,144
248,99,69,"Boies, Emiles",1000429129.0,QUE_CAP,Slider,R,54,70,54.45040846200881,70.43010752688173,60.903495115040855,87.16302952503209,0.0101278993784223,0.0,56.38633445791842,56.38633445791842,81.33030990173847,0.3898331744292343,0.0101278993784223,0.2454132400738447,221,76,0.2727272727272727,0.1363636363636363,0.5909090909090909,41.34623598667213,20.6989247311828,589,124,38.44531313442712,8.46774193548387,681,151,58.05472528917162,82.93010752688173,125,32,36.01374203999977,8.131720430107526,684,139
249,51,30,"Kaminer, Brandon",690510.0,DOW_EAS1,Four-Seam,R,121,185,58.977398007484126,83.46774193548387,50.17678339345198,55.39152759948652,0.0041060345402736,0.0,56.33721362327448,56.33721362327448,81.25472411186698,0.7863744627594363,0.0041060345402736,0.2291059004073649,124,20,0.3333333333333333,0.2280701754385964,0.4385964912280701,45.98855573255037,37.43279569892473,464,83,45.61805883831887,39.18010752688172,453,129,46.16468459204614,31.72043010752688,509,159,48.179757660998725,43.68279569892473,420,66
250,100,70,"Cameron, Zach",1000084075.0,WIN_CIT29,Slider,R,64,110,57.30181398586213,78.62903225806451,53.92128321690427,69.38382541720154,0.0062081579503694,0.0020579061485508,56.28765475517477,56.28765475517477,81.17913832199547,0.639601813968236,0.0062081579503694,0.202993326183895,160,61,0.3658536585365853,0.1463414634146341,0.4878048780487805,48.47955657180211,47.715053763440864,390,86,53.95939794340647,70.16129032258065,216,82,56.761068687342274,79.56989247311827,153,43,44.2492226691551,30.107526881720432,521,113
251,101,71,"Willeman, Landon",812254.0,EVA_OTT,Slider,R,59,85,48.76335295871926,47.043010752688176,73.77424351065429,97.81771501925546,0.0173534041944241,0.0041158122971017,56.26662012429976,56.26662012429976,81.10355253212396,-0.1083239989916335,0.0173534041944241,0.2258688095323295,395,108,0.35,0.25,0.4,47.26519366266689,42.473118279569896,432,98,56.80892372464757,78.15860215053763,169,65,43.321413990559606,21.236559139784948,598,126,51.26266423720997,55.51075268817204,342,74
252,37,23,"Cameron, Zach",1000084075.0,WIN_CIT29,Changeup,L,118,178,56.00053862315088,75.13440860215054,56.812834427694725,77.02182284980744,0.007831444845357,0.0,56.24422736451403,56.24422736451403,81.02796674225246,0.5256167023132688,0.007831444845357,0.2268231430339836,186,31,0.425,0.125,0.45,53.010064348191214,64.31451612903226,266,66,53.42029847127977,68.01075268817203,238,31,59.528056419032815,85.75268817204301,103,24,47.26889889984539,40.12096774193548,446,87
253,25,14,"Earwood, Micah",1000112366.0,SUS_COU1,Curveball,R,38,82,60.12847800910368,85.75268817204301,47.03385973505558,42.169448010269576,0.002341629757269,0.0,56.20009252688925,56.20009252688925,80.95238095238095,0.8872032237336172,0.002341629757269,0.2036673662508843,107,16,0.6666666666666666,0.0833333333333333,0.25,71.5213143348807,97.78225806451611,15,5,61.93807013088156,87.36559139784946,94,25,64.93027056185721,93.41397849462363,50,7,63.24396024930369,90.05376344086021,72,18
254,26,15,"Bohnert, Matthew",810066.0,WIN_CIT29,Curveball,R,43,83,64.01126717255703,91.93548387096774,37.8423609665894,7.766367137355584,-0.0028183824328893,0.0,56.16059531076674,56.16059531076674,80.87679516250945,1.227315830958267,-0.0028183824328893,0.1701042571264165,61,9,0.6,0.0,0.4,66.41476261441463,94.08602150537637,42,10,73.9060784120942,98.11827956989248,16,7,75.73469884750602,99.26075268817203,2,1,51.26266423720997,55.51075268817204,324,48
255,38,24,"Morel, Yohanse",678353.0,OTT_TIT,Changeup,L,50,83,54.412687662692505,70.29569892473118,60.08225998624919,85.49422336328625,0.009666866484626,0.0035531983783711,56.113559359759506,56.113559359759506,80.80120937263794,0.3865290240203423,0.009666866484626,0.2291274986461047,222,38,0.5454545454545454,0.0909090909090909,0.3636363636363636,62.23667484312422,87.90322580645162,93,29,77.89541450583175,99.05913978494624,8,2,63.94804980861642,92.6747311827957,57,14,54.16722084620239,67.00268817204301,249,61
256,52,22,"Alpern, Liam",1000137537.0,FLO_Y'A,Four-Seam,L,86,264,53.59006139467339,67.06989247311827,62.00120762916956,88.51091142490372,0.0107441438122056,0.0090377203649698,56.11340526502224,56.11340526502224,80.72562358276643,0.3144711416555369,0.0107441438122056,0.2185380801158832,246,47,0.25,0.1764705882352941,0.5735294117647058,39.605366081967794,14.85215053763441,629,167,45.921183426174096,40.053763440860216,447,123,52.85473306613208,61.29032258064516,284,67,37.40194924282704,10.887096774193548,664,195
257,102,72,"Kemlage, Joe",703240.0,NEW_ENG23,Slider,R,33,65,59.29555867342445,84.67741935483872,48.51806609948255,48.78048780487805,0.0031748478347634,0.0,56.06231090124188,56.06231090124188,80.65003779289493,0.8142437209277198,0.0031748478347634,0.2030843702117376,115,38,0.4615384615384615,0.0769230769230769,0.4615384615384615,55.80884750267742,73.65591397849462,197,41,71.80642783644285,96.9758064516129,23,7,65.76138042998404,94.22043010752688,44,12,46.34726074506896,36.89516129032258,471,102
