pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct
"Binns, Malik",702238,NEW_JER6,Four-Seam,100,38,9,26,11,2,27,27,7,1,10,2133.31819,0.2698348147099982,0.23684210526315788,0.26,0.18181818181818182,0.07407407407407407,79.01178481481482,0.25925925925925924,0.037037037037037035,0.37037037037037035
"Binns, Malik",702238,NEW_JER6,Sinker,38,11,3,6,4,0,8,7,1,0,1,532.05554,0.19039866285162652,0.2727272727272727,0.15789473684210525,0.0,0.0,76.00793428571428,0.14285714285714285,0.0,0.14285714285714285
"Binns, Malik",702238,NEW_JER6,Slider,45,19,8,15,11,2,11,9,2,1,4,787.50299,0.30500702118222883,0.42105263157894735,0.3333333333333333,0.18181818181818182,0.18181818181818182,87.50033222222221,0.2222222222222222,0.1111111111111111,0.4444444444444444
"Binns, Malik",702238,NEW_JER6,Splitter,28,9,5,10,13,3,6,2,0,0,0,186.93950999999998,0.41314458802525683,0.5555555555555556,0.35714285714285715,0.23076923076923078,0.5,93.46975499999999,0.0,0.0,0.0
"Binns, Malik",702238,NEW_JER6,,3,1,0,1,0,0,1,0,0,0,0,0.0,,0.0,0.3333333333333333,,0.0,,,,
"Blair, Davis",836357,DOW_EAS1,Changeup,15,5,1,3,4,2,4,4,0,0,0,306.92994999999996,0.17722570697036982,0.2,0.2,0.5,0.5,76.73248749999999,0.0,0.0,0.0
"Blair, Davis",836357,DOW_EAS1,Curveball,6,3,0,1,2,0,2,2,1,0,0,155.38630999999998,0.20168702286416823,0.0,0.16666666666666666,0.0,0.0,77.69315499999999,0.5,0.0,0.0
"Blair, Davis",836357,DOW_EAS1,Four-Seam,204,93,17,45,55,10,57,62,15,3,23,5016.93666,0.2404998874443773,0.1827956989247312,0.22058823529411764,0.18181818181818182,0.17543859649122806,80.91833322580645,0.24193548387096775,0.04838709677419355,0.3709677419354839
"Blair, Davis",836357,DOW_EAS1,Sinker,12,5,0,1,3,0,4,4,0,0,2,339.98723,0.26969018293113456,0.0,0.08333333333333333,0.0,0.0,84.9968075,0.0,0.0,0.5
"Blair, Davis",836357,DOW_EAS1,Slider,99,38,10,32,32,2,22,19,2,1,6,1521.98894,0.2621019548146874,0.2631578947368421,0.32323232323232326,0.0625,0.09090909090909091,80.10468105263158,0.10526315789473684,0.05263157894736842,0.3157894736842105
"Blair, Davis",836357,DOW_EAS1,Splitter,19,5,1,3,4,0,4,2,0,0,0,157.90228000000002,0.2003175401446687,0.2,0.15789473684210525,0.0,0.0,78.95114000000001,0.0,0.0,0.0
"Blair, Davis",836357,DOW_EAS1,,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Blaum, Tyler",689847,DOW_EAS1,Changeup,24,15,0,3,2,0,12,13,4,0,4,1117.22667,0.3305439992789079,0.0,0.125,0.0,0.0,85.94051307692308,0.3076923076923077,0.0,0.3076923076923077
"Blaum, Tyler",689847,DOW_EAS1,Curveball,8,4,0,1,0,0,1,3,0,0,0,200.97929,0.04068903929445289,0.0,0.125,,0.0,66.99309666666666,0.0,0.0,0.0
"Blaum, Tyler",689847,DOW_EAS1,Four-Seam,19,10,0,1,1,0,6,6,0,0,1,444.22715,0.16100667170446406,0.0,0.05263157894736842,0.0,0.0,74.03785833333333,0.0,0.0,0.16666666666666666
"Blaum, Tyler",689847,DOW_EAS1,,3,3,0,0,1,0,2,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,
"Bohnert, Matthew",810066,WIN_CIT29,Changeup,2,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Bohnert, Matthew",810066,WIN_CIT29,Curveball,83,34,15,25,30,9,18,10,1,0,1,782.29903,0.17010425712641652,0.4411764705882353,0.30120481927710846,0.3,0.5,78.22990300000001,0.1,0.0,0.1
"Bohnert, Matthew",810066,WIN_CIT29,Cutter,42,21,7,13,15,3,12,11,3,0,6,878.76045,0.25794536309485777,0.3333333333333333,0.30952380952380953,0.2,0.25,79.88731363636363,0.2727272727272727,0.0,0.5454545454545454
"Bohnert, Matthew",810066,WIN_CIT29,Four-Seam,255,110,24,74,71,13,65,77,11,0,27,6266.8661,0.2443257925707383,0.21818181818181817,0.2901960784313726,0.18309859154929578,0.2,81.38787142857143,0.14285714285714285,0.0,0.35064935064935066
"Bohnert, Matthew",810066,WIN_CIT29,Sinker,12,3,1,5,5,2,2,1,0,0,1,87.923,0.48304309089368536,0.3333333333333333,0.4166666666666667,0.4,1.0,87.923,0.0,0.0,1.0
"Bohnert, Matthew",810066,WIN_CIT29,Slider,14,3,1,4,3,2,3,1,0,0,1,94.85709,0.4350837554925129,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.6666666666666666,94.85709,0.0,0.0,1.0
"Boies, Emiles",1000429129,QUE_CAP,Changeup,168,82,20,36,54,8,42,54,8,0,11,4219.49951,0.20337215437534842,0.24390243902439024,0.21428571428571427,0.14814814814814814,0.19047619047619047,78.13887981481481,0.14814814814814814,0.0,0.2037037037037037
"Boies, Emiles",1000429129,QUE_CAP,Curveball,65,27,8,18,17,2,12,17,4,1,4,1315.2881399999999,0.18971487843641177,0.2962962962962963,0.27692307692307694,0.11764705882352941,0.16666666666666666,77.3698905882353,0.23529411764705882,0.058823529411764705,0.23529411764705882
"Boies, Emiles",1000429129,QUE_CAP,Cutter,2,2,0,0,0,0,2,2,2,1,2,196.07862,0.5402448242054392,0.0,0.0,,0.0,98.03931,1.0,0.5,1.0
"Boies, Emiles",1000429129,QUE_CAP,Four-Seam,81,40,11,28,20,4,20,27,4,0,11,2122.62198,0.24195846148402678,0.275,0.345679012345679,0.2,0.2,78.61562888888888,0.14814814814814814,0.0,0.4074074074074074
"Boies, Emiles",1000429129,QUE_CAP,Sinker,168,83,13,47,53,5,48,61,12,2,21,4902.91504,0.24344164172796923,0.1566265060240964,0.27976190476190477,0.09433962264150944,0.10416666666666667,80.37565639344263,0.19672131147540983,0.03278688524590164,0.3442622950819672
"Boies, Emiles",1000429129,QUE_CAP,Slider,70,29,3,11,19,1,18,22,5,1,5,1721.84692,0.2454132400738449,0.10344827586206896,0.15714285714285714,0.05263157894736842,0.05555555555555555,78.26576909090909,0.22727272727272727,0.045454545454545456,0.22727272727272727
"Boies, Emiles",1000429129,QUE_CAP,,4,1,1,2,1,1,1,0,0,0,0,0.0,,1.0,0.5,1.0,1.0,,,,
"Bradford, Ethan",688428,NEW_YOR13,Changeup,43,12,0,11,7,0,10,11,3,0,4,929.3513,0.31407183413382445,0.0,0.2558139534883721,0.0,0.0,84.48648181818182,0.2727272727272727,0.0,0.36363636363636365
"Bradford, Ethan",688428,NEW_YOR13,Curveball,6,4,2,2,4,2,2,1,0,0,1,92.92756,0.5518303183546863,0.5,0.3333333333333333,0.5,1.0,92.92756,0.0,0.0,1.0
"Bradford, Ethan",688428,NEW_YOR13,Cutter,3,0,0,1,0,0,0,0,0,0,0,0.0,,,0.3333333333333333,,,,,,
"Bradford, Ethan",688428,NEW_YOR13,Four-Seam,8,2,1,4,2,1,1,1,0,0,0,75.65468,0.031170806587148825,0.5,0.5,0.5,1.0,75.65468,0.0,0.0,0.0
"Bradford, Ethan",688428,NEW_YOR13,Sinker,194,83,8,57,54,9,41,61,13,0,21,4971.43838,0.253393006832916,0.0963855421686747,0.29381443298969073,0.16666666666666666,0.21951219512195122,81.49898983606556,0.21311475409836064,0.0,0.3442622950819672
"Bradford, Ethan",688428,NEW_YOR13,Slider,115,52,19,37,49,14,36,25,5,2,9,2063.01138,0.2960268400930592,0.36538461538461536,0.3217391304347826,0.2857142857142857,0.3888888888888889,82.5204552,0.2,0.08,0.36
"Bradford, Ethan",688428,NEW_YOR13,,2,1,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,,,,,
"Brito, Richard",695870,NEW_ENG23,Curveball,1,0,0,1,0,0,0,0,0,0,0,0.0,,,1.0,,,,,,
"Brito, Richard",695870,NEW_ENG23,Four-Seam,61,29,3,14,14,2,16,24,4,1,9,1997.3562,0.2984926457259483,0.10344827586206896,0.22950819672131148,0.14285714285714285,0.125,83.223175,0.16666666666666666,0.041666666666666664,0.375
"Brito, Richard",695870,NEW_ENG23,Sinker,15,8,0,2,4,0,5,8,2,1,1,676.24628,0.2992876137025182,0.0,0.13333333333333333,0.0,0.0,84.530785,0.25,0.125,0.125
"Brito, Richard",695870,NEW_ENG23,Slider,73,26,10,25,27,4,14,10,0,0,3,783.63764,0.20164900266659255,0.38461538461538464,0.3424657534246575,0.14814814814814814,0.2857142857142857,78.363764,0.0,0.0,0.3
"Brodsky, Jack",1000302079,WAS_WIL3,Changeup,12,1,0,1,0,0,1,1,0,0,0,25.11566,0.2186002292002892,0.0,0.08333333333333333,,0.0,25.11566,0.0,0.0,0.0
"Brodsky, Jack",1000302079,WAS_WIL3,Curveball,27,11,3,8,10,3,5,7,2,0,2,575.23775,0.3204735210866157,0.2727272727272727,0.2962962962962963,0.3,0.6,82.17682142857143,0.2857142857142857,0.0,0.2857142857142857
"Brodsky, Jack",1000302079,WAS_WIL3,Four-Seam,167,67,9,46,35,5,42,52,5,0,16,4035.54132,0.20603505905153924,0.13432835820895522,0.2754491017964072,0.14285714285714285,0.11904761904761904,77.60656384615385,0.09615384615384616,0.0,0.3076923076923077
"Brodsky, Jack",1000302079,WAS_WIL3,Other,1,0,0,1,0,0,0,0,0,0,0,0.0,,,1.0,,,,,,
"Brodsky, Jack",1000302079,WAS_WIL3,Sinker,1,1,0,0,1,0,1,1,0,0,0,64.42159,0.05338085885827032,0.0,0.0,0.0,0.0,64.42159,0.0,0.0,0.0
"Brodsky, Jack",1000302079,WAS_WIL3,Slider,23,10,0,1,9,0,6,9,2,1,3,726.88021,0.2352518624921336,0.0,0.043478260869565216,0.0,0.0,80.76446777777778,0.2222222222222222,0.1111111111111111,0.3333333333333333
"Brodsky, Jack",1000302079,WAS_WIL3,Sweeper,9,4,1,3,1,1,4,3,0,0,0,204.07923,0.10580625618815605,0.25,0.3333333333333333,1.0,0.25,68.02641,0.0,0.0,0.0
"Brothers, Kellen",1000131959,SUS_COU1,Changeup,131,73,37,46,56,11,35,28,4,0,6,2212.1169,0.23693829250616924,0.5068493150684932,0.3511450381679389,0.19642857142857142,0.3142857142857143,79.004175,0.14285714285714285,0.0,0.21428571428571427
"Brothers, Kellen",1000131959,SUS_COU1,Curveball,70,19,7,27,37,10,17,8,0,0,1,618.81015,0.1952888177136313,0.3684210526315789,0.38571428571428573,0.2702702702702703,0.5882352941176471,77.35126875,0.0,0.0,0.125
"Brothers, Kellen",1000131959,SUS_COU1,Four-Seam,234,116,23,54,51,8,54,80,15,4,21,6310.13647,0.2298032569539788,0.19827586206896552,0.23076923076923078,0.1568627450980392,0.14814814814814814,78.876705875,0.1875,0.05,0.2625
"Brothers, Kellen",1000131959,SUS_COU1,Sinker,110,59,9,28,27,3,27,47,9,1,13,3730.77961,0.25252646133161705,0.15254237288135594,0.2545454545454545,0.1111111111111111,0.1111111111111111,79.37828957446808,0.19148936170212766,0.02127659574468085,0.2765957446808511
"Brothers, Kellen",1000131959,SUS_COU1,Slider,71,39,10,25,20,1,21,26,8,0,7,2047.13124,0.22375559969459033,0.2564102564102564,0.352112676056338,0.05,0.047619047619047616,78.73581692307692,0.3076923076923077,0.0,0.2692307692307692
"Brothers, Kellen",1000131959,SUS_COU1,,19,10,4,5,4,1,4,0,0,0,0,0.0,,0.4,0.2631578947368421,0.25,0.25,,,,
"Brouwer, Adam",10998502,LAK_ERI24,Changeup,8,5,1,1,4,1,4,3,1,0,1,225.39806,0.23851109657068373,0.2,0.125,0.25,0.25,75.13268666666666,0.3333333333333333,0.0,0.3333333333333333
"Brouwer, Adam",10998502,LAK_ERI24,Curveball,38,15,1,12,16,3,10,9,4,0,4,744.96341,0.32451609456177394,0.06666666666666667,0.3157894736842105,0.1875,0.3,82.77371222222222,0.4444444444444444,0.0,0.4444444444444444
"Brouwer, Adam",10998502,LAK_ERI24,Four-Seam,96,56,13,24,25,6,24,40,3,0,11,3063.10964,0.1835769951570146,0.23214285714285715,0.25,0.24,0.25,76.577741,0.075,0.0,0.275
"Brouwer, Adam",10998502,LAK_ERI24,Slider,22,6,0,6,5,0,3,6,2,0,1,443.46479999999997,0.2064425861447924,0.0,0.2727272727272727,0.0,0.0,73.9108,0.3333333333333333,0.0,0.16666666666666666
"Brouwer, Adam",10998502,LAK_ERI24,,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Brouwer, Adam",840585,LAK_ERI24,Changeup,4,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Brouwer, Adam",840585,LAK_ERI24,Curveball,11,3,0,1,3,0,3,3,1,0,2,269.4229,0.46731601374995285,0.0,0.09090909090909091,0.0,0.0,89.80763333333334,0.3333333333333333,0.0,0.6666666666666666
"Brouwer, Adam",840585,LAK_ERI24,Four-Seam,50,36,5,10,19,0,12,29,2,0,11,2196.27081,0.20683746366272257,0.1388888888888889,0.2,0.0,0.0,75.73347620689655,0.06896551724137931,0.0,0.3793103448275862
"Brouwer, Adam",840585,LAK_ERI24,Slider,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Brown, Ethan",690384,WAS_WIL3,Changeup,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Brown, Ethan",690384,WAS_WIL3,Curveball,14,3,1,3,4,1,2,2,0,0,0,153.90876,0.17276968341630516,0.3333333333333333,0.21428571428571427,0.25,0.5,76.95438,0.0,0.0,0.0
"Brown, Ethan",690384,WAS_WIL3,Four-Seam,67,30,3,15,21,2,16,25,4,0,7,1855.97672,0.21951600747867367,0.1,0.22388059701492538,0.09523809523809523,0.125,74.2390688,0.16,0.0,0.28
"Brown, Ethan",690384,WAS_WIL3,Sinker,4,1,0,1,1,0,0,1,0,0,1,63.99634,0.2612851326096386,0.0,0.25,0.0,,63.99634,0.0,0.0,1.0
"Brown, Ethan",690384,WAS_WIL3,Slider,15,9,2,4,8,1,5,6,1,0,2,513.2701,0.2889329124841304,0.2222222222222222,0.26666666666666666,0.125,0.2,85.54501666666665,0.16666666666666666,0.0,0.3333333333333333
"Brown, Robbie",10998504,TRO_AIG,Changeup,1,1,0,0,1,0,1,1,1,0,1,104.49108,0.6959485278671942,0.0,0.0,0.0,0.0,104.49108,1.0,0.0,1.0
"Brown, Robbie",10998504,TRO_AIG,Curveball,1,1,0,0,1,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,,,,
"Brown, Robbie",10998504,TRO_AIG,Sinker,10,3,1,2,4,0,1,1,0,0,0,73.88137,0.005013218124199803,0.3333333333333333,0.2,0.0,0.0,73.88137,0.0,0.0,0.0
"Brown, Robbie",10998504,TRO_AIG,Slider,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Burcham, Jacob",1000122547,GAT_GRI,Changeup,79,37,14,20,17,6,19,19,4,0,7,1493.11854,0.2332838774093525,0.3783783783783784,0.25316455696202533,0.35294117647058826,0.3157894736842105,78.58518631578947,0.21052631578947367,0.0,0.3684210526315789
"Burcham, Jacob",1000122547,GAT_GRI,Curveball,11,3,1,2,5,0,1,2,1,0,0,191.76665,0.3467920957721774,0.3333333333333333,0.18181818181818182,0.0,0.0,95.883325,0.5,0.0,0.0
"Burcham, Jacob",1000122547,GAT_GRI,Four-Seam,63,36,8,18,25,4,18,23,8,0,8,1957.11691,0.2922962503780289,0.2222222222222222,0.2857142857142857,0.16,0.2222222222222222,85.09203956521739,0.34782608695652173,0.0,0.34782608695652173
"Burcham, Jacob",1000122547,GAT_GRI,Sinker,197,85,20,61,40,5,43,52,5,1,19,4070.05129,0.2438372668831027,0.23529411764705882,0.3096446700507614,0.125,0.11627906976744186,78.27021711538461,0.09615384615384616,0.019230769230769232,0.36538461538461536
"Burcham, Jacob",1000122547,GAT_GRI,Slider,98,44,9,27,43,9,33,31,7,0,10,2543.09857,0.240130630577467,0.20454545454545456,0.2755102040816326,0.20930232558139536,0.2727272727272727,82.03543774193548,0.22580645161290322,0.0,0.3225806451612903
"Burcham, Jacob",1000122547,GAT_GRI,,1,1,0,0,0,0,1,0,0,0,0,0.0,,0.0,0.0,,0.0,,,,
"Burgess, Chris",688921,TRO_AIG,Changeup,1,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Burgess, Chris",688921,TRO_AIG,Curveball,6,2,1,2,1,1,1,0,0,0,0,0.0,,0.5,0.3333333333333333,1.0,1.0,,,,
"Burgess, Chris",688921,TRO_AIG,Four-Seam,2,0,0,1,0,0,0,0,0,0,0,0.0,,,0.5,,,,,,
"Burgess, Chris",688921,TRO_AIG,Sinker,7,1,0,1,1,0,1,1,0,0,0,69.4387,0.10294281307616993,0.0,0.14285714285714285,0.0,0.0,69.4387,0.0,0.0,0.0
"Burgess, Chris",688921,TRO_AIG,Slider,2,1,1,2,1,1,1,0,0,0,0,0.0,,1.0,1.0,1.0,1.0,,,,
"Byers, Carson",1000133996,MIA_RED,Changeup,8,5,2,2,3,1,2,2,0,0,0,145.39862,0.058901800106768376,0.4,0.25,0.3333333333333333,0.5,72.69931,0.0,0.0,0.0
"Byers, Carson",1000133996,MIA_RED,Four-Seam,30,16,2,9,6,1,10,12,3,0,4,1012.71904,0.25034092143134334,0.125,0.3,0.16666666666666666,0.1,84.39325333333333,0.25,0.0,0.3333333333333333
"Byers, Carson",1000133996,MIA_RED,Slider,8,3,2,4,4,1,2,1,0,0,0,58.13751,0.010923149733555126,0.6666666666666666,0.5,0.25,0.5,58.13751,0.0,0.0,0.0
"Calderon, Jean",703300,LAK_ERI24,Curveball,3,1,1,2,1,1,1,0,0,0,0,0.0,,1.0,0.6666666666666666,1.0,1.0,,,,
"Calderon, Jean",703300,LAK_ERI24,Cutter,8,4,3,5,2,1,3,1,0,0,0,82.6846,0.23539666013544436,0.75,0.625,0.5,0.3333333333333333,82.6846,0.0,0.0,0.0
"Calderon, Jean",703300,LAK_ERI24,Four-Seam,87,30,4,17,18,2,20,25,5,2,8,1930.59119,0.2444491527370689,0.13333333333333333,0.19540229885057472,0.1111111111111111,0.1,77.2236476,0.2,0.08,0.32
"Calderon, Jean",703300,LAK_ERI24,Slider,73,29,14,28,22,6,14,11,2,0,4,812.65953,0.1998557251423896,0.4827586206896552,0.3835616438356164,0.2727272727272727,0.42857142857142855,73.87813909090909,0.18181818181818182,0.0,0.36363636363636365
"Cameron, Wyatt",1000179557,SCH_BOO,Changeup,17,6,2,6,3,0,3,3,2,1,2,296.55859,0.47518915999529526,0.3333333333333333,0.35294117647058826,0.0,0.0,98.85286333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
"Cameron, Wyatt",1000179557,SCH_BOO,Curveball,109,25,10,45,50,13,25,10,2,0,6,854.82634,0.3621516915087417,0.4,0.41284403669724773,0.26,0.52,85.48263399999999,0.2,0.0,0.6
"Cameron, Wyatt",1000179557,SCH_BOO,Cutter,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Cameron, Wyatt",1000179557,SCH_BOO,Four-Seam,185,77,11,50,39,6,50,58,10,1,14,4794.5536,0.26355633637147363,0.14285714285714285,0.2702702702702703,0.15384615384615385,0.12,82.66471724137931,0.1724137931034483,0.017241379310344827,0.2413793103448276
"Cameron, Wyatt",1000179557,SCH_BOO,Sinker,41,21,4,12,8,2,18,15,3,0,4,1287.64526,0.2768691911338665,0.19047619047619047,0.2926829268292683,0.25,0.1111111111111111,85.84301733333334,0.2,0.0,0.26666666666666666
"Cameron, Wyatt",1000179557,SCH_BOO,Slider,54,18,8,18,7,3,8,8,0,0,3,625.21595,0.2550735500718118,0.4444444444444444,0.3333333333333333,0.42857142857142855,0.375,78.15199375,0.0,0.0,0.375
"Cameron, Zach",1000084075,WIN_CIT29,Changeup,178,72,28,64,42,9,37,40,6,1,9,3141.58185,0.2268231430339836,0.3888888888888889,0.3595505617977528,0.21428571428571427,0.24324324324324326,78.53954625,0.15,0.025,0.225
"Cameron, Zach",1000084075,WIN_CIT29,Curveball,14,6,1,2,6,1,4,3,2,0,2,268.58725,0.45914402565916784,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.25,89.52908333333333,0.6666666666666666,0.0,0.6666666666666666
"Cameron, Zach",1000084075,WIN_CIT29,Cutter,21,8,4,7,8,1,4,4,0,0,1,295.51138000000003,0.09300425857866464,0.5,0.3333333333333333,0.125,0.25,73.87784500000001,0.0,0.0,0.25
"Cameron, Zach",1000084075,WIN_CIT29,Four-Seam,98,47,7,23,28,6,28,39,5,0,6,2835.8981,0.2062576352171026,0.14893617021276595,0.23469387755102042,0.21428571428571427,0.21428571428571427,72.71533589743589,0.1282051282051282,0.0,0.15384615384615385
"Cameron, Zach",1000084075,WIN_CIT29,Sinker,38,14,1,9,11,1,14,13,2,0,1,1014.88679,0.22446328653214093,0.07142857142857142,0.23684210526315788,0.09090909090909091,0.07142857142857142,78.06821461538462,0.15384615384615385,0.0,0.07692307692307693
"Cameron, Zach",1000084075,WIN_CIT29,Slider,110,58,16,31,33,9,36,41,6,1,11,3172.93192,0.20299332618389515,0.27586206896551724,0.2818181818181818,0.2727272727272727,0.25,77.38858341463414,0.14634146341463414,0.024390243902439025,0.2682926829268293
"Cameron, Zach",1000084075,WIN_CIT29,Sweeper,4,3,2,2,1,0,1,1,0,0,0,70.99318,0.09881987905772849,0.6666666666666666,0.5,0.0,0.0,70.99318,0.0,0.0,0.0
"Cameron, Zach",1000084075,WIN_CIT29,,2,0,0,1,0,0,0,0,0,0,0,0.0,,,0.5,,,,,,
"Campbell, AJ",1000132168,WIN_CIT29,Changeup,62,19,5,9,17,2,11,12,2,0,3,954.51382,0.22098757175812608,0.2631578947368421,0.14516129032258066,0.11764705882352941,0.18181818181818182,79.54281833333333,0.16666666666666666,0.0,0.25
"Campbell, AJ",1000132168,WIN_CIT29,Curveball,47,13,1,13,17,1,9,9,1,0,3,739.02845,0.25421261030993436,0.07692307692307693,0.2765957446808511,0.058823529411764705,0.1111111111111111,82.11427222222223,0.1111111111111111,0.0,0.3333333333333333
"Campbell, AJ",1000132168,WIN_CIT29,Cutter,44,23,7,15,9,3,10,13,1,0,7,1041.33368,0.2726070405694305,0.30434782608695654,0.3409090909090909,0.3333333333333333,0.3,80.10259076923077,0.07692307692307693,0.0,0.5384615384615384
"Campbell, AJ",1000132168,WIN_CIT29,Four-Seam,345,155,18,71,97,15,99,114,28,2,42,9183.70941,0.26801736923243974,0.11612903225806452,0.20579710144927535,0.15463917525773196,0.15151515151515152,80.5588544736842,0.24561403508771928,0.017543859649122806,0.3684210526315789
"Campbell, AJ",1000132168,WIN_CIT29,Sinker,41,21,2,5,11,2,14,16,3,1,3,1328.45648,0.2470256111808548,0.09523809523809523,0.12195121951219512,0.18181818181818182,0.14285714285714285,83.02853,0.1875,0.0625,0.1875
"Campbell, AJ",1000132168,WIN_CIT29,Slider,281,119,27,77,68,14,62,74,15,4,21,5931.58478,0.23790272392094075,0.226890756302521,0.27402135231316727,0.20588235294117646,0.22580645161290322,80.15655108108108,0.20270270270270271,0.05405405405405406,0.28378378378378377
"Campbell, AJ",1000132168,WIN_CIT29,Splitter,2,1,0,1,0,0,0,1,0,0,0,87.81893,0.21341665216685546,0.0,0.5,,,87.81893,0.0,0.0,0.0
"Campbell, AJ",1000132168,WIN_CIT29,,4,3,0,0,1,0,2,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,
"Campbell, Tyler",809429,MIS_MUD,Changeup,68,29,11,19,21,4,18,17,1,0,4,1346.76847,0.2427223263400661,0.3793103448275862,0.27941176470588236,0.19047619047619047,0.2222222222222222,79.22167470588235,0.058823529411764705,0.0,0.23529411764705882
"Campbell, Tyler",809429,MIS_MUD,Cutter,128,61,5,34,30,1,36,52,9,0,11,4142.69004,0.23378843256197282,0.08196721311475409,0.265625,0.03333333333333333,0.027777777777777776,79.66711615384617,0.17307692307692307,0.0,0.21153846153846154
"Campbell, Tyler",809429,MIS_MUD,Four-Seam,24,12,2,5,2,0,4,8,0,0,1,518.17937,0.13999952286867906,0.16666666666666666,0.20833333333333334,0.0,0.0,64.77242125,0.0,0.0,0.125
"Campbell, Tyler",809429,MIS_MUD,Sinker,82,36,4,23,12,1,25,27,5,0,8,2200.1501,0.25069709237198184,0.1111111111111111,0.2804878048780488,0.08333333333333333,0.04,81.48704074074074,0.18518518518518517,0.0,0.2962962962962963
"Campbell, Tyler",809429,MIS_MUD,Slider,169,90,23,44,44,14,54,59,8,1,25,4630.70557,0.27442064035655067,0.25555555555555554,0.2603550295857988,0.3181818181818182,0.25925925925925924,78.48653508474577,0.13559322033898305,0.01694915254237288,0.423728813559322
"Cantleberry, Noah",1000083174,JOL_SLA,Changeup,24,12,3,4,11,1,6,4,1,0,1,357.34158,0.4199957113462358,0.25,0.16666666666666666,0.09090909090909091,0.16666666666666666,89.335395,0.25,0.0,0.25
"Cantleberry, Noah",1000083174,JOL_SLA,Four-Seam,29,19,1,6,8,0,7,14,4,1,4,1175.27656,0.25063923004417415,0.05263157894736842,0.20689655172413793,0.0,0.0,83.94832571428572,0.2857142857142857,0.07142857142857142,0.2857142857142857
"Cantleberry, Noah",1000083174,JOL_SLA,Sinker,10,5,0,2,1,0,4,5,1,0,1,382.87854000000004,0.2040023144736421,0.0,0.2,0.0,0.0,76.575708,0.2,0.0,0.2
"Cantleberry, Noah",1000083174,JOL_SLA,Slider,4,1,1,1,2,1,1,0,0,0,0,0.0,,1.0,0.25,0.5,1.0,,,,
"Cardoso, Kaiden",1000132032,OTT_TIT,Changeup,26,12,3,6,4,0,5,9,0,0,3,641.7138,0.18106498954732747,0.25,0.23076923076923078,0.0,0.0,71.30153333333334,0.0,0.0,0.3333333333333333
"Cardoso, Kaiden",1000132032,OTT_TIT,Curveball,5,1,0,1,2,0,1,1,0,0,1,72.89589,0.37958601929249436,0.0,0.2,0.0,0.0,72.89589,0.0,0.0,1.0
"Cardoso, Kaiden",1000132032,OTT_TIT,Other,1,1,1,1,1,1,1,0,0,0,0,0.0,,1.0,1.0,1.0,1.0,,,,
"Carroll, Jake",1000088275,JOL_SLA,Changeup,31,7,3,8,5,1,5,4,0,0,0,284.72375,0.0965820823566646,0.42857142857142855,0.25806451612903225,0.2,0.2,71.1809375,0.0,0.0,0.0
"Carroll, Jake",1000088275,JOL_SLA,Curveball,42,14,2,13,14,4,13,10,3,1,3,829.94084,0.28741247718036467,0.14285714285714285,0.30952380952380953,0.2857142857142857,0.3076923076923077,82.994084,0.3,0.1,0.3
"Carroll, Jake",1000088275,JOL_SLA,Four-Seam,222,86,26,75,41,14,57,48,10,6,20,4046.89335,0.2908345406771929,0.3023255813953488,0.33783783783783783,0.34146341463414637,0.24561403508771928,84.310278125,0.20833333333333334,0.125,0.4166666666666667
"Carroll, Jake",1000088275,JOL_SLA,One Seam Fast Ball,1,0,0,0,1,0,1,0,0,0,0,0.0,,,0.0,0.0,0.0,,,,
"Carroll, Jake",1000088275,JOL_SLA,Sinker,2,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Carroll, Jake",1000088275,JOL_SLA,Slider,62,24,6,14,17,4,14,11,0,0,2,755.35123,0.20795168720121912,0.25,0.22580645161290322,0.23529411764705882,0.2857142857142857,68.66829363636363,0.0,0.0,0.18181818181818182
"Carroll, Jake",1000088275,JOL_SLA,,6,1,0,3,2,0,1,0,0,0,0,0.0,,0.0,0.5,0.0,0.0,,,,
