pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct
"Jones, Logan",1000577428,FLO_Y'A,Slider,39,24,12,13,9,3,9,8,0,0,2,607.94488,0.20622652214980614,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,75.99311,0.0,0.0,0.25
"Jones, Logan",814785,TRI_VAL,Changeup,33,13,4,8,7,1,7,7,2,0,2,610.30382,0.2741626040903601,0.3076923076923077,0.24242424242424243,0.14285714285714285,0.14285714285714285,87.18625999999999,0.2857142857142857,0.0,0.2857142857142857
"Jones, Logan",814785,TRI_VAL,Curveball,11,5,3,4,3,1,3,1,1,0,0,102.35043,0.3842486054617892,0.6,0.36363636363636365,0.3333333333333333,0.3333333333333333,102.35043,1.0,0.0,0.0
"Jones, Logan",814785,TRI_VAL,Four-Seam,10,2,0,0,1,0,2,2,1,0,1,191.32463,0.5911997937414759,0.0,0.0,0.0,0.0,95.662315,0.5,0.0,0.5
"Jones, Logan",814785,TRI_VAL,Sinker,109,49,4,19,13,3,45,45,12,0,13,3831.92813,0.29001460862223216,0.08163265306122448,0.1743119266055046,0.23076923076923078,0.06666666666666667,85.15395844444444,0.26666666666666666,0.0,0.28888888888888886
"Jones, Logan",814785,TRI_VAL,Slider,65,26,6,15,17,3,12,17,2,1,6,1158.87517,0.1914184854426965,0.23076923076923078,0.23076923076923078,0.17647058823529413,0.25,68.16912764705883,0.11764705882352941,0.058823529411764705,0.35294117647058826
"Jones, Logan",814785,TRI_VAL,,2,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Joven, Art",1000048892,MIS_MUD,Changeup,339,157,34,82,88,14,97,110,23,3,35,8940.37331,0.2626127268212521,0.21656050955414013,0.24188790560471976,0.1590909090909091,0.14432989690721648,81.276121,0.20909090909090908,0.02727272727272727,0.3181818181818182
"Joven, Art",1000048892,MIS_MUD,Curveball,4,2,1,1,2,0,0,1,0,0,0,73.03724,0.129885826853814,0.5,0.25,0.0,,73.03724,0.0,0.0,0.0
"Joven, Art",1000048892,MIS_MUD,Cutter,1,1,0,0,0,0,1,1,0,0,0,66.45236,0.06420797471462336,0.0,0.0,,0.0,66.45236,0.0,0.0,0.0
"Joven, Art",1000048892,MIS_MUD,Four-Seam,12,4,0,1,3,0,4,4,0,0,2,298.1766,0.23397835447353138,0.0,0.08333333333333333,0.0,0.0,74.54415,0.0,0.0,0.5
"Joven, Art",1000048892,MIS_MUD,Other,3,0,0,1,2,1,1,0,0,0,0,0.0,,,0.3333333333333333,0.5,1.0,,,,
"Joven, Art",1000048892,MIS_MUD,Sinker,275,91,8,74,44,5,66,74,13,2,18,5799.81893,0.23591962774680908,0.08791208791208792,0.2690909090909091,0.11363636363636363,0.07575757575757576,78.3759314864865,0.17567567567567569,0.02702702702702703,0.24324324324324326
"Joven, Art",1000048892,MIS_MUD,Slider,258,111,41,85,82,20,62,54,11,1,20,4172.40376,0.24222787637114418,0.36936936936936937,0.32945736434108525,0.24390243902439024,0.3225806451612903,77.2667362962963,0.2037037037037037,0.018518518518518517,0.37037037037037035
"Joven, Art",1000048892,MIS_MUD,,2,1,0,0,1,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,,,,
"Kaftan, Eddie",1000557510,FLO_Y'A,Changeup,17,6,0,1,3,0,5,6,3,1,1,533.23041,0.30448994915944133,0.0,0.058823529411764705,0.0,0.0,88.871735,0.5,0.16666666666666666,0.16666666666666666
"Kaftan, Eddie",1000557510,FLO_Y'A,Curveball,3,0,0,1,2,0,0,0,0,0,0,0.0,,,0.3333333333333333,0.0,,,,,
"Kaftan, Eddie",1000557510,FLO_Y'A,Four-Seam,21,6,1,4,4,0,5,5,0,0,3,353.5275,0.2519365391998475,0.16666666666666666,0.19047619047619047,0.0,0.0,70.7055,0.0,0.0,0.6
"Kaftan, Eddie",1000557510,FLO_Y'A,Sinker,128,56,6,36,23,2,36,47,10,2,16,3893.93894,0.26669374017456166,0.10714285714285714,0.28125,0.08695652173913043,0.05555555555555555,82.84976468085107,0.2127659574468085,0.0425531914893617,0.3404255319148936
"Kaftan, Eddie",1000557510,FLO_Y'A,Slider,62,32,13,20,24,7,18,16,2,0,9,1230.35013,0.23554502683013678,0.40625,0.3225806451612903,0.2916666666666667,0.3888888888888889,76.896883125,0.125,0.0,0.5625
"Kaftan, Eddie",1000557510,FLO_Y'A,,1,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Kalisky, Jack",1000571646,OTT_TIT,Changeup,10,4,2,4,3,1,3,1,0,0,1,76.45967,0.4143103786060539,0.5,0.4,0.3333333333333333,0.3333333333333333,76.45967,0.0,0.0,1.0
"Kalisky, Jack",1000571646,OTT_TIT,Curveball,40,5,2,12,16,3,7,3,1,0,0,269.88676,0.23113454266596303,0.4,0.3,0.1875,0.42857142857142855,89.96225333333332,0.3333333333333333,0.0,0.0
"Kalisky, Jack",1000571646,OTT_TIT,Cutter,6,4,1,1,0,0,0,2,0,0,2,141.30903,0.20919578694306748,0.25,0.16666666666666666,,,70.654515,0.0,0.0,1.0
"Kalisky, Jack",1000571646,OTT_TIT,Four-Seam,42,18,2,9,10,2,14,14,2,1,7,1148.73417,0.28442402226873587,0.1111111111111111,0.21428571428571427,0.2,0.14285714285714285,82.05244071428571,0.14285714285714285,0.07142857142857142,0.5
"Kalisky, Jack",1000571646,OTT_TIT,Sinker,4,0,0,2,0,0,0,0,0,0,0,0.0,,,0.5,,,,,,
"Kalisky, Jack",1000571646,OTT_TIT,Slider,6,2,0,2,2,0,3,2,1,0,1,183.30728,0.4362099907063727,0.0,0.3333333333333333,0.0,0.0,91.65364,0.5,0.0,0.5
"Kalisky, Jack",1000571646,OTT_TIT,,2,1,0,1,0,0,1,0,0,0,0,0.0,,0.0,0.5,,0.0,,,,
"Kaminer, Brandon",690510,DOW_EAS1,Changeup,14,5,1,5,0,0,5,4,1,0,1,317.22144000000003,0.16365068197866664,0.2,0.35714285714285715,,0.0,79.30536000000001,0.25,0.0,0.25
"Kaminer, Brandon",690510,DOW_EAS1,Curveball,53,13,2,16,9,1,11,9,2,0,2,719.8140900000001,0.22359666403747422,0.15384615384615385,0.3018867924528302,0.1111111111111111,0.09090909090909091,79.97934333333335,0.2222222222222222,0.0,0.2222222222222222
"Kaminer, Brandon",690510,DOW_EAS1,Cutter,27,12,4,11,8,5,12,8,4,0,2,705.12924,0.3175034102017454,0.3333333333333333,0.4074074074074074,0.625,0.4166666666666667,88.141155,0.5,0.0,0.25
"Kaminer, Brandon",690510,DOW_EAS1,Four-Seam,185,79,10,39,41,8,55,57,5,1,18,4358.65256,0.22910590040736506,0.12658227848101267,0.21081081081081082,0.1951219512195122,0.14545454545454545,76.46758877192983,0.08771929824561403,0.017543859649122806,0.3157894736842105
"Kaminer, Brandon",690510,DOW_EAS1,Sinker,3,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Kaminer, Brandon",690510,DOW_EAS1,Slider,133,57,9,35,32,6,42,40,6,0,16,3162.32126,0.23865938425319227,0.15789473684210525,0.2631578947368421,0.1875,0.14285714285714285,79.0580315,0.15,0.0,0.4
"Kaminer, Brandon",690510,DOW_EAS1,,5,0,0,1,1,0,0,0,0,0,0,0.0,,,0.2,0.0,,,,,
"Kassebaum, Torin",10120793,LON_ISL22,Changeup,23,6,1,11,6,2,3,4,1,1,2,318.73692,0.20658890281457493,0.16666666666666666,0.4782608695652174,0.3333333333333333,0.6666666666666666,79.68423,0.25,0.25,0.5
"Kassebaum, Torin",10120793,LON_ISL22,Curveball,55,21,2,10,14,0,15,16,4,0,5,1328.16605,0.30932178856163906,0.09523809523809523,0.18181818181818182,0.0,0.0,83.010378125,0.25,0.0,0.3125
"Kassebaum, Torin",10120793,LON_ISL22,,1,1,0,0,0,0,1,0,0,0,0,0.0,,0.0,0.0,,0.0,,,,
"Kelly, Aiden",1000062337,TRI_VAL,Changeup,17,5,1,1,3,0,2,4,1,0,1,348.1992,0.3601614078167369,0.2,0.058823529411764705,0.0,0.0,87.0498,0.25,0.0,0.25
"Kelly, Aiden",1000062337,TRI_VAL,Curveball,44,15,2,8,11,0,9,11,0,0,3,778.35443,0.21028548470260286,0.13333333333333333,0.18181818181818182,0.0,0.0,70.75949363636363,0.0,0.0,0.2727272727272727
"Kelly, Aiden",1000062337,TRI_VAL,Four-Seam,148,68,11,45,35,9,49,53,13,0,13,4336.47674,0.2542367864404293,0.16176470588235295,0.30405405405405406,0.2571428571428571,0.1836734693877551,81.8203158490566,0.24528301886792453,0.0,0.24528301886792453
"Kelly, Aiden",1000062337,TRI_VAL,Sinker,78,27,7,18,10,1,17,18,5,0,4,1407.05265,0.24460877586883928,0.25925925925925924,0.23076923076923078,0.1,0.058823529411764705,78.16959166666668,0.2777777777777778,0.0,0.2222222222222222
"Kelly, Aiden",1000062337,TRI_VAL,Slider,40,13,0,5,13,0,9,12,2,0,4,954.36492,0.20340585799335106,0.0,0.125,0.0,0.0,79.53041,0.16666666666666666,0.0,0.3333333333333333
"Kelly, Colin",1000456530,SUS_COU1,Changeup,42,17,6,12,13,2,7,7,1,1,2,589.78316,0.2697373010095501,0.35294117647058826,0.2857142857142857,0.15384615384615385,0.2857142857142857,84.25473714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857
"Kelly, Colin",1000456530,SUS_COU1,Curveball,45,12,5,15,19,6,12,6,2,0,2,506.38656,0.2987599743937687,0.4166666666666667,0.3333333333333333,0.3157894736842105,0.5,84.39775999999999,0.3333333333333333,0.0,0.3333333333333333
"Kelly, Colin",1000456530,SUS_COU1,Four-Seam,82,39,6,16,22,2,25,30,3,0,6,2359.85822,0.21624539131570214,0.15384615384615385,0.1951219512195122,0.09090909090909091,0.08,78.66194066666667,0.1,0.0,0.2
"Kelly, Colin",1000456530,SUS_COU1,Sinker,96,44,11,28,15,3,27,29,5,1,9,2247.50818,0.19102447271034273,0.25,0.2916666666666667,0.2,0.1111111111111111,77.5002820689655,0.1724137931034483,0.034482758620689655,0.3103448275862069
"Kelly, Colin",1000456530,SUS_COU1,,1,1,0,0,0,0,1,0,0,0,0,0.0,,0.0,0.0,,0.0,,,,
"Kemlage, Joe",703240,NEW_ENG23,Changeup,37,18,5,8,8,1,9,11,2,0,2,928.21642,0.2748339532306992,0.2777777777777778,0.21621621621621623,0.125,0.1111111111111111,84.38331090909091,0.18181818181818182,0.0,0.18181818181818182
"Kemlage, Joe",703240,NEW_ENG23,Curveball,18,10,4,6,6,2,4,6,1,0,4,479.21139,0.3421490108301019,0.4,0.3333333333333333,0.3333333333333333,0.5,79.868565,0.16666666666666666,0.0,0.6666666666666666
"Kemlage, Joe",703240,NEW_ENG23,Four-Seam,36,21,5,7,9,1,8,15,1,0,5,1214.93887,0.19740076531985634,0.23809523809523808,0.19444444444444445,0.1111111111111111,0.125,80.99592466666667,0.06666666666666667,0.0,0.3333333333333333
"Kemlage, Joe",703240,NEW_ENG23,Sinker,150,65,13,45,30,7,39,39,9,0,10,3225.1638,0.26660006240812484,0.2,0.3,0.23333333333333334,0.1794871794871795,82.69650769230769,0.23076923076923078,0.0,0.2564102564102564
"Kemlage, Joe",703240,NEW_ENG23,Slider,65,26,12,28,26,9,19,13,1,0,3,1015.4455,0.20308437021173775,0.46153846153846156,0.4307692307692308,0.34615384615384615,0.47368421052631576,78.1111923076923,0.07692307692307693,0.0,0.23076923076923078
"Kemlage, Joe",703240,NEW_ENG23,,1,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Kines, Gunnar",665129,JOL_SLA,Changeup,248,137,35,62,89,14,66,88,21,6,23,6789.02819,0.2261896418900127,0.25547445255474455,0.25,0.15730337078651685,0.21212121212121213,77.14804761363636,0.23863636363636365,0.06818181818181818,0.26136363636363635
"Kines, Gunnar",665129,JOL_SLA,Curveball,29,8,1,8,11,0,3,6,2,0,3,503.14428,0.2850492194797998,0.125,0.27586206896551724,0.0,0.0,83.85737999999999,0.3333333333333333,0.0,0.5
"Kines, Gunnar",665129,JOL_SLA,Cutter,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Kines, Gunnar",665129,JOL_SLA,Four-Seam,387,188,45,106,125,17,84,120,17,2,47,9252.40631,0.21433013366705586,0.2393617021276596,0.2739018087855297,0.136,0.20238095238095238,77.10338591666667,0.14166666666666666,0.016666666666666666,0.39166666666666666
"Kines, Gunnar",665129,JOL_SLA,Other,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Kines, Gunnar",665129,JOL_SLA,Sinker,109,68,17,33,45,9,37,49,8,1,18,3858.48022,0.24294819585668667,0.25,0.30275229357798167,0.2,0.24324324324324326,78.74449428571428,0.16326530612244897,0.02040816326530612,0.3673469387755102
"Kines, Gunnar",665129,JOL_SLA,Slider,19,6,1,4,8,1,5,5,0,0,1,405.70314,0.24163856852678528,0.16666666666666666,0.21052631578947367,0.125,0.2,81.140628,0.0,0.0,0.2
"Kines, Gunnar",665129,JOL_SLA,Splitter,29,11,3,7,12,1,3,9,2,2,4,742.3659200000001,0.2783697652614914,0.2727272727272727,0.2413793103448276,0.08333333333333333,0.3333333333333333,82.48510222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444
"Kines, Gunnar",665129,JOL_SLA,,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"King, Kaleb",,DOW_EAS1,Changeup,11,3,1,2,2,0,2,2,0,0,1,135.02621,0.20986942757569987,0.3333333333333333,0.18181818181818182,0.0,0.0,67.513105,0.0,0.0,0.5
"King, Kaleb",,DOW_EAS1,Curveball,12,3,1,4,3,0,2,2,1,1,1,162.39179000000001,0.25093934274786495,0.3333333333333333,0.3333333333333333,0.0,0.0,81.19589500000001,0.5,0.5,0.5
"King, Kaleb",,DOW_EAS1,Cutter,18,5,1,7,5,1,6,3,1,0,2,223.36201,0.22572487934867547,0.2,0.3888888888888889,0.2,0.16666666666666666,74.45400333333333,0.3333333333333333,0.0,0.6666666666666666
"King, Kaleb",,DOW_EAS1,Four-Seam,5,3,0,1,0,0,2,3,2,1,3,302.06992,0.5941523536048815,0.0,0.2,,0.0,100.68997333333334,0.6666666666666666,0.3333333333333333,1.0
"King, Kaleb",,DOW_EAS1,Sinker,2,1,0,0,0,0,1,1,1,0,1,99.87956,0.6232923356848414,0.0,0.0,,0.0,99.87956,1.0,0.0,1.0
"King, Kaleb",,DOW_EAS1,Slider,12,3,2,4,2,1,2,1,0,0,0,82.84755,0.20877282993202295,0.6666666666666666,0.3333333333333333,0.5,0.5,82.84755,0.0,0.0,0.0
"King, Kaleb",,DOW_EAS1,,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Kirby, Zach",813716,WAS_WIL3,Changeup,122,65,26,36,43,8,40,37,3,0,15,2902.36011,0.22936528420069477,0.4,0.29508196721311475,0.18604651162790697,0.2,78.44216513513514,0.08108108108108109,0.0,0.40540540540540543
"Kirby, Zach",813716,WAS_WIL3,Curveball,105,29,10,48,24,5,15,12,1,0,4,926.3563,0.23322710393179977,0.3448275862068966,0.45714285714285713,0.20833333333333334,0.3333333333333333,77.19635833333334,0.08333333333333333,0.0,0.3333333333333333
"Kirby, Zach",813716,WAS_WIL3,Four-Seam,350,182,23,91,101,13,100,140,20,2,41,11180.92202,0.23289718664550568,0.12637362637362637,0.26,0.12871287128712872,0.13,79.86372871428571,0.14285714285714285,0.014285714285714285,0.29285714285714287
"Kirby, Zach",813716,WAS_WIL3,One Seam Fast Ball,1,1,0,0,0,0,1,1,0,0,1,72.94687,0.3819645526269153,0.0,0.0,,0.0,72.94687,0.0,0.0,1.0
"Kirby, Zach",813716,WAS_WIL3,Slider,127,57,12,29,45,4,29,42,1,1,9,3077.58645,0.158349032436205,0.21052631578947367,0.2283464566929134,0.08888888888888889,0.13793103448275862,73.27586785714286,0.023809523809523808,0.023809523809523808,0.21428571428571427
"Kirby, Zach",813716,WAS_WIL3,Sweeper,15,8,1,4,8,1,3,6,0,0,2,480.70948,0.1649356761001042,0.125,0.26666666666666666,0.125,0.3333333333333333,80.11824666666666,0.0,0.0,0.3333333333333333
"Kirby, Zach",813716,WAS_WIL3,,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Kostura, Brit",1000146015,WAS_WIL3,Changeup,19,5,0,0,6,0,4,5,0,0,3,342.60303,0.1193503638942163,0.0,0.0,0.0,0.0,68.520606,0.0,0.0,0.6
"Kostura, Brit",1000146015,WAS_WIL3,Curveball,11,5,2,3,4,1,3,2,1,0,1,167.17584,0.3636607508924171,0.4,0.2727272727272727,0.25,0.3333333333333333,83.58792,0.5,0.0,0.5
"Kostura, Brit",1000146015,WAS_WIL3,Four-Seam,27,10,2,6,6,0,6,8,0,0,2,628.40609,0.22695902857590505,0.2,0.2222222222222222,0.0,0.0,78.55076125,0.0,0.0,0.25
"Kostura, Brit",1000146015,WAS_WIL3,Sinker,107,55,10,33,26,3,29,42,8,2,13,3373.33108,0.2334329842779636,0.18181818181818182,0.308411214953271,0.11538461538461539,0.10344827586206896,80.31740666666667,0.19047619047619047,0.047619047619047616,0.30952380952380953
"Kostura, Brit",1000146015,WAS_WIL3,Slider,41,25,5,14,17,2,11,17,4,1,7,1346.93295,0.2510052162711349,0.2,0.34146341463414637,0.11764705882352941,0.18181818181818182,79.23134999999999,0.23529411764705882,0.058823529411764705,0.4117647058823529
"Kramer, Cameron",1000249123,TRO_AIG,Changeup,20,8,0,1,10,0,4,5,1,0,1,377.65279999999996,0.24229150384009376,0.0,0.05,0.0,0.0,75.53056,0.2,0.0,0.2
"Kramer, Cameron",1000249123,TRO_AIG,Curveball,22,5,1,3,5,1,5,4,0,0,0,314.52498,0.2084797440263792,0.2,0.13636363636363635,0.2,0.2,78.631245,0.0,0.0,0.0
"Kramer, Cameron",1000249123,TRO_AIG,Four-Seam,58,28,4,16,9,2,17,21,3,0,3,1734.94678,0.23087187835403292,0.14285714285714285,0.27586206896551724,0.2222222222222222,0.11764705882352941,82.61651333333333,0.14285714285714285,0.0,0.14285714285714285
"Kramer, Cameron",1000249123,TRO_AIG,Sinker,69,33,6,14,13,2,22,25,9,0,5,2207.23801,0.2853481665024898,0.18181818181818182,0.2028985507246377,0.15384615384615385,0.09090909090909091,88.2895204,0.36,0.0,0.2
"Kramer, Cameron",1000249123,TRO_AIG,Slider,29,11,2,9,6,1,8,7,1,1,2,480.30909,0.1869765222766991,0.18181818181818182,0.3103448275862069,0.16666666666666666,0.125,68.61558428571429,0.14285714285714285,0.14285714285714285,0.2857142857142857
"Kubo, Trayson",687840,OTT_TIT,Curveball,1,1,0,0,1,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,,,,
"Kubo, Trayson",687840,OTT_TIT,Cutter,9,4,1,4,3,0,1,2,0,0,1,168.74349999999998,0.2174014002813953,0.25,0.4444444444444444,0.0,0.0,84.37174999999999,0.0,0.0,0.5
"Kubo, Trayson",687840,OTT_TIT,Four-Seam,35,12,1,4,14,1,10,10,3,0,4,836.70113,0.27489841762521483,0.08333333333333333,0.11428571428571428,0.07142857142857142,0.1,83.670113,0.3,0.0,0.4
"Kubo, Trayson",687840,OTT_TIT,Slider,26,18,5,6,6,0,6,13,0,0,4,967.4537799999999,0.1599872633435016,0.2777777777777778,0.23076923076923078,0.0,0.0,74.41952153846154,0.0,0.0,0.3076923076923077
"Kubo, Trayson",687840,OTT_TIT,Splitter,11,7,2,3,5,0,2,3,0,0,1,243.15245,0.28586061863586454,0.2857142857142857,0.2727272727272727,0.0,0.0,81.05081666666666,0.0,0.0,0.3333333333333333
"Kubo, Trayson",687840,OTT_TIT,,1,1,0,0,1,0,1,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,
"Kurikka, Konsta",828536,OTT_TIT,Four-Seam,4,3,1,1,0,0,1,2,0,0,1,158.37878,0.3061012748378857,0.3333333333333333,0.25,,0.0,79.18939,0.0,0.0,0.5
"Kurikka, Konsta",828536,OTT_TIT,Sinker,10,3,0,1,0,0,3,4,0,0,1,301.14686,0.195009807845482,0.0,0.1,,0.0,75.286715,0.0,0.0,0.25
"Kurikka, Konsta",828536,OTT_TIT,Splitter,3,2,0,0,0,0,2,1,1,0,0,99.28286,0.34846297787359826,0.0,0.0,,0.0,99.28286,1.0,0.0,0.0
"LHP, LHP",,JOL_SLA,Changeup,12,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"LHP, LHP",,JOL_SLA,Curveball,5,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"LHP, LHP",,JOL_SLA,Sinker,11,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"LHP, LHP",,JOL_SLA,Slider,7,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"LaMere, Nolan",1000088258,WIN_CIT29,Changeup,35,15,5,10,4,1,10,6,1,0,3,536.6471300000001,0.36990373716449687,0.3333333333333333,0.2857142857142857,0.25,0.1,89.44118833333334,0.16666666666666666,0.0,0.5
"LaMere, Nolan",1000088258,WIN_CIT29,Curveball,16,6,0,2,2,0,3,4,2,1,1,357.35954,0.31294290005091335,0.0,0.125,0.0,0.0,89.339885,0.5,0.25,0.25
"LaMere, Nolan",1000088258,WIN_CIT29,Four-Seam,7,3,1,2,1,0,1,1,0,0,1,93.34431,0.5806913528781666,0.3333333333333333,0.2857142857142857,0.0,0.0,93.34431,0.0,0.0,1.0
"LaMere, Nolan",1000088258,WIN_CIT29,Sinker,18,8,2,3,2,1,6,5,0,0,1,386.79469,0.16473066861993696,0.25,0.16666666666666666,0.5,0.16666666666666666,77.358938,0.0,0.0,0.2
"LaMere, Nolan",1000088258,WIN_CIT29,Slider,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Laboy, Yeniel",702596,DOW_EAS1,Changeup,12,8,1,3,4,0,3,6,1,1,3,436.92373999999995,0.20760902974008622,0.125,0.25,0.0,0.0,72.82062333333333,0.16666666666666666,0.16666666666666666,0.5
"Langhorne, Miles",695680,SUS_COU1,Changeup,2,1,0,0,1,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,,,,
"Langhorne, Miles",695680,SUS_COU1,Curveball,2,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Langhorne, Miles",695680,SUS_COU1,Cutter,10,3,2,4,2,1,2,1,0,0,0,91.97274,0.3609795824770765,0.6666666666666666,0.4,0.5,0.5,91.97274,0.0,0.0,0.0
"Langhorne, Miles",695680,SUS_COU1,Four-Seam,70,30,3,9,10,1,15,21,2,0,7,1596.26028,0.24809870471387468,0.1,0.12857142857142856,0.1,0.06666666666666667,76.01239428571428,0.09523809523809523,0.0,0.3333333333333333
"Langhorne, Miles",695680,SUS_COU1,Sinker,5,3,0,1,0,0,2,3,0,0,1,239.22055,0.18724337079831055,0.0,0.2,,0.0,79.74018333333333,0.0,0.0,0.3333333333333333
"Langhorne, Miles",695680,SUS_COU1,Slider,61,30,13,21,21,5,19,14,2,0,2,1103.33,0.2254960227878387,0.43333333333333335,0.3442622950819672,0.23809523809523808,0.2631578947368421,78.8092857142857,0.14285714285714285,0.0,0.14285714285714285
"Langhorne, Miles",695680,SUS_COU1,,2,0,0,0,0,0,1,0,0,0,0,0.0,,,0.0,,0.0,,,,
"Langrell, Connor",815223,MIS_MUD,Changeup,17,7,2,5,10,2,2,4,0,0,2,241.42435999999998,0.09229495000788551,0.2857142857142857,0.29411764705882354,0.2,1.0,60.356089999999995,0.0,0.0,0.5
"Langrell, Connor",815223,MIS_MUD,Curveball,95,33,13,24,48,11,23,17,2,0,5,1378.94861,0.25998033743889765,0.3939393939393939,0.25263157894736843,0.22916666666666666,0.4782608695652174,81.11462411764705,0.11764705882352941,0.0,0.29411764705882354
"Langrell, Connor",815223,MIS_MUD,Cutter,232,111,21,63,52,10,56,82,15,1,32,6414.56979,0.23948709414250732,0.1891891891891892,0.27155172413793105,0.19230769230769232,0.17857142857142858,78.22646085365854,0.18292682926829268,0.012195121951219513,0.3902439024390244
"Langrell, Connor",815223,MIS_MUD,Four-Seam,48,24,4,11,7,0,13,20,5,2,5,1590.84274,0.22844960793991848,0.16666666666666666,0.22916666666666666,0.0,0.0,79.542137,0.25,0.1,0.25
"Langrell, Connor",815223,MIS_MUD,Slider,37,18,3,10,4,0,11,14,2,0,6,1131.29254,0.23938492218491025,0.16666666666666666,0.2702702702702703,0.0,0.0,80.80660999999999,0.14285714285714285,0.0,0.42857142857142855
"Langrell, Connor",815223,MIS_MUD,Splitter,1,1,1,1,1,1,1,0,0,0,0,0.0,,1.0,1.0,1.0,1.0,,,,
"Law, Trey",1000429022,DOW_EAS1,Curveball,1,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,
"Law, Trey",1000429022,DOW_EAS1,Four-Seam,27,14,2,7,5,1,9,8,1,0,3,584.54496,0.241343570620853,0.14285714285714285,0.25925925925925924,0.2,0.1111111111111111,73.06812,0.125,0.0,0.375
"Lawson, Nathan",1000569348,FLO_Y'A,Changeup,51,25,5,7,24,3,13,17,1,0,1,1238.66,0.1681990193464894,0.2,0.13725490196078433,0.125,0.23076923076923078,72.86235294117648,0.058823529411764705,0.0,0.058823529411764705
"Lawson, Nathan",1000569348,FLO_Y'A,Curveball,43,16,5,11,14,3,10,10,2,1,7,856.51243,0.4107032175587449,0.3125,0.2558139534883721,0.21428571428571427,0.3,85.651243,0.2,0.1,0.7
"Lawson, Nathan",1000569348,FLO_Y'A,Cutter,47,28,4,10,7,0,12,22,6,0,8,1847.90342,0.26856420380005086,0.14285714285714285,0.2127659574468085,0.0,0.0,83.99561,0.2727272727272727,0.0,0.36363636363636365
"Lawson, Nathan",1000569348,FLO_Y'A,Four-Seam,73,32,4,18,23,5,24,26,5,1,16,2125.88104,0.3173323591032805,0.125,0.2465753424657534,0.21739130434782608,0.20833333333333334,81.7646553846154,0.19230769230769232,0.038461538461538464,0.6153846153846154
"Lawson, Nathan",1000569348,FLO_Y'A,Sinker,145,71,8,34,29,3,37,51,3,1,13,3883.00105,0.19129604265024633,0.11267605633802817,0.23448275862068965,0.10344827586206896,0.08108108108108109,76.13727549019607,0.058823529411764705,0.0196078431372549,0.2549019607843137
"Lawson, Nathan",1000569348,FLO_Y'A,Slider,34,15,4,13,6,2,11,11,3,0,4,948.05788,0.3065454736266715,0.26666666666666666,0.38235294117647056,0.3333333333333333,0.18181818181818182,86.18708,0.2727272727272727,0.0,0.36363636363636365
"Lawson, Nathan",1000569348,FLO_Y'A,Splitter,1,0,0,0,1,0,0,0,0,0,0,0.0,,,0.0,0.0,,,,,
"Lawson, Nathan",1000569348,FLO_Y'A,,1,1,0,0,1,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,,,,
"Leach, Landon",667743,TRO_AIG,Changeup,16,1,0,5,1,0,0,1,0,0,0,50.53995,0.0,0.0,0.3125,0.0,,50.53995,0.0,0.0,0.0
"Leach, Landon",667743,TRO_AIG,Curveball,13,2,1,1,3,1,3,1,0,0,1,63.81116,0.26282257928349173,0.5,0.07692307692307693,0.3333333333333333,0.3333333333333333,63.81116,0.0,0.0,1.0
"Leach, Landon",667743,TRO_AIG,Cutter,6,2,1,1,1,0,1,1,0,0,0,83.2018,0.22883205690071884,0.5,0.16666666666666666,0.0,0.0,83.2018,0.0,0.0,0.0
