pitcher_name,pitcher_id,pitcher_team,pitch_type,batter_side,pitch_count,batted_ball_count,final_pitch_score_20_80,final_pitch_score_0_100,overall_rank,pitch_type_rank,pitch_type_batter_side_rank,archetype,cluster,IVB,HB,velocity,spin_rate,extension,release_height,release_side,stuff_plus_raw,stuff_plus_20_80,stuff_plus_0_100,stuff_plus_rank,stuff_plus_pitch_type_rank,stuff_plus_model_type,stuff_plus_model_pitch_type
"Westcott, Zac",686170.0,FLO_Y'A,Curveball,L,46,44,26.49926365374514,0.1964636542239685,1525,160,74,Tight High-Spin Breakers,1,-15.222359877300612,-9.16518208588957,67.09701552147239,1872.2270214723928,5.48063263803681,5.589307423312883,2.044855828220859,48.00156951388371,43.64273449660589,22.560576293385722,1184,148,pitch_type_specific,Curveball
"Barker, Alex",1000106691.0,NEW_YOR13,Four-Seam,L,76,95,46.44923787264605,34.64309102815979,999,325,150,Soft-Speed Separation,0,15.590896680851063,-7.92015914893617,87.36137025531914,2170.46196,6.284663617021277,6.056298808510638,-2.364651957446809,48.000692774656244,43.639532487755275,22.42960052390308,1185,411,pitch_type_specific,Four-Seam
"Barker, Alex",1000106691.0,NEW_YOR13,Four-Seam,R,159,95,44.1646216521508,21.872953503601835,1194,400,208,Soft-Speed Separation,0,15.590896680851063,-7.92015914893617,87.36137025531914,2170.46196,6.284663617021277,6.056298808510638,-2.364651957446809,48.000692774656244,43.639532487755275,22.42960052390308,1186,412,pitch_type_specific,Four-Seam
"Sohosky, Zac",1000224033.0,MIA_RED,Four-Seam,L,34,21,39.29911738909624,7.334643091028161,1416,472,229,Soft-Speed Separation,0,14.311488103448276,-7.469361896551724,88.36424379310346,1888.1370844827584,6.331682586206897,6.193489655172414,-0.827966724137931,48.00020513265384,43.63775153173241,22.331368696791092,1187,413,pitch_type_specific,Four-Seam
"Hill, Kaleb",1000371973.0,OTT_TIT,Four-Seam,R,40,15,46.53214753849733,35.10150622134905,992,319,171,Soft-Speed Separation,0,14.309789056603773,-10.011511698113209,89.63876226415094,1961.5415075471697,5.513805849056604,6.304415471698114,-2.873445283018868,47.986575048699244,43.58797202137168,22.265880812049772,1188,414,pitch_type_specific,Four-Seam
"Beriguete, Randy",691335.0,LAK_ERI24,Four-Seam,R,67,21,38.15062747895178,5.304518664047151,1447,481,247,Soft-Speed Separation,0,11.64610843137255,7.330118627450981,93.30749323529412,2283.579348039216,6.474792647058823,5.911447156862746,1.7674236274509805,47.97961646350885,43.56255802064099,22.167648984937788,1189,415,pitch_type_specific,Four-Seam
"Beriguete, Randy",691335.0,LAK_ERI24,Four-Seam,L,35,21,34.62229640747469,2.030124426981008,1497,492,242,Soft-Speed Separation,0,11.64610843137255,7.330118627450981,93.30749323529412,2283.579348039216,6.474792647058823,5.911447156862746,1.7674236274509805,47.97961646350885,43.56255802064099,22.167648984937788,1190,416,pitch_type_specific,Four-Seam
"Martzolf, Max",824782.0,OTT_TIT,Curveball,L,56,19,46.08827166800652,32.48199083169613,1032,106,48,Tight High-Spin Breakers,1,-4.24163647887324,11.133017605633803,73.92538112676056,2155.139523098592,5.434835774647887,4.82644028169014,-1.5460840845070425,47.97447961104599,43.543797314452526,22.069417157825804,1191,149,pitch_type_specific,Curveball
"Galva, Claudio",669996.0,GAT_GRI,Four-Seam,L,34,48,50.9003173086864,58.41519318925998,636,180,79,Tight High-Spin Breakers,1,12.791641743119268,-10.365006238532107,89.00793220183486,2006.766428440367,4.878660458715596,5.729035504587156,-0.9456144036697248,47.97206200193872,43.53496777253593,21.97118533071382,1192,417,pitch_type_specific,Four-Seam
"Galva, Claudio",669996.0,GAT_GRI,Four-Seam,R,75,48,45.052029072498925,26.064178127046496,1130,375,194,Tight High-Spin Breakers,1,12.791641743119268,-10.365006238532107,89.00793220183486,2006.766428440367,4.878660458715596,5.729035504587156,-0.9456144036697248,47.97206200193872,43.53496777253593,21.97118533071382,1193,418,pitch_type_specific,Four-Seam
"Steinhauer, Ryan",1000424762.0,NEW_JER6,Changeup,R,57,24,45.94234469834596,31.696136214800266,1044,137,61,Soft-Speed Separation,0,10.827091505376345,-12.54348946236559,82.30946322580645,1665.3752462365592,6.31381311827957,5.798490107526882,-3.0167518279569894,47.951125405782136,43.45850356961782,21.840209561231173,1194,160,pitch_type_specific,Changeup
