pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct,whiff_pct_z,whiff_pct_score_component,csw_pct_z,csw_pct_score_component,putaway_pct_z,putaway_pct_score_component,k_pct_z,k_pct_score_component,avg_exit_velocity_z,avg_exit_velocity_score_component,hardhit_pct_z,hardhit_pct_score_component,barrel_pct_z,barrel_pct_score_component,sweetspot_pct_z,sweetspot_pct_score_component,pitch_value_raw,pitch_value_20_80,pitch_value_0_100,overall_rank,pitch_type_rank,pitcher_id_key,ivb,hb,spin_rate,velocity,extension,release_height,release_side
"Foster, Kobe",816330.0,WAS_WIL3,Slider,94,42,14,38,29,8,24,26,2,0,7,1807.34016,0.1333514232814029,0.3333333333333333,0.4042553191489361,0.2758620689655172,0.3333333333333333,69.51308307692308,0.0769230769230769,0.0,0.2692307692307692,0.8222395008075307,-0.0026755673356277,2.045912320967663,-0.0600188838479073,0.9820886189921262,0.0142599267477656,1.1352670059180296,0.0495805159494581,-2.8240339959569782,1.6633560236186602,-1.170219971822011,0.2797024670049816,-0.7302129662931038,-0.0358906975062723,-0.4470516193742644,0.1358174113272371,2.0441311959582955,72.97484200714933,98.23943661971832,11,6,816330,4.96909329787234,6.152519361702128,2331.9804765957447,78.1275105319149,5.383929361702128,5.984926914893617,-1.4938955319148934
"Jones, Logan",814785.0,TRI_VAL,Slider,65,26,6,15,17,3,12,17,2,1,6,1158.87517,0.1894198340289832,0.2307692307692307,0.2307692307692307,0.1764705882352941,0.25,68.16912764705883,0.1176470588235294,0.0588235294117647,0.3529411764705882,-0.0850972770271638,0.0002769065394463,-0.7801023673143918,0.0228850830475349,-0.061234715564765,-0.0008891280700003,0.4456041802482024,0.0194608713639797,-3.1919201140588784,1.8800409471806796,-0.7041978266945038,0.1683152519430402,1.173508606724681,0.0576791215291247,0.4187177658263353,-0.1272093882824014,2.020559665251404,72.70991175466443,98.06338028169014,12,7,814785,2.4548069230769234,2.3349756923076925,2341.4368646153844,83.46183384615384,5.692705692307692,5.695370615384616,3.0107698461538464
"Davis, Tyler",824623.0,WIN_CIT29,Four-Seam,76,26,6,20,12,4,21,19,1,0,0,1436.12186,0.1102000365036086,0.2307692307692307,0.2631578947368421,0.3333333333333333,0.1904761904761904,75.58536105263158,0.0526315789473684,0.0,0.0,-0.0850972770271638,0.0002769065394463,-0.2525047889658046,0.0074074804891008,1.5853708192461116,0.0230195842954535,-0.0470121238016747,-0.0020531604827905,-1.161845858702527,0.6843272107757885,-1.4481980934770151,0.3461439637085958,-0.7302129662931038,-0.0358906975062723,-3.2315531555599777,0.98176846953121,2.0049997573505323,72.53502746818853,97.88732394366195,13,1,824623,21.23184789473684,5.648621842105263,2170.9824881578947,89.31716763157894,5.858615394736842,6.558214736842106,0.4845959210526316
"Grounds, Jackson",805984.0,DOW_EAS1,Four-Seam,107,47,12,29,27,5,23,27,3,1,7,1886.19372,0.1556691368030947,0.2553191489361702,0.2710280373831775,0.1851851851851851,0.217391304347826,69.85902666666667,0.1111111111111111,0.037037037037037,0.2592592592592592,0.132084398518375,-0.0004298026327787,-0.1243035082455884,0.0036465677178925,0.0302433697025051,0.0004391337280803,0.1757361180295736,0.0076749234827055,-2.7293375190612688,1.6075797987270872,-0.7789915043075604,0.1861922123850801,0.4684265426440189,0.0230236329974961,-0.5501813058996617,0.1671489320014585,1.9952753984070215,72.4257313472792,97.7112676056338,14,2,805984,17.0341461682243,14.240285607476636,2162.7614570093456,92.4652793457944,5.590913457943926,6.146667102803739,1.9688526168224298
"Perez, Kelvin",692487.0,WAS_WIL3,Slider,56,26,9,19,30,5,13,13,2,1,2,932.89007,0.1266150092422444,0.3461538461538461,0.3392857142857143,0.1666666666666666,0.3846153846153846,71.7607746153846,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.9356565980368672,-0.0030446265700119,0.9875850547865648,-0.0289717951672186,-0.1641475614904453,-0.0023834225928412,1.5596748986379232,0.068115681848214,-2.2087646972878847,1.300962406702564,-0.2899559199144977,0.0693043941102035,1.759269090730153,0.0864698350784777,-1.6404094205967132,0.4983678648432256,1.9888203382526133,72.35318023730768,97.53521126760565,15,8,692487,3.70062875,-5.719386964285714,2238.576869642857,81.2868794642857,5.807370535714285,5.9454,1.1277766071428572
"Webster, Evan",804248.0,FLO_Y'A,Slider,52,22,3,12,14,2,6,11,0,0,2,809.1489300000001,0.1496018445957806,0.1363636363636363,0.2307692307692307,0.1428571428571428,0.3333333333333333,73.55899363636364,0.0,0.0,0.1818181818181818,-0.9202595384431892,0.0029945245380941,-0.7801023673143918,0.0228850830475349,-0.4140787587385248,-0.0060124235768833,1.1352670059180296,0.0495805159494581,-1.716531249344008,1.0110369058636206,-2.0504840237295245,0.4901005398997597,-0.7302129662931038,-0.0358906975062723,-1.3511105596943014,0.4104768458090466,1.9451712940243584,71.86259044694097,97.35915492957746,16,9,804248,1.2215109615384614,2.291159615384615,1930.9510634615385,79.28097192307692,6.827906923076923,5.815211538461539,-2.5716099999999997
"Bargo, Casey",1000492781.0,NEW_ENG23,Slider,56,25,7,17,22,4,10,16,0,0,2,1194.26801,0.1773972015377601,0.28,0.3035714285714285,0.1818181818181818,0.4,74.641750625,0.0,0.0,0.125,0.3504243763334902,-0.0011402809205891,0.4058145108039705,-0.0119049744889452,-0.0051004359689397,-7.405833026900487e-05,1.6869972664538917,0.0736762316178408,-1.4201439908488591,0.8364648106099781,-2.0504840237295245,0.4901005398997597,-0.7302129662931038,-0.0358906975062723,-1.938748870902325,0.5890054782222227,1.9402370491037255,71.80713241288707,97.1830985915493,17,10,1000492781,1.4834028571428572,-4.979310535714285,2415.5824839285715,83.56961232142858,5.66463625,5.811873571428571,2.415990178571428
"Garcia, Hector",815312.0,WAS_WIL3,Splitter,62,35,16,23,23,6,15,13,1,0,3,924.68604,0.1850959076781529,0.4571428571428571,0.3709677419354839,0.2608695652173913,0.4,71.12969538461539,0.0769230769230769,0.0,0.2307692307692307,1.9175246111936968,-0.0062396250848242,1.5036718276743486,-0.0441117167366546,0.8247106537084785,0.0119747986918471,1.6869972664538917,0.0736762316178408,-2.3815124560776764,1.4027108366297514,-1.170219971822011,0.2797024670049816,-0.7302129662931038,-0.0358906975062723,-0.8448375531150811,0.2566675624992334,1.9384898571159028,71.78749499433205,97.00704225352112,18,2,815312,11.710719032258064,7.632015645161291,1216.2821867741936,78.2026027419355,5.923504193548387,5.863632580645162,0.8772966129032258
"Peyton, Blake",1000017005.0,GAT_GRI,Changeup,62,29,9,14,17,3,19,17,1,0,4,1210.48104,0.1493341044198966,0.3103448275862069,0.2258064516129032,0.1764705882352941,0.1578947368421052,71.20476705882353,0.0588235294117647,0.0,0.2352941176470588,0.6188709126721685,-0.0020138059498352,-0.8609439317387713,0.0252566511814885,-0.061234715564765,-0.0008891280700003,-0.3166547323342388,-0.0138292621252332,-2.3609627963269544,1.390607087036576,-1.377340925212014,0.3292078959214,-0.7302129662931038,-0.0358906975062723,-0.7980392079691024,0.2424498976554691,1.9348986381435929,71.7471317883573,96.83098591549296,19,2,1000017005,11.408439193548386,-14.651849032258063,1884.8400306451613,81.05145209677418,6.204301451612904,5.879784032258065,-2.5032972580645163
"Hensey, Rob",802996.0,SUS_COU1,Changeup,141,71,38,56,49,16,37,25,1,0,6,1821.12771,0.168664743707196,0.5352112676056338,0.3971631205673759,0.3265306122448979,0.4324324324324324,72.8451084,0.04,0.0,0.24,2.608159426193425,-0.0084869507728334,1.9303834186165116,-0.0566297279685339,1.5139619057466598,0.0219827268714415,1.9554065823902564,0.0853984716727296,-1.9119458163305063,1.1261360858186682,-1.5927467167376173,0.3806935419944751,-0.7302129662931038,-0.0358906975062723,-0.7493689290172847,0.2276635262179542,1.740866976327629,69.56632911609215,96.65492957746478,20,3,802996,7.0776973049645395,-16.52534744680851,1716.5453964539008,84.16102418439716,6.26759609929078,5.669862340425532,-2.5256955319148937
"Harajli, Ahmad",800677.0,FLO_Y'A,Slider,58,26,9,18,15,4,13,17,0,0,4,1256.92407,0.1490953770776792,0.3461538461538461,0.3103448275862069,0.2666666666666666,0.3076923076923077,73.93671,0.0,0.0,0.2352941176470588,0.9356565980368672,-0.0030446265700119,0.5161503036282568,-0.0151417853072385,0.8855634669514887,0.0128583815401356,0.923063059558083,0.0403129330000801,-1.613137488156716,0.9501379805243056,-2.0504840237295245,0.4901005398997597,-0.7302129662931038,-0.0358906975062723,-0.7980392079691024,0.2424498976554691,1.6817826232362276,68.90225545973703,96.47887323943662,21,11,800677,-2.332806551724138,-2.3855155172413793,2056.694196206897,80.62545637931034,6.032982068965517,6.01566224137931,1.7262401724137932
"Willeman, Landon",812254.0,EVA_OTT,Changeup,112,65,16,28,37,4,31,38,3,1,6,2815.70741,0.1600596707556081,0.2461538461538461,0.25,0.1081081081081081,0.1290322580645161,74.09756342105263,0.0789473684210526,0.0263157894736842,0.1578947368421052,0.0510032396480405,-0.0001659645418147,-0.4668413051699175,0.0136952565284647,-0.7788432087762619,-0.0113088033914313,-0.5555192763692891,-0.0242611933568759,-1.5691064590470405,0.9242037043787068,-1.1470551283507608,0.2741656756130138,0.1214519479516943,0.0059694846937737,-1.5985372170450487,0.4856467962988051,1.667944956222642,68.74672815600366,96.30281690140843,22,4,812254,6.759638303571428,14.003470714285713,1722.8381008928573,84.41262517857142,6.2289924999999995,5.397391874999999,2.2067958035714286
"Harris, Ben",1000390130.0,GAT_GRI,Curveball,138,28,11,35,67,11,20,10,1,0,1,755.71356,0.2153424116165666,0.3928571428571428,0.2536231884057971,0.1641791044776119,0.55,75.57135600000001,0.1,0.0,0.1,1.3488188808008796,-0.004389056638126,-0.4078211050557411,0.0119638399379152,-0.1902597761283042,-0.0027625719493829,2.928390352659581,0.1278915918717018,-1.1656795159295108,0.6865852348824818,-0.9061407562497568,0.216583045136548,-0.7302129662931038,-0.0358906975062723,-2.197309727833856,0.6675580764840201,1.6675394622188855,68.74217063998435,96.12676056338027,23,2,1000390130,-14.004377971014494,-7.192274202898551,2124.412463043478,78.00417050724637,4.993036666666666,6.429894130434782,0.7148560144927536
"Donnan, Blake",1000557509.0,FLO_Y'A,Slider,65,29,15,26,23,9,17,10,1,0,3,715.08332,0.1859354227573882,0.5172413793103449,0.4,0.391304347826087,0.5294117647058824,71.508332,0.1,0.0,0.3,2.4491882058904317,-0.0079696584219674,1.9765949795569728,-0.0579853903202833,2.193898951676218,0.0318554127783386,2.758003066317624,0.1204502679152895,-2.277866790819897,1.3416635397929193,-0.9061407562497568,0.216583045136548,-0.7302129662931038,-0.0358906975062723,-0.1288228723816114,0.0391372903896402,1.6478438097642127,68.52080299769773,95.95070422535213,24,12,1000557509,4.95090523076923,-7.336028307692308,2367.13478,80.50229584615384,5.415160461538462,5.295732,3.730530615384615
