pitcher_name,pitcher_id,pitcher_team,pitch_type,batter_side,pitch_count,batted_ball_count,raw_pitch_score_20_80,raw_pitch_score_0_100,split_batted_ball_count,split_terminal_pa_count,split_strikeout_count,split_groundball_count,split_line_drive_count,split_flyball_count,k_pct,groundball_pct,line_drive_pct,flyball_pct,groundball_score_20_80,groundball_score_0_100,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_20_80,strikeout_score_0_100,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_20_80,line_drive_score_0_100,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_20_80,flyball_score_0_100,flyball_score_rank,flyball_score_pitch_type_rank,location_score_20_80,location_score_0_100,final_pitch_score_20_80,final_pitch_score_0_100,overall_rank,pitch_type_rank,pitch_type_batter_side_rank,platoon_gap,better_side,platoon_category,IVB,HB,velocity,spin_rate,extension,release_height,release_side,movement_quality_20_80,movement_quality_0_100,archetype,cluster,stuff_plus_raw,stuff_plus_20_80,stuff_plus_0_100,execution_raw,execution_plus_20_80,execution_plus_0_100,quadrant_label
"Carroll, Jake",1000088275.0,JOL_SLA,Slider,L,55,15,80.0,99.7750281214848,10,11,1,4,2,4,0.0909090909090909,0.4,0.2,0.4,50.8886023297018,56.41998734977862,682,65,42.698612939064056,24.003795066413662,1199,129,50.04299582168851,48.45034788108792,811,74,50.8789048415484,54.71220746363061,714,69,48.08409937553095,48.31584759801215,70.42522981265928,99.1777356103732,14,9,3,,,,-5.749618378378378,7.748712027027026,75.41806608108108,2046.2702162162163,6.093651891891892,6.210710945945945,-1.944665,73.31833520809899,88.86389201349832,Tight High-Spin Breakers,1,52.607741963394105,60.48890260599666,85.64199873497786,17.817487849265177,75.28382459832383,99.05123339658444,Elite Weapon
"Morgan, Cooper",692707.0,QUE_CAP,Curveball,L,66,26,78.04978793194962,99.43757030371204,23,16,5,8,3,12,0.3125,0.3478260869565217,0.1304347826086956,0.5217391304347826,47.60469732244937,43.61163820366856,892,59,57.95997449171707,80.92979127134726,303,34,56.59735600491,76.62871600253004,371,23,43.04692488068123,24.573055028463,1192,71,49.97081580669018,55.65985643290999,69.62609629437179,99.1144845034788,15,2,1,,,,-1.4306756470588236,17.67784988235294,75.62634105882353,2688.7914988235293,5.283792588235294,4.77361588235294,-4.245399294117648,75.20809898762656,92.01349831271092,Tight High-Spin Breakers,1,48.14929543484519,44.40599185022927,23.46616065781151,21.4768008595266,80.0,99.74699557242252,Command/Deception Weapon
"Serrano, Elio",665939.0,NEW_JER6,Changeup,L,56,15,75.87746211180217,99.10011248593926,15,14,3,6,2,7,0.2142857142857142,0.4,0.1333333333333333,0.4666666666666667,50.8886023297018,56.41998734977862,672,73,51.19578127607232,61.57495256166983,604,40,56.32425766394243,76.0910815939279,378,31,46.589963434406855,37.318153067678686,989,84,54.70490952714115,71.7835450027609,69.52569633640387,99.05123339658444,16,3,1,,,,11.05590365079365,11.707401746031747,82.11190253968255,1828.504955555556,5.921837142857143,5.737638253968254,1.873010476190476,50.03374578177728,50.0562429696288,Soft-Speed Separation,0,50.480169826793,52.81413235131118,67.04617330803289,19.045526509610863,77.02646723968932,99.30423782416192,Elite Weapon
"McEvoy, Aidan",1000079355.0,FLO_Y'A,Slider,L,76,30,72.518419965072,98.08773903262092,16,25,10,5,2,9,0.4,0.3125,0.125,0.5625,45.38121997378887,34.31372549019608,1035,98,63.98625572020057,89.40543959519292,160,30,57.10941539422417,78.4629981024668,323,40,40.424610161640885,16.729917773561038,1314,122,61.9656297891922,87.85201546107123,69.35258291230807,98.98798228969008,17,10,4,-7.823984487468579,LHH,Reverse Split Weapon,6.428942016806722,10.34338462184874,78.58832941176472,2222.768210084034,6.027844369747899,4.7879917647058825,-2.8081266386554624,69.74128233970754,82.9021372328459,Tight High-Spin Breakers,1,54.36181120214412,66.81633949362374,94.8450347881088,14.990771710163948,71.2725859963997,97.97596457938012,Elite Weapon
"Duncan, Tanner",677365.0,DOW_EAS1,Slider,R,38,10,68.93461140933752,96.40044994375702,7,10,2,5,0,2,0.2,0.7142857142857143,0.0,0.2857142857142857,70.67022058767473,96.7425679949399,49,7,50.211898626524,57.811511701454776,645,119,68.88678134845027,96.39468690702088,8,6,58.231375825219615,79.44339025932953,310,29,69.94908831504073,95.74820541137493,69.23895448104848,98.9247311827957,18,11,7,9.896982501913712,RHH,Right-Handed Killer,6.67909046875,0.10158453125,86.919231875,2213.795109375,5.83482859375,5.79340171875,2.69387109375,45.5793025871766,42.63217097862767,Soft-Speed Separation,0,51.56597291787387,56.73093927057544,77.83048703352308,17.67298156317461,75.07876361431875,98.98798228969008,Elite Weapon
"Hickey, Matt",806277.0,GAT_GRI,Slider,R,72,26,70.46817327727463,97.30033745781778,23,21,2,14,2,7,0.0952380952380952,0.6086956521739131,0.0869565217391304,0.3043478260869565,64.0242223587115,91.71410499683743,132,14,42.99675919650294,25.458570524984182,1176,160,60.69383111942342,87.16002530044275,202,25,57.03260338222974,75.67994939911449,384,34,65.74695734602976,92.82164549972391,69.05180849790116,98.86148007590133,19,12,8,,,,-1.6691403370786515,-6.50345179775281,79.8936124719101,2258.303940449438,5.351305617977529,4.835115617977528,2.823726404494382,68.99887514060742,81.66479190101236,Tight High-Spin Breakers,1,53.3558953072542,63.18770887941116,89.94307400379506,15.695913190646962,72.27321378749822,98.10246679316889,Elite Weapon
"Debban, Caleb",1000551056.0,NEW_JER6,Four-Seam,R,37,13,73.68742125259463,98.5376827896513,8,8,0,3,1,4,0.0,0.375,0.125,0.5,49.31506451372668,50.03162555344719,783,57,36.43754153284743,5.534471853257432,1438,243,57.10941539422417,78.4629981024668,329,42,44.44549273083609,29.22201138519924,1099,136,57.29232489835427,78.90668139149642,68.76889234632253,98.7349778621126,21,3,3,,,,13.060401964285717,-4.575228214285715,87.24131339285714,2324.788823214286,6.581025892857142,5.427232678571428,-2.3519233928571426,52.26096737907761,53.76827896512936,Soft-Speed Separation,0,47.84681020162197,43.31483981336727,20.43010752688172,20.92208214470056,79.68938492640241,99.68374446552816,Command/Deception Weapon
"Nakata, Yuto",1000432352.0,QUE_CAP,Slider,R,99,24,68.94668581996307,96.51293588301463,23,24,6,12,3,8,0.25,0.5217391304347826,0.1304347826086956,0.3478260869565217,58.55104734662412,82.25806451612904,281,29,53.65548789994314,69.57621758380772,454,86,56.59735600491,76.62871600253004,368,45,54.23546768192004,66.69829222011386,526,53,68.18884443774378,94.809497515185,68.71933340529728,98.67172675521822,22,13,9,,,,3.910109345794393,-8.186113271028038,81.7379506542056,2427.2513626168225,5.601257757009345,6.148999439252337,1.0483388785046728,69.33633295838021,82.22722159730034,Tight High-Spin Breakers,1,53.77473159377792,64.69857293807027,92.15686274509804,14.944601811519355,71.20706881300505,97.8494623655914,Elite Weapon
"Cameron, Zach",1000084075.0,WIN_CIT29,Four-Seam,R,65,43,71.94946978760152,97.86276715410574,20,14,5,6,2,12,0.3571428571428571,0.3,0.1,0.6,44.59445106580132,31.562302340290955,1078,129,61.03460777155559,85.95825426944972,222,22,59.46488858506939,84.6932321315623,234,27,38.01208062012377,11.29032258064516,1392,210,60.66539552089618,85.53285477636665,68.56424750758991,98.60847564832385,23,4,4,5.803445500516702,RHH,Right-Handed Killer,15.758193166666668,10.1950915,88.06782191666666,2169.9927016666666,5.5441265,5.402592916666666,1.3911785833333332,38.02024746906637,30.03374578177728,Soft-Speed Separation,0,48.71905293210652,46.46127252303928,32.795698924731184,19.84519457548339,78.161232549224,99.43074003795066,Command/Deception Weapon
"Lawson, Nathan",1000569348.0,FLO_Y'A,Changeup,L,45,22,72.36980527283188,97.97525309336334,15,10,1,5,1,9,0.1,0.3333333333333333,0.0666666666666666,0.6,46.692501487101474,39.59519291587603,931,85,43.32472007968572,27.1663504111322,1141,76,62.60551950619636,90.76533839342189,144,9,38.01208062012377,11.29032258064516,1396,105,59.20277479830701,83.1032578685809,68.41969613047442,98.54522454142948,24,4,2,,,,8.183158529411765,9.633279264705882,79.55943911764706,1396.0658529411764,5.7670707352941175,5.591779411764706,1.7258267647058825,50.43869516310461,50.73115860517435,Soft-Speed Separation,0,52.0193433513273,58.366378021235576,81.65717900063251,16.40035277914712,73.27284556199038,98.41872232764072,Elite Weapon
"Morrissey, Joe",1000570088.0,EVA_OTT,Slider,R,47,18,62.77877051746738,89.65129358830146,17,15,3,5,5,7,0.2,0.2941176470588235,0.2941176470588235,0.4117647058823529,44.22420687380717,30.075901328273247,1102,140,50.211898626524,57.811511701454776,643,118,41.17533204438885,16.951296647691336,1308,152,50.12203282852342,51.48640101201772,765,86,80.0,99.2269464384318,67.94513936222717,98.4819734345351,25,14,10,,,,2.614402549019608,-13.031895294117648,80.22689843137255,2766.036007843137,5.41149862745098,5.705195490196078,0.9842819607843136,76.22047244094489,93.7007874015748,Tight High-Spin Breakers,1,56.19338860758176,73.42337083633694,98.10246679316889,11.751750754645409,66.6762681314767,95.12966476913346,Elite Weapon
"Jones, Logan",814785.0,TRI_VAL,Slider,L,33,17,74.6563300493348,98.98762654668168,10,7,3,4,3,3,0.4285714285714285,0.4,0.3,0.3,50.8886023297018,56.41998734977862,677,62,65.95402101929722,91.808981657179,130,27,40.62110305830763,15.68627450980392,1332,122,57.31231695226072,76.5022137887413,365,37,51.4020356828424,61.457758144671445,67.68004173938708,98.35547122074637,27,15,5,-2.014935773044712,Balanced,Balanced Weapon,2.4548069230769234,2.3349756923076925,83.46183384615384,2341.4368646153844,5.692705692307692,5.695370615384616,3.0107698461538464,59.752530933633295,66.25421822272216,Tight High-Spin Breakers,1,52.690311518505496,60.78675495826703,86.24288425047439,14.989730220881585,71.2711080757995,97.91271347248576,Elite Weapon
"Donnan, Blake",1000557509.0,FLO_Y'A,Slider,R,52,10,69.95737530412401,96.962879640045,10,15,7,3,2,5,0.4666666666666667,0.3,0.2,0.5,44.59445106580132,31.562302340290955,1076,137,68.57770808475942,94.6236559139785,85,13,50.04299582168851,48.45034788108792,785,99,44.44549273083609,29.22201138519924,1088,130,62.18463203341794,88.40419657647709,67.62555232291218,98.292220113852,28,16,11,,,,4.95090523076923,-7.336028307692308,80.50229584615384,2367.13478,5.415160461538462,5.295732,3.730530615384615,70.68616422947132,84.4769403824522,Tight High-Spin Breakers,1,54.8239127747574,68.48327399757034,96.3314358001265,12.801639548154782,68.16610801953543,96.07843137254902,Elite Weapon
"Barraza, Chris",696511.0,MIS_MUD,Slider,R,36,21,63.249002581729926,90.5511811023622,14,9,4,6,2,6,0.4444444444444444,0.4285714285714285,0.1428571428571428,0.4285714285714285,52.68693126224479,64.16824794433903,546,55,67.0472239632398,93.07400379506642,102,18,55.42693454362045,73.24478178368122,402,53,49.0407870956306,47.34345351043643,819,99,76.92167990129835,98.39867476532302,67.35080577760044,98.22896900695764,29,17,12,,,,3.3410611864406783,-3.7528720338983055,84.09721457627118,2316.5303033898304,5.318449152542373,5.944045423728814,2.260586271186441,59.212598425196845,65.35433070866141,Tight High-Spin Breakers,1,51.20717392356963,55.436647151626914,74.76280834914611,16.143631854030815,72.90854690797852,98.22896900695764,Elite Weapon
"Escobar, Anthony",678673.0,TRO_AIG,Changeup,L,157,41,69.24195410321413,96.62542182227222,39,42,12,15,3,21,0.2857142857142857,0.3846153846153846,0.0769230769230769,0.5384615384615384,49.9202713660248,52.62492093611638,746,79,56.11519452381396,76.85009487666035,357,19,61.63917153046498,88.74130297280203,174,12,41.9711034574852,21.537001897533205,1235,98,61.56864035403297,87.18939812258421,66.93995997845977,98.16571790006326,30,5,3,,,,10.119563703703705,11.51289512345679,78.99973327160494,1611.1685179012347,6.226072407407408,5.615061049382716,1.93201950617284,54.48818897637795,57.48031496062992,Soft-Speed Separation,0,53.19498918631096,62.60727379588688,89.24731182795699,13.744970792148806,69.50473790456982,96.9639468690702,Elite Weapon
"Vega, Lucas",837223.0,TRO_AIG,Slider,R,94,36,66.63893064475644,94.71316085489316,27,26,5,6,5,16,0.1923076923076923,0.2222222222222222,0.1851851851851851,0.5925925925925926,39.6990000827676,15.180265654648956,1328,160,49.6821156613826,55.78747628083492,698,123,51.43883178663383,55.02846299810247,709,92,38.48862966536172,12.555344718532574,1383,161,67.23452093591037,94.14688017669796,66.81760773210262,98.10246679316889,31,18,13,9.486181046968769,RHH,Right-Handed Killer,6.615676940298508,-9.30305156716418,79.20904149253732,2697.287079104478,5.9418859701492535,5.111311268656716,2.42052776119403,77.97525309336334,96.62542182227222,Tight High-Spin Breakers,1,59.2048153612007,80.0,99.90512333965845,7.612792370901914,60.802898177213024,86.27450980392157,Elite Weapon
"Smith, Ben",814168.0,NEW_ENG23,Changeup,R,43,15,67.42574535293409,95.3880764904387,13,9,0,7,0,6,0.0,0.5384615384615384,0.0,0.4615384615384615,59.60358100279477,84.53510436432637,243,21,36.43754153284743,5.534471853257432,1418,79,68.88678134845027,96.39468690702088,14,1,46.919882004186974,38.55154965211891,967,68,64.09947312871364,91.27553837658752,66.42786368566794,97.97596457938012,33,6,3,,,,4.383045357142857,-14.12056375,82.61387839285715,1591.4512589285714,6.117353928571428,4.698689107142857,-1.7241173214285717,60.224971878515184,67.04161979752531,Tight High-Spin Breakers,1,50.12093576913017,51.51827083254496,60.84756483238457,16.306927916537774,73.14027143822385,98.35547122074637,Elite Weapon
"O'Hanlon, Michael",1000061333.0,WAS_WIL3,Slider,R,54,16,60.50635384636488,86.38920134983127,16,19,5,6,5,5,0.2631578947368421,0.375,0.3125,0.3125,49.31506451372668,50.03162555344719,776,98,54.56169560347449,72.54901960784314,432,80,39.44336646288502,13.472485768500947,1366,162,56.50814043842167,74.32005060088551,403,38,80.0,99.1717283268912,66.35444769245541,97.8494623655914,35,20,14,,,,3.118657424242424,-2.2805693939393943,83.35324136363637,2484.391787878788,5.391923787878787,6.066417121212122,0.5112474242424243,62.72215973003375,71.20359955005624,Tight High-Spin Breakers,1,51.993864794224585,58.27446947025379,81.4674256799494,14.360582898230824,70.37831944661781,97.46995572422516,Elite Weapon
"Mercado, Nelson",683319.0,OTT_TIT,Four-Seam,R,42,27,60.62940729869996,86.72665916760405,17,11,1,2,5,10,0.0909090909090909,0.1176470588235294,0.2941176470588235,0.5882352941176471,33.11688111398279,2.3719165085389,1543,251,42.698612939064056,24.003795066413662,1188,190,41.17533204438885,16.951296647691336,1309,227,38.76895263314875,13.25110689437065,1371,200,79.18330314705844,98.8956377691883,66.1955760532075,97.78621125869704,36,7,5,6.73347420065155,RHH,Right-Handed Killer,19.20557395061728,12.62073901234568,87.8185487654321,2126.133588888889,5.666295925925926,5.812977654320988,2.833291975308642,38.89763779527559,31.496062992125985,Soft-Speed Separation,0,49.648798864827015,49.81513597429573,51.32827324478178,16.54677718838049,73.48062844986379,98.60847564832385,Command/Deception Weapon
"Leduc, Zachary",824497.0,TRO_AIG,Slider,R,49,15,71.66781391229858,97.63779527559056,6,10,3,2,0,4,0.3,0.3333333333333333,0.0,0.6666666666666666,46.692501487101474,39.59519291587603,941,119,57.09907717336228,79.06388361796331,329,65,68.88678134845027,96.39468690702088,37,13,33.72313921298223,4.648956356736242,1505,177,52.98644574480768,66.64826062948647,66.06340346205131,97.72296015180264,37,21,15,2.0776766389272154,Balanced,Balanced Weapon,1.4748629885057474,-4.478272643678161,83.19748977011494,2110.750636781609,6.161990689655173,5.317455632183909,1.6248036781609196,61.03487064116986,68.39145106861643,Tight High-Spin Breakers,1,53.4439564119311,63.50537084496439,90.67046173308032,12.619447050120217,67.90756858892617,95.82542694497154,Elite Weapon
"Perozzi, John",1000377762.0,SUS_COU1,Slider,R,64,31,64.65825890778335,92.46344206974128,14,18,9,5,4,5,0.5,0.3571428571428571,0.2857142857142857,0.3571428571428571,48.1911089308873,45.85705249841872,852,106,70.87343426703885,96.01518026565464,52,8,41.96708773879061,18.59582542694497,1278,148,53.6360814604251,65.14864010120178,546,58,68.78955888475762,95.36167863059084,65.89764890087562,97.65970904490828,38,22,16,8.858074799437446,RHH,Right-Handed Killer,7.90937,-3.982899302325581,83.14549325581396,2407.980587596899,5.934888837209302,6.054734806201551,0.535045968992248,66.56917885264342,77.61529808773903,Tight High-Spin Breakers,1,54.359758581516246,66.80893509521678,94.71853257432004,11.537890319359375,66.37279045942563,94.87666034155598,Elite Weapon
"Moore, Kyle",1000517760.0,SCH_BOO,Slider,R,36,22,63.51893698995997,90.88863892013498,16,9,1,3,4,9,0.1111111111111111,0.1875,0.25,0.5625,37.51353089391327,8.349146110056926,1447,169,44.08996214044553,31.27767235926629,1067,153,45.33204943999807,28.55787476280835,1095,130,40.424610161640885,16.729917773561038,1312,155,70.35083513652565,95.96907785753729,65.56850643392967,97.53320683111954,40,24,18,,,,8.117384137931033,-1.3881691379310346,83.82975810344827,2191.009856896552,4.784720689655172,6.369654310344828,2.475816206896552,58.0652418447694,63.44206974128234,Tight High-Spin Breakers,1,49.03549989498087,47.6027885713428,38.70967741935484,16.533006538948797,73.46108727280328,98.54522454142948,Command/Deception Weapon
"Petschke, Ben",814386.0,EVA_OTT,Slider,R,86,42,64.51150365167294,92.2384701912261,26,22,4,12,4,10,0.1818181818181818,0.4615384615384615,0.1538461538461538,0.3846153846153846,54.76192618440979,71.06261859582543,452,46,48.95968434528068,53.19418089816572,731,128,54.391561712479685,68.943706514864,485,68,51.86866055088876,58.69702719797596,646,75,67.00030352022458,93.92600773053562,65.25814361223843,97.46995572422516,41,25,19,9.382354139368331,RHH,Right-Handed Killer,-1.72902625,-13.48878722222222,81.05430777777778,2628.153921527778,5.040848680555556,5.794823680555556,1.8442963194444444,71.96850393700788,86.61417322834646,Tight High-Spin Breakers,1,53.374610882253386,63.25522139089411,90.22770398481973,11.883532729985042,66.8632727405381,95.31941808981658,Elite Weapon
"Balzan, Jackson",827496.0,SUS_COU1,Slider,L,77,27,67.33950606967841,95.2755905511811,25,25,5,11,2,12,0.2,0.44,0.08,0.48,53.40626283526199,66.8247944339026,524,52,50.211898626524,57.811511701454776,650,96,61.34926713774557,88.04554079696395,189,28,45.73217515297855,33.87096774193548,1045,94,60.01385511301038,84.26283821093318,65.141810782678,97.4067046173308,42,26,7,,,,5.84548623655914,0.8812140860215054,79.76088806451614,2186.5809720430107,5.26193752688172,5.342791720430108,-1.025829247311828,67.37907761529809,78.96512935883014,Tight High-Spin Breakers,1,51.75751794617341,57.42189778631097,79.5066413662239,13.384292836504583,68.99291950210257,96.64769133459836,Elite Weapon
"Morin, Jacob",822351.0,QUE_CAP,Slider,R,60,20,65.69100297209212,93.13835770528684,14,16,5,5,1,8,0.3125,0.3571428571428571,0.0714285714285714,0.5714285714285714,48.1911089308873,45.85705249841872,854,107,57.95997449171707,80.92979127134726,301,60,62.15685794603536,89.97469955724226,153,18,39.850198366041575,15.117014547754588,1337,159,63.157460196866346,90.17117614577582,64.93094013952438,97.34345351043643,43,27,20,6.63662533599431,RHH,Right-Handed Killer,7.428107882352942,-6.154813882352941,77.36671694117646,2494.7016129411763,5.495547738095238,5.236946823529412,1.0600265882352942,77.70528683914509,96.17547806524183,Tight High-Spin Breakers,1,56.76434096760092,75.48296172594026,99.01960784313728,8.166599171923458,61.58877518394072,87.91903858317521,Elite Weapon
"Garcia, Hector",815312.0,WAS_WIL3,Splitter,L,59,13,73.56517814785079,98.31271091113612,13,15,6,6,2,5,0.4,0.4615384615384615,0.1538461538461538,0.3846153846153846,54.76192618440979,71.06261859582543,462,9,63.98625572020057,89.40543959519292,175,8,54.391561712479685,68.943706514864,498,10,51.86866055088876,58.69702719797596,662,9,43.289593987209976,25.73163997791276,64.48250289965854,97.2169512966477,45,1,1,,,,11.710719032258064,7.632015645161291,78.2026027419355,1216.2821867741936,5.923504193548387,5.863632580645162,0.8772966129032258,53.07086614173229,55.11811023622048,Soft-Speed Separation,0,53.46927619419463,63.59670664901458,90.76533839342189,11.013226705463914,65.62826895902778,94.37065148640102,Elite Weapon
"Hohenstein, Liam",1000116556.0,WIN_CIT29,Curveball,R,60,20,67.1277807033059,94.93813273340832,12,9,0,2,2,8,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,36.20224938060068,5.787476280834915,1486,88,36.43754153284743,5.534471853257432,1434,86,53.18362674281547,63.725490196078425,551,34,33.72313921298223,4.648956356736242,1501,87,58.230427909859,80.78409718387631,64.45857486527183,97.15370018975332,46,4,2,4.772984546396415,RHH,Balanced Weapon,-7.277420471698113,-11.851580188679243,75.76851226415094,2581.037499056604,5.35900858490566,5.729575660377359,1.133562830188679,78.78515185601799,97.97525309336334,Tight High-Spin Breakers,1,49.74063284377054,50.14640779245892,53.16255534471853,14.717942021501289,70.88542827519231,97.72296015180264,Elite Weapon
"Vail, Tyler",592821.0,NEW_YOR13,Slider,R,148,32,62.83395783524265,89.87626546681665,15,14,5,5,5,5,0.3571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,46.692501487101474,39.59519291587603,925,117,61.03460777155559,85.95825426944972,221,46,37.48047213718067,9.898798228969008,1396,169,55.16784624868994,70.14547754585705,439,46,68.18917331905448,94.86471562672556,64.44052248038619,97.09044908285895,47,29,22,6.235197454658085,RHH,Right-Handed Killer,1.26842855,-1.8934738,80.5842737,2265.8999905,5.96706635,5.340643,1.6824649500000002,68.05399325084363,80.08998875140607,Tight High-Spin Breakers,1,54.55359008975911,67.50814160779109,95.4775458570525,9.88693239062708,64.03000616556679,92.28336495888678,Elite Weapon
"Rodriguez, Joe Joe",689487.0,NEW_JER6,Changeup,L,111,22,68.2291997785419,95.95050618672666,20,25,10,9,2,9,0.4,0.45,0.1,0.45,54.03567796165204,68.7539531941809,494,52,63.98625572020057,89.40543959519292,164,6,59.46488858506939,84.6932321315623,240,23,47.66219878619224,41.935483870967744,918,76,55.576700885277575,73.99226946438432,64.4334501105626,97.02719797596455,48,7,4,-1.37428480344645,Balanced,Balanced Weapon,8.64952263888889,14.828134305555556,81.86065416666666,1823.289086805556,5.338779305555556,5.667233888888889,2.591573611111111,46.86164229471317,44.76940382452194,Soft-Speed Separation,0,50.00048121318631,51.08375628561345,58.34914611005693,14.432968897376291,70.48103846746136,97.53320683111954,Elite Weapon
"Leak, Anthony",1000264276.0,NEW_YOR13,Slider,R,177,66,59.05100514492876,83.80202474690664,37,32,10,14,10,13,0.3125,0.3783783783783784,0.2702702702702703,0.3513513513513513,49.52770475912872,51.10689437065149,773,95,57.95997449171707,80.92979127134726,300,59,43.42220631228573,22.32764073371284,1228,142,54.00867289540844,66.22390891840607,535,54,76.32916678522605,98.34345665378244,64.23445363701794,96.9639468690702,49,30,23,11.426039984303335,RHH,Right-Handed Killer,5.0538917883211685,-5.797993430656934,83.24671726277373,2294.8753897810216,5.828516861313869,5.532635437956205,1.8176470802919709,64.07199100112486,73.4533183352081,Tight High-Spin Breakers,1,53.81058375514276,64.82790209071118,92.2517394054396,10.423869881875175,64.79194485545571,93.5483870967742,Elite Weapon
"Bohnert, Matthew",810066.0,WIN_CIT29,Curveball,L,46,12,71.760768107305,97.75028121484814,6,8,4,2,0,4,0.5,0.3333333333333333,0.0,0.6666666666666666,46.692501487101474,39.59519291587603,956,62,70.87343426703885,96.01518026565464,66,11,68.88678134845027,96.39468690702088,66,2,33.72313921298223,4.648956356736242,1512,80,46.370230365205074,40.53009387078962,64.14360678467501,96.90069576217584,50,5,3,-1.5766302186616985,Balanced,Balanced Weapon,-16.31158806122449,13.277302346938775,78.32222765306122,2811.523465306122,4.786665510204081,5.4694264285714285,-2.2453147959183672,67.04161979752531,78.40269966254219,Tight High-Spin Breakers,1,50.07195098618394,51.34156850193044,60.37318153067679,14.071655798491072,69.96831876788444,97.34345351043643,Elite Weapon
"Still, Stephen",1000338771.0,TRI_VAL,Sinker,R,50,18,69.36977195529587,96.7379077615298,13,9,3,3,1,9,0.3333333333333333,0.2307692307692307,0.0769230769230769,0.6923076923076923,40.23696172925483,17.299177735610375,1308,121,59.39480335564171,83.39658444022771,258,5,61.63917153046498,88.74130297280203,180,19,32.07354636408164,3.194180898165718,1530,133,51.66908737291421,62.617338487023744,64.05956658058138,96.83744465528147,51,1,1,,,,14.06653524590164,-18.149606885245905,90.6449337704918,2325.112870491804,5.390428524590164,5.599262786885245,-3.091156557377049,44.63442069741282,41.05736782902137,Soft-Speed Separation,0,50.58342359862335,53.18659867717388,68.81720430107528,13.476142981958027,69.12325903069504,96.7741935483871,Elite Weapon
"Allemann, Braeden",1000367619.0,QUE_CAP,Slider,R,73,16,58.0399524235077,80.76490438695163,14,14,5,7,2,5,0.3571428571428571,0.5,0.1428571428571428,0.3571428571428571,57.18275359360228,77.73561037318153,296,32,61.03460777155559,85.95825426944972,220,45,55.42693454362045,73.24478178368122,401,52,53.6360814604251,65.14864010120178,544,56,78.08726481471325,98.5643290999448,64.05414614086936,96.7741935483871,52,31,24,,,,3.3523424050632915,-3.174873670886076,83.28238974683545,2259.168860759494,6.2036096202531645,5.100623670886076,1.8064627848101265,63.2620922384702,72.10348706411699,Tight High-Spin Breakers,1,54.75433658612429,68.23229248969591,95.95192915876028,9.299809554745076,63.196852192027066,91.01834282099937,Elite Weapon
"Glickstein, Aaron",1000292360.0,SCH_BOO,Sinker,R,75,35,66.21094048999873,93.92575928009,23,19,1,9,3,11,0.0526315789473684,0.391304347826087,0.1304347826086956,0.4782608695652174,50.34128482849306,54.20619860847565,723,90,40.06237234697285,14.19987349778621,1355,96,56.59735600491,76.62871600253004,369,37,45.84406058099093,34.34535104364326,1036,113,58.96166377510492,82.66151297625622,64.03615747553059,96.71094244149272,53,2,2,3.4922195883462166,RHH,Balanced Weapon,9.392548476190475,13.80306238095238,88.31562361904761,2163.9288104761904,6.090591047619048,5.217370095238095,2.368223047619048,35.32058492688414,25.534308211473565,Soft-Speed Separation,0,47.18050745879535,40.91129241617748,15.338393421884884,16.85565001673524,73.91893302351511,98.7349778621126,Command/Deception Weapon
"Garcia, Hector",815312.0,WAS_WIL3,Slider,R,36,12,57.116652564962415,78.51518560179977,7,7,3,4,0,3,0.4285714285714285,0.5714285714285714,0.0,0.4285714285714285,61.67857592495976,87.6976597090449,190,19,65.95402101929722,91.808981657179,122,23,68.88678134845027,96.39468690702088,1,1,49.0407870956306,47.34345351043643,818,98,80.0,100.0,63.98165679547369,96.58444022770398,55,33,25,,,,2.037762321428571,-7.141664821428571,77.30437321428572,2355.122507142857,5.7208942857142855,5.858875892857143,0.9214630357142858,76.8278965129359,94.71316085489316,Tight High-Spin Breakers,1,55.5764499492102,71.19789402040169,97.2169512966477,8.40520684626349,61.92737031232612,88.8045540796964,Elite Weapon
"Duby, Bill",1000270408.0,NEW_JER6,Slider,R,64,34,57.30842318198062,78.74015748031496,24,17,2,9,4,11,0.1176470588235294,0.375,0.1666666666666666,0.4583333333333333,49.31506451372668,50.03162555344719,777,99,44.54010452912777,33.45983554712208,1049,151,53.18362674281547,63.725490196078425,543,76,47.12608111029955,39.40543959519292,958,113,79.24935687764211,98.95085588072888,63.89070329067907,96.5211891208096,56,34,26,,,,7.278290113636363,-0.2725036363636363,79.97420534090908,2065.839577272727,6.499409090909091,5.493280340909092,2.994368977272728,57.93025871766029,63.217097862767154,Soft-Speed Separation,0,56.513848740886615,74.57936355526292,98.7349778621126,7.376854549792455,60.46809169183702,85.26249209361164,Elite Weapon
