pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,groundball_count,line_drive_count,flyball_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct,groundball_pct,line_drive_pct,flyball_pct,whiff_pct_z,whiff_pct_score_component,csw_pct_z,csw_pct_score_component,putaway_pct_z,putaway_pct_score_component,k_pct_z,k_pct_score_component,avg_exit_velocity_z,avg_exit_velocity_score_component,hardhit_pct_z,hardhit_pct_score_component,barrel_pct_z,barrel_pct_score_component,sweetspot_pct_z,sweetspot_pct_score_component,pitch_value_raw,pitch_value_20_80,pitch_value_0_100,overall_rank,pitch_type_rank,groundball_score_raw,groundball_score_20_80,groundball_score_0_100,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_raw,strikeout_score_20_80,strikeout_score_0_100,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_raw,line_drive_score_20_80,line_drive_score_0_100,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_raw,flyball_score_20_80,flyball_score_0_100,flyball_score_rank,flyball_score_pitch_type_rank,pitcher_id_key,ivb,hb,spin_rate,velocity,extension,release_height,release_side,cluster,movement_predicted_pvs,archetype,cluster_rank,movement_quality_0_100,archetype_pitch_value_rank
"Good, Ty",688612.0,GAT_GRI,Curveball,139,39,14,50,58,15,33,16,2,0,5,7,1,8,1307.24242,0.2507848397992259,0.358974358974359,0.3597122302158273,0.2586206896551724,0.4545454545454545,81.70265125,0.125,0.0,0.3125,0.4375,0.0625,0.5,1.0248203076013749,-0.0033347652809348,1.366197731234471,-0.0400787766434944,0.8552828645923464,0.0124187071938808,2.0279409235969155,0.088566263956248,0.6079218985643174,-0.3580659982543829,-0.6060769445930889,0.1448626930658063,-0.7535608244918718,-0.0370382680845999,-0.0037692760020508,0.001145132434355,-0.1915250116131219,47.81351463066904,43.14516129032258,424,46,0.3967542795778602,53.967542795778606,68.41397849462365,236,44,2.0279409235969155,70.27940923596915,95.63172043010752,33,12,1.7631377633269416,67.63137763326941,96.03494623655914,30,5,-0.6724866437519181,43.27513356248082,27.1505376344086,535,63,688612,-7.65302654676259,-4.620518345323741,2134.117908633093,75.04150834532373,5.64708,6.822681223021583,0.2356161870503597,3,53.74392534179531,Tight High-Spin Breakers,1,95.02688172043011,148
"Kaftan, Eddie",1000557510.0,FLO_Y'A,Slider,62,32,13,20,24,7,18,16,2,0,9,4,5,7,1230.35013,0.2355450268301367,0.40625,0.3225806451612903,0.2916666666666667,0.3888888888888889,76.896883125,0.125,0.0,0.5625,0.25,0.3125,0.4375,1.450226463589101,-0.0047190369125189,0.7557067488929321,-0.022169413185523,1.2180977894200853,0.0176867799023796,1.5040887092677435,0.0656880661998501,-0.78139890803352,0.4602439568317432,-0.6060769445930889,0.1448626930658063,-0.7535608244918718,-0.0370382680845999,2.734075255805482,-0.830631201240496,-0.2060764234233586,47.64739299068992,42.33870967741936,430,115,-1.0394633918032208,39.605366081967794,14.85215053763441,636,135,1.5040887092677435,65.04088709267744,90.45698924731182,73,28,-1.4781907223676998,35.218092776323005,6.586021505376344,696,142,-0.1732659765813463,48.26734023418653,44.48924731182796,410,93,1000557510,1.0900816129032258,-6.313425322580645,2437.369164516129,77.08446870967742,4.720545806451613,6.051520483870968,1.7006190322580643,3,53.73615208361845,Tight High-Spin Breakers,1,94.89247311827957,151
"Sechrist, Zander",801415.0,WAS_WIL3,Changeup,166,72,19,43,39,10,46,47,14,1,18,19,15,13,3929.08778,0.3108759269806421,0.2638888888888889,0.2590361445783132,0.2564102564102564,0.217391304347826,83.59761234042553,0.2978723404255319,0.0212765957446808,0.3829787234042553,0.4042553191489361,0.3191489361702128,0.2765957446808511,0.169201146405722,-0.0005505805304042,-0.289046512416179,0.008479468488241,0.8310143077476818,0.0120663277484963,0.1357657012708062,0.0059292954715999,1.1557445987328796,-0.6807335686536661,1.484311384239609,-0.3547756541267986,-0.0407418260348882,-0.0020025014914407,0.7680698739224131,-0.2333450041867465,-1.2449322172807191,35.78762086493687,6.451612903225806,697,105,0.1421057562833416,51.42105756283342,58.73655913978495,308,75,0.1357657012708062,51.35765701270806,61.22311827956989,290,40,-1.5643962672000042,34.35603732799996,5.779569892473118,702,108,1.1119616984748064,61.11961698474806,86.08870967741935,105,33,801415,6.8309965662650605,-14.673736024096389,1630.557907831325,76.20221156626506,5.723861807228916,5.101234578313253,-2.533866626506024,0,53.93326247984684,Soft-Speed Separation,2,94.48924731182797,102
"Misla, Luis",695417.0,TRI_VAL,Curveball,120,36,9,45,34,5,23,24,8,2,7,8,4,12,1941.73325,0.2600395497098378,0.25,0.375,0.1470588235294117,0.217391304347826,80.90555208333333,0.3333333333333333,0.0833333333333333,0.2916666666666667,0.3333333333333333,0.1666666666666666,0.5,0.0442230666805142,-0.0001439018589783,1.6175483153704018,-0.0474523973797061,-0.369565474979558,-0.0053660906967031,0.1357657012708062,0.0059292954715999,0.3774849676997429,-0.2223386459751485,1.9131089901540084,-0.4572655714996406,2.03831358613132,0.1001851510719405,-0.2319229869860116,0.0704598269072592,-0.5559923339593772,43.65268748231175,25.537634408602152,555,55,-0.4011444267449627,45.98855573255037,37.43279569892473,466,60,0.1357657012708062,51.35765701270806,61.22311827956989,289,46,0.4125842276208419,54.12584227620842,67.40591397849462,247,30,-0.6724866437519181,43.27513356248082,27.1505376344086,547,66,695417,-5.978722666666667,9.499606916666666,2802.4670966666667,76.80338041666667,5.140227749999999,5.631959666666666,-1.5876868333333334,3,53.50961705235251,Tight High-Spin Breakers,1,93.68279569892472,173
"Figueredo, Kevin",1000210447.0,WIN_CIT29,Curveball,78,26,8,25,21,5,17,12,3,0,4,7,2,3,970.1345,0.2811540745329307,0.3076923076923077,0.3205128205128205,0.238095238095238,0.2941176470588235,80.84454166666667,0.25,0.0,0.3333333333333333,0.5833333333333334,0.1666666666666666,0.25,0.5633627824621464,-0.0018331824941318,0.7217090539628541,-0.0211720568070542,0.629931979606173,0.0091466123438816,0.7479400379057243,0.0326647852754566,0.3598471959451607,-0.2119499984116996,0.9054346162551696,-0.2164142656734619,-0.7535608244918718,-0.0370382680845999,0.22438443498191,-0.0681695620385491,-0.5147659358901585,44.123335756651215,27.82258064516129,538,54,1.5138124684298124,65.13812468429812,91.86827956989248,62,15,0.7479400379057243,57.47940037905724,80.10752688172043,147,35,0.4125842276208419,54.12584227620842,67.40591397849462,236,27,1.324396024930369,63.24396024930369,90.05376344086021,73,19,1000210447,-3.519105384615385,4.930871153846154,2324.06502948718,75.75797012820513,4.998615384615385,5.241857564102564,-3.2362719230769232,3,53.4550739217833,Tight High-Spin Breakers,1,93.54838709677419,169
"Bice, Emmett",828456.0,NEW_YOR13,Curveball,140,46,7,42,33,3,27,32,6,1,12,15,10,7,2633.25942,0.3051069840957782,0.1521739130434782,0.3,0.0909090909090909,0.1111111111111111,82.289356875,0.1875,0.03125,0.375,0.46875,0.3125,0.21875,-0.8360573209492103,0.0027205305223687,0.3844519202564837,-0.0112782815326442,-0.9860387301855816,-0.0143172823622946,-0.7122091205864494,-0.031104308923372,0.7775352279965357,-0.4579682492899595,0.1496788358310403,-0.0357757863038277,0.2933920794918254,0.0144205140991027,0.6806918569498324,-0.2067989509843577,-0.7401018147749844,41.55085920010495,18.14516129032258,610,59,0.636123891474707,56.36123891474707,75.13440860215054,186,42,-0.7122091205864494,42.87790879413551,26.478494623655912,543,65,-1.4781907223676998,35.218092776323005,6.586021505376344,695,64,1.574006358515655,65.74006358515655,93.27956989247312,51,15,828456,-10.25086157142857,-13.36100207142857,2984.535066428572,79.01455285714285,5.5409209285714285,6.182256499999999,1.2637217857142855,3,53.42923013862147,Tight High-Spin Breakers,1,93.41397849462365,186
"Lovin, Xander",815234.0,GAT_GRI,Curveball,55,24,4,12,18,2,17,14,4,1,7,4,6,4,1202.9935,0.3320285040941498,0.1666666666666666,0.2181818181818181,0.1111111111111111,0.1176470588235294,85.92810714285714,0.2857142857142857,0.0714285714285714,0.5,0.2857142857142857,0.4285714285714285,0.2857142857142857,-0.7056454116707326,0.0022961701695765,-0.960744147140519,0.0281843903005142,-0.7642388288416152,-0.0110967477947802,-0.6600609363545861,-0.0288268412734138,1.8294776700067583,-1.0775623476339806,1.3372950622118147,-0.3196362538846813,1.6394743846137207,0.0805818054781489,2.0496141228535985,-0.6226871178217832,-1.9487469424604,27.75274026963588,1.3440860215053765,735,69,-0.7658981210639674,42.34101878936033,24.126344086021508,565,69,-0.6600609363545861,43.39939063645414,29.36827956989248,526,60,-2.983093233583068,20.16906766416932,0.8064516129032258,739,71,1.039127072261471,60.39127072261471,84.67741935483872,116,29,815234,-9.634431090909093,-12.629553454545457,2634.0915600000003,76.98022818181818,4.696050545454545,6.10779509090909,0.7202249090909091,3,53.42740215289322,Tight High-Spin Breakers,1,93.27956989247312,212
"Debban, Caleb",1000551056.0,NEW_JER6,Curveball,182,80,35,69,59,19,53,37,7,0,9,19,4,14,3049.67324,0.2806957479947096,0.4375,0.3791208791208791,0.3220338983050847,0.3584905660377358,82.42360108108109,0.1891891891891892,0.0,0.2432432432432432,0.5135135135135135,0.1081081081081081,0.3783783783783784,1.7314271429708183,-0.005634063923227,1.685300864552485,-0.0494399861625117,1.5515025140038647,0.0225278165033361,1.2615504561893598,0.0550956930731579,0.8163444805077916,-0.4808268990190892,0.1701046677343953,-0.0406579073678719,-0.7535608244918718,-0.0370382680845999,-0.7622262071108947,0.2315696573037396,-0.3044039576770664,46.52486746132249,37.5,466,50,0.9790046868945144,59.79004686894515,82.39247311827957,132,28,1.2615504561893598,62.6155045618936,88.44086021505376,87,23,1.1718143233691356,61.71814323369136,89.78494623655914,77,13,0.2989697896610863,52.98969789661086,62.43279569892473,280,47,1000551056,-7.241249725274723,18.518427857142857,2801.6543945054946,76.8859876923077,5.96952989010989,5.264457857142857,-2.341283076923077,3,53.37440572409445,Tight High-Spin Breakers,1,92.60752688172043,159
"Williams, Pierce",1000337420.0,NEW_ENG23,Curveball,135,49,6,34,38,4,35,35,10,0,13,17,9,9,2881.34916,0.282067654752518,0.1224489795918367,0.2518518518518518,0.1052631578947368,0.1142857142857142,82.32426171428573,0.2857142857142857,0.0,0.3714285714285714,0.4857142857142857,0.2571428571428571,0.2571428571428571,-1.1035348083469037,0.0035909022663608,-0.4071655185820811,0.0119446076531239,-0.8284440634411848,-0.012029007801166,-0.6868800025309736,-0.0299981103505352,0.7876260226851826,-0.4639117273615725,1.3372950622118147,-0.3196362538846813,-0.7535608244918718,-0.0370382680845999,0.6415797922097243,-0.1949164319318597,-1.04199428949493,38.104398220796185,9.946236559139784,671,66,0.7660673950758524,57.66067395075852,77.68817204301075,168,37,-0.6868800025309736,43.13119997469026,27.82258064516129,539,63,-0.7604679862496002,42.395320137504,18.817204301075268,605,58,1.2673422343965897,62.673422343965896,88.91129032258065,84,25,1000337420,-5.879143407407407,6.565741333333333,2173.193666666667,75.51568562962963,5.7631327407407404,5.963764,-1.7592568148148149,3,53.35488547887561,Tight High-Spin Breakers,1,92.47311827956989,201
"Okumura, Shuto",1000232749.0,WAS_WIL3,Four-Seam,60,29,2,15,21,0,19,22,4,0,7,7,5,10,1804.19265,0.2770515551054797,0.0689655172413793,0.25,0.0,0.0,82.00875681818182,0.1818181818181818,0.0,0.3181818181818182,0.3181818181818182,0.2272727272727272,0.4545454545454545,-1.5848015587032276,0.0051569442720203,-0.4376123431527947,0.0128377956987303,-1.9841382862334305,-0.0288096879161094,-1.5987282525281266,-0.0698212589726608,0.6964153139411685,-0.4101886199113482,0.0809737648833919,-0.0193541063611336,-0.7535608244918718,-0.0370382680845999,0.0584544633572112,-0.0177588751491642,-0.5649760764242658,43.550127397360576,25.134408602150536,558,175,-0.5172024203919187,44.827975796080814,32.93010752688172,500,97,-1.5987282525281266,34.012717474718734,1.948924731182796,737,239,-0.3731923749717984,46.268076250282014,32.526881720430104,505,157,-0.3094170676278653,46.90582932372135,38.575268817204304,458,88,1000232749,6.063611166666666,7.5925785,1756.9534733333337,75.28482183333334,5.557541333333333,3.995071833333333,2.741205,0,53.623631499250166,Soft-Speed Separation,2,92.33870967741935,86
