pitcher_name,pitcher_id,pitcher_team,pitch_type,split_pitch_count_vs_rhh,split_pitch_count_vs_lhh,pitch_value_20_80_vs_rhh,pitch_value_20_80_vs_lhh,location_score_20_80_vs_rhh,location_score_20_80_vs_lhh,final_pitch_score_vs_rhh,final_pitch_score_vs_lhh,final_pitch_score_0_100_vs_rhh,final_pitch_score_0_100_vs_lhh,platoon_gap,absolute_platoon_gap,average_final_pitch_score,minimum_final_pitch_score,pitch_type_median_gap,stronger_side,platoon_category,right_handed_killer_rank,left_handed_killer_rank,balanced_rank
"Hampton, Ky",673132.0,OTT_TIT,Slider,62.0,43.0,41.84900924794994,41.84900924794994,64.65841841681588,29.399837376506795,48.69183199860972,38.11425768651699,47.47871643745907,5.108055009823183,10.577574312092729,10.577574312092729,43.40304484256336,38.11425768651699,5.094112081866381,RHH,Right-Handed Killer,17,658,
"Smith, Ethan",680733.0,WIN_CIT29,Slider,30.0,28.0,48.01178297689518,48.01178297689518,80.0,44.88877184622727,57.60824808382662,47.074879637694806,85.46168958742632,38.1139489194499,10.533368446131817,10.533368446131817,52.341563860760715,47.074879637694806,5.094112081866381,RHH,Right-Handed Killer,18,657,
"Turner, Eric",1000080978.0,JOL_SLA,Slider,124.0,79.0,47.94132955931789,47.94132955931789,71.48012584492837,36.401011658911536,55.00296844500103,44.47923418919599,77.27570399476097,23.313686967910936,10.523734255805039,10.523734255805039,49.74110131709851,44.47923418919599,5.094112081866381,RHH,Right-Handed Killer,19,656,
"Hampton, Ky",673132.0,OTT_TIT,Changeup,90.0,138.0,47.64068261874467,47.64068261874467,31.29745954196492,66.18947093507018,42.73771569571074,53.20531911364232,17.026850032743944,69.6136214800262,-10.467603417931578,10.467603417931578,47.97151740467653,42.73771569571074,-0.4062468487006363,LHH,Left-Handed Killer,674,1,
"Fowler, Dalton",687096.0,SUS_COU1,Four-Seam,46.0,43.0,52.825258616227046,52.825258616227046,30.46913049086433,64.9533231129349,46.11842017861822,56.4636779652394,32.54747871643746,81.59790438768827,-10.345257786621175,10.345257786621175,51.29104907192881,46.11842017861822,1.4124000278825655,LHH,Left-Handed Killer,673,2,
"Ginn, Landon",701061.0,WAS_WIL3,Four-Seam,67.0,75.0,54.42481235983956,54.42481235983956,72.30080936071464,37.99132145161495,59.78761146010207,49.49476508737217,90.5042567125082,50.75311067452522,10.292846372729898,10.292846372729898,54.64118827373712,49.49476508737217,1.4124000278825655,RHH,Right-Handed Killer,20,655,
"Cohn, Cooper",1000301881.0,NIU_HUS,Slider,27.0,36.0,58.42335525182891,58.42335525182891,70.62472660786707,36.45842676517845,62.08376665864036,51.83387670583377,94.10609037328096,62.99934512115259,10.24988995280659,10.24988995280659,56.95882168223706,51.83387670583377,5.094112081866381,RHH,Right-Handed Killer,21,654,
"Vega, Lucas",837223.0,TRO_AIG,Slider,94.0,40.0,66.74684995172252,66.74684995172252,68.07835537687185,34.10917687358579,67.14630157926732,56.9555480282815,98.10085134250164,83.30058939096267,10.190753550985818,10.190753550985818,62.05092480377441,56.9555480282815,5.094112081866381,RHH,Right-Handed Killer,22,653,
"Smith, Donny",1000381366.0,JOL_SLA,Slider,29.0,37.0,43.55796034814886,43.55796034814886,68.79653718142985,35.80666945747238,51.12953339813316,41.23257308094591,59.46299934512115,12.704649639816632,9.89696031718725,9.89696031718725,46.18105323953954,41.23257308094591,5.094112081866381,RHH,Right-Handed Killer,23,652,
"Willeman, Landon",812254.0,EVA_OTT,Slider,70.0,31.0,45.58778993793146,45.58778993793146,76.33348706985811,43.67871005850216,54.81149907750945,45.01506597410267,76.42436149312377,25.802226588081208,9.796433103406784,9.796433103406784,49.91328252580606,45.01506597410267,5.094112081866381,RHH,Right-Handed Killer,24,651,
"Pindel, Buddie",1000054422.0,SCH_BOO,Slider,139.0,34.0,43.53533660532092,43.53533660532092,67.77644892800195,35.92999618892808,50.80767030212523,41.25373448040307,57.498362802881466,12.770137524557956,9.553935821722163,9.553935821722163,46.03070239126415,41.25373448040307,5.094112081866381,RHH,Right-Handed Killer,25,650,
"Bice, Emmett",828456.0,NEW_YOR13,Slider,133.0,140.0,57.10397516415779,57.10397516415779,70.33420928746149,39.52450593717744,61.073045401148896,51.83013439606368,92.99279633267844,62.933857236411264,9.242911005085219,9.242911005085219,56.45158989860629,51.83013439606368,5.094112081866381,RHH,Right-Handed Killer,26,649,
"Petschke, Ben",814386.0,EVA_OTT,Slider,86.0,58.0,64.63971110759583,64.63971110759583,67.71865870792561,37.0004399526969,65.56339538769475,56.34792976112615,97.31499672560577,81.33595284872298,9.215465626568601,9.215465626568601,60.955662574410454,56.34792976112615,5.094112081866381,RHH,Right-Handed Killer,27,648,
"Webster, Evan",804248.0,FLO_Y'A,Sinker,30.0,33.0,52.15668728871536,52.15668728871536,24.49611531058732,55.125321830154014,43.85851569527694,53.04727765114696,20.956123117223317,68.69679109364768,-9.18876195587002,9.18876195587002,48.45289667321195,43.85851569527694,0.3221699852655746,LHH,Left-Handed Killer,672,3,
"Valdez, Alex",677678.0,EVA_OTT,Slider,66.0,63.0,43.21646681048463,43.21646681048463,61.528647404043824,30.90387161041993,48.71012098855239,39.52268825046522,47.54420432220039,7.7930582842174205,9.187432738087168,9.187432738087168,44.116404619508806,39.52268825046522,5.094112081866381,RHH,Right-Handed Killer,28,647,
"Sanchez, Edwin",835958.0,LAK_ERI24,Slider,31.0,41.0,50.57609474585376,50.57609474585376,29.76928980203741,60.23042976525157,44.33405326270885,53.4723952516731,22.39685658153242,70.79240340537001,-9.13834198896425,9.13834198896425,48.90322425719097,44.33405326270885,5.094112081866381,LHH,Left-Handed Killer,671,4,
"Barker, Alex",1000106691.0,NEW_YOR13,Slider,71.0,95.0,45.94824316496049,45.94824316496049,33.142622604054495,63.56526355170193,42.10655699668869,51.23334928098292,15.193189259986903,60.1833660772757,-9.126792284294233,9.126792284294233,46.66995313883581,42.10655699668869,5.094112081866381,LHH,Left-Handed Killer,670,5,
"Tiburcio, David",696010.0,DOW_EAS1,Slider,52.0,37.0,35.08652374574589,35.08652374574589,67.75526297496842,37.39165304081829,44.887145514512646,35.77806253426761,25.08185985592665,2.5540275049115917,9.109082980245034,9.109082980245034,40.33260402439013,35.77806253426761,5.094112081866381,RHH,Right-Handed Killer,29,646,
"Scafidi, Christian",690280.0,LAK_ERI24,Slider,116.0,61.0,49.84620975966918,49.84620975966918,64.74105557906674,34.76941273696917,54.31466350548844,45.323170652859176,74.72167648984937,27.70137524557957,8.991492852629264,8.991492852629264,49.81891707917381,45.323170652859176,5.094112081866381,RHH,Right-Handed Killer,30,645,
