pitcher_name,pitcher_id,pitcher_team,pitch_type,split_pitch_count_vs_rhh,split_pitch_count_vs_lhh,pitch_value_20_80_vs_rhh,pitch_value_20_80_vs_lhh,location_score_20_80_vs_rhh,location_score_20_80_vs_lhh,final_pitch_score_vs_rhh,final_pitch_score_vs_lhh,final_pitch_score_0_100_vs_rhh,final_pitch_score_0_100_vs_lhh,platoon_gap,absolute_platoon_gap,average_final_pitch_score,minimum_final_pitch_score,pitch_type_median_gap,stronger_side,platoon_category,right_handed_killer_rank,left_handed_killer_rank,balanced_rank
"Martinez, Gregory",1000051547.0,DOW_EAS1,Four-Seam,30.0,53.0,51.25677095068552,51.25677095068552,61.31337921753459,45.70408256017389,54.27375343074024,49.59096443353202,74.39423706614276,51.40798952193845,4.68278899720822,4.68278899720822,51.93235893213613,49.59096443353202,1.4124000278825655,RHH,Balanced Weapon,120,555,
"Estrella, Noah",805762.0,TRI_VAL,Slider,61.0,85.0,46.53165912274791,46.53165912274791,56.98212076152129,41.592070217030845,49.66679761437992,45.04978245103279,51.735428945645054,25.998690242305173,4.617015163347126,4.617015163347126,47.35829003270635,45.04978245103279,5.094112081866381,RHH,Balanced Weapon,121,554,
"Turner, Eric",1000080978.0,JOL_SLA,Four-Seam,218.0,215.0,46.4465591716559,46.4465591716559,62.90101029289116,47.52006287254234,51.38289450802647,46.76861028192182,60.772757039947614,36.60772757039948,4.614284226104644,4.614284226104644,49.075752394974145,46.76861028192182,1.4124000278825655,RHH,Balanced Weapon,122,553,
"De Los Santos, Enmanuel",679735.0,NEW_ENG23,Four-Seam,119.0,81.0,44.62587935146617,44.62587935146617,68.4543473904075,53.22828026982359,51.774419763148565,47.20659962697339,62.67190569744597,39.030779305828425,4.567820136175172,4.567820136175172,49.49050969506098,47.20659962697339,1.4124000278825655,RHH,Balanced Weapon,123,552,
"Kirby, Zach",813716.0,WAS_WIL3,Four-Seam,187.0,163.0,51.18111286083894,51.18111286083894,46.05104654821994,61.24088218991021,49.64209296705323,54.19904365956032,51.604453176162416,74.1977734119188,-4.556950692507087,4.556950692507087,51.920568313306774,49.64209296705323,1.4124000278825655,LHH,Balanced Weapon,621,54,
"Ginn, Landon",701061.0,WAS_WIL3,Cutter,61.0,50.0,45.9240305091008,45.9240305091008,52.85525424578202,37.73436762676686,48.00339763010516,43.46713164440062,43.28749181401441,18.925998690242302,4.536265985704546,4.536265985704546,45.73526463725289,43.46713164440062,0.5914119635683726,RHH,Balanced Weapon,124,551,
"Campbell, Tyler",809429.0,MIS_MUD,Changeup,72.0,25.0,60.93418978480568,60.93418978480568,53.98549413776372,38.98626281324825,58.84958109069309,54.34981169333845,87.81925343811395,74.91814014407335,4.49976939735464,4.49976939735464,56.59969639201577,54.34981169333845,-0.4062468487006363,RHH,Balanced Weapon,125,550,
"Garcia, Jorge",1000221236.0,SUS_COU1,Four-Seam,88.0,87.0,48.93235768565674,48.93235768565674,54.41417995372443,39.42099187734974,50.576904366077045,46.07894794316464,56.4505566470203,32.416502946954814,4.497956422912402,4.497956422912402,48.32792615462084,46.07894794316464,1.4124000278825655,RHH,Balanced Weapon,126,549,
"Smith, Ben",814168.0,NEW_ENG23,Slider,72.0,40.0,49.577402288122514,49.577402288122514,47.06699065184978,62.05471739957415,48.82427879724069,53.320596821558,48.26457105435495,70.00654878847413,-4.496318024317311,4.496318024317311,51.07243780939935,48.82427879724069,5.094112081866381,LHH,Balanced Weapon,620,55,
"Thornton, Tyler",1000429124.0,NEW_ENG23,Sinker,63.0,58.0,29.22031873678684,29.22031873678684,52.73118849109655,37.877159232841386,36.27357966307975,31.817370885603204,2.619515389652914,0.91683038637852,4.456208777476547,4.456208777476547,34.04547527434148,31.817370885603204,0.3221699852655746,RHH,Balanced Weapon,127,548,
"Gartland, Chad",1000103698.0,TRI_VAL,Four-Seam,43.0,76.0,36.26634165395979,36.26634165395979,57.39463316777854,42.62922516480622,42.60482910810541,38.17520670721372,16.633922724296006,5.370006548788474,4.429622400891695,4.429622400891695,40.39001790765957,38.17520670721372,1.4124000278825655,RHH,Balanced Weapon,128,547,
"Potteiger, Jack",1000095892.0,JOL_SLA,Sinker,32.0,42.0,43.45700549342968,43.45700549342968,32.33991512021281,46.999086848352825,40.12187838146462,44.51962989990662,9.233791748526524,23.444662737393585,-4.397751518442,4.397751518442,42.32075414068562,40.12187838146462,0.3221699852655746,LHH,Balanced Weapon,619,56,
"Daly, Ryan",831333.0,JOL_SLA,Changeup,80.0,162.0,54.40693233403747,54.40693233403747,44.477333010321736,59.07770748526376,51.42805253692275,55.80816487940535,60.90373280943025,79.89521938441388,-4.3801123424826045,4.3801123424826045,53.61810870816405,51.42805253692275,-0.4062468487006363,LHH,Balanced Weapon,618,57,
"Eldred, Zach",1000227712.0,NEW_ENG23,Curveball,25.0,56.0,37.64058766312566,37.64058766312566,58.2544514718502,43.74606893802413,43.82474680574302,39.4722320455952,20.825147347740668,7.727570399476097,4.35251476014782,4.35251476014782,41.64848942566911,39.4722320455952,1.825739027824227,RHH,Balanced Weapon,129,546,
"Smith, Donny",1000381366.0,JOL_SLA,Sinker,79.0,67.0,25.572860438957697,25.572860438957697,37.78372848866894,52.22962718984138,29.236120853871068,33.569890464222794,0.45841519318926,1.4407334643091028,-4.333769610351727,4.333769610351727,31.403005659046933,29.236120853871068,0.3221699852655746,LHH,Balanced Weapon,617,58,
