leaderboard,leaderboard_rank,pitcher_name,pitcher_team,pitch_type,batter_side,pitch_count,split_batted_ball_count,split_terminal_pa_count,k_pct,groundball_pct,line_drive_pct,flyball_pct,final_pitch_score_20_80,raw_pitch_score_20_80,groundball_score_20_80,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_20_80,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_20_80,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_20_80,flyball_score_rank,flyball_score_pitch_type_rank,location_score_20_80,stuff_plus_20_80,execution_plus_20_80,movement_quality_20_80,archetype,platoon_category,quadrant_label,overall_rank,pitch_type_rank,pitch_type_batter_side_rank
Best Overall Pitches,158,"Kelly, Colin",SUS_COU1,Four-Seam,R,49,17,13,0.0,0.4117647058823529,0.1176470588235294,0.4705882352941176,59.52288519637767,58.4011435380835,51.560745066308215,625,38,36.49019003684828,1373,230,57.73704597401059,292,34,46.38678341269891,968,103,62.14028239906409,49.86837349374574,63.75968824608162,27.31535756154748,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,158,25,16
Best Overall Pitches,159,"Villers, Ian",QUE_CAP,Splitter,R,25,7,12,0.6666666666666666,0.4285714285714285,0.1428571428571428,0.4285714285714285,59.48232299164888,65.23050830848695,52.59909428689188,560,6,80.0,8,2,55.37179885153173,430,5,49.04074840438546,805,8,46.06989058569339,57.7193734244374,60.68971044448236,38.21805392731535,Soft-Speed Separation,Balanced Weapon,Elite Weapon,159,4,2
Best Overall Pitches,160,"Scott, Brandon",LAK_ERI24,Slider,L,67,16,17,0.2352941176470588,0.3125,0.1875,0.5,59.47125242658313,59.02439627523948,45.427994982235965,992,98,52.53032631668233,510,83,51.18334040547541,700,73,44.52900791851833,1057,95,60.51391677971831,60.62606766699509,59.55863750878559,72.54396248534584,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,160,67,15
Best Overall Pitches,161,"Eisenbarger, Jack",QUE_CAP,Curveball,L,66,9,10,0.3,0.3333333333333333,0.2222222222222222,0.4444444444444444,59.45865432488775,64.78233064018349,46.71511537025113,918,57,56.94136379363668,329,37,47.92565050298717,934,44,48.038139407526096,869,57,47.036742922531054,49.16417443269528,63.93992160402123,75.28722157092614,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,161,25,7
Best Overall Pitches,162,"Brito, Richard",NEW_ENG23,Slider,R,36,6,8,0.25,0.5,0.0,0.5,59.41745145297305,58.59977825061088,57.01207847437245,301,31,53.53283483417195,451,87,68.77486587891195,16,9,44.52900791851833,1054,128,61.32535559181811,66.58464572244054,57.19639308334985,68.8862837045721,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,162,68,53
Best Overall Pitches,163,"Morgan, Cooper",QUE_CAP,Four-Seam,L,34,10,7,0.2857142857142857,0.4,0.2,0.4,59.38479273032991,61.92009999341272,50.83390061189966,666,49,55.96749837664676,358,29,50.010572040579646,786,111,50.84544459873232,675,55,53.46907578313669,40.28563411649074,67.24387379986149,49.191090269636575,Soft-Speed Separation,Left-Handed Killer,Command/Deception Weapon,163,26,10
Best Overall Pitches,164,"Widener, Jacob",SUS_COU1,Sinker,L,58,17,16,0.125,0.4705882352941176,0.1764705882352941,0.3529411764705882,59.321326233837965,63.73970760665779,55.19496733835104,420,41,45.01151243551012,985,60,52.21813602155992,633,43,53.81788538942124,516,51,49.01176969725839,56.79554764907024,60.81860071526728,50.2461899179367,Soft-Speed Separation,Balanced Weapon,Elite Weapon,164,12,5
Best Overall Pitches,165,"Mercado, Nelson",OTT_TIT,Four-Seam,L,39,10,6,0.0,0.3,0.0,0.7,59.31573969857219,60.78683932233832,44.655722749426864,1041,122,36.49019003684828,1395,221,68.77486587891195,33,2,31.896134558090367,1479,236,55.88317390978456,50.43995805513697,63.24997223943372,39.273153575615474,Soft-Speed Separation,Right-Handed Killer,Elite Weapon,165,27,11
Best Overall Pitches,166,"Widener, Jacob",SUS_COU1,Slider,L,54,7,11,0.5454545454545454,0.2857142857142857,0.2857142857142857,0.4285714285714285,59.31360873134851,60.74124636096706,43.77312591193076,1092,101,73.67414232191811,39,5,41.96873182415151,1232,116,49.04074840438546,793,77,55.982454262238576,75.37172946312484,53.67845907339255,73.1770222743259,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,166,69,16
Best Overall Pitches,167,"Foster, Kobe",WAS_WIL3,Four-Seam,R,261,79,59,0.2542372881355932,0.1012658227848101,0.2151898734177215,0.6835443037974683,59.225180850894816,58.7214313289718,32.37757180755057,1504,248,53.82169322056727,443,48,48.58543579969364,894,145,32.935548189011655,1474,237,60.400596402048535,52.874389187774455,62.18873255092536,50.5978898007034,Soft-Speed Separation,Balanced Weapon,Elite Weapon,167,28,17
Best Overall Pitches,168,"Tokar, Heitor",OTT_TIT,Changeup,L,38,10,10,0.1,0.5,0.1,0.4,59.21909655856118,64.57235069892076,57.01207847437245,351,39,43.30724795577776,1124,80,59.39271895974579,234,22,50.84544459873232,688,64,46.72817023105552,53.92374203507003,61.77747489771871,47.22157092614302,Soft-Speed Separation,Balanced Weapon,Elite Weapon,168,22,15
Best Overall Pitches,169,"Garcia, Brett",OTT_TIT,Four-Seam,R,153,39,36,0.4166666666666667,0.2564102564102564,0.0769230769230769,0.6666666666666666,59.21024051475112,58.71943301348914,41.96267086065668,1175,158,64.89459803238773,144,11,61.55782978724568,166,16,34.001613451495025,1446,233,60.35545801769577,50.66949345208104,63.01400476412391,32.09847596717468,Soft-Speed Separation,Balanced Weapon,Elite Weapon,169,29,18
Best Overall Pitches,170,"Vilchez, Michael",OTT_TIT,Slider,R,81,13,16,0.375,0.2307692307692307,0.2307692307692307,0.5384615384615384,59.19957871155131,51.94983234417658,40.37852269079186,1258,151,62.05415723283379,191,41,47.123757603913134,974,117,42.09960919535911,1195,140,76.11565356875902,59.96965562102136,59.42976553717661,63.61078546307151,Tight High-Spin Breakers,,Elite Weapon,170,70,54
Best Overall Pitches,171,"Zaffiro, Cole",SCH_BOO,Four-Seam,R,159,40,39,0.2564102564102564,0.25,0.125,0.625,59.19148260269922,60.11504687228677,41.56663381819048,1187,162,53.96982572641102,441,47,57.04718222995426,317,41,36.63346206825085,1394,222,57.03649930699495,50.2874669961257,63.13432981571155,31.53575615474795,Soft-Speed Separation,Balanced Weapon,Elite Weapon,171,30,19
Best Overall Pitches,172,"Tokar, Heitor",OTT_TIT,Slider,R,97,33,28,0.1785714285714285,0.4242424242424242,0.2121212121212121,0.3636363636363636,59.08762120146972,62.12312798312509,52.331640699771846,578,67,48.66350774922233,734,126,48.87334211098375,859,104,53.14233066426467,545,57,52.00477204427387,58.35990213002217,59.890643514659885,64.24384525205159,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,172,71,55
Best Overall Pitches,173,"Campbell, AJ",WIN_CIT29,Slider,R,231,66,54,0.2037037037037037,0.303030303030303,0.1969696969696969,0.5,59.071974663649925,54.37067477619415,44.84294026041089,1028,127,50.37678950133424,617,112,50.29487952297862,760,93,44.52900791851833,1038,124,70.04167440104672,61.39242130123852,58.704866445234,70.926143024619,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,173,72,56
Best Overall Pitches,174,"Hensey, Rob",SUS_COU1,Slider,L,81,24,25,0.2,0.5,0.125,0.375,59.02691903639224,58.970098390743146,57.01207847437245,307,32,50.12430587470722,627,97,57.04718222995426,314,39,52.424553768785806,577,60,59.15950054290681,64.54457009262998,57.43195523733511,64.03282532239156,Tight High-Spin Breakers,Reverse Split Weapon,Elite Weapon,174,73,17
Best Overall Pitches,175,"McCartney, Seth",MIS_MUD,Slider,R,36,7,3,0.0,0.4285714285714285,0.0,0.5714285714285714,59.021736809697416,51.69321728983346,52.59909428689188,534,56,36.49019003684828,1363,168,68.77486587891195,2,2,40.0172674326512,1283,149,76.12161568937996,66.1379313838397,56.81317781196159,66.84642438452519,Tight High-Spin Breakers,,Elite Weapon,175,74,57
Best Overall Pitches,176,"Pindel, Buddie",SCH_BOO,Splitter,R,31,15,10,0.1,0.4666666666666667,0.3333333333333333,0.2,59.00965686907584,65.30693510855112,54.95268585354818,433,4,43.30724795577776,1129,11,37.501042815024775,1380,9,63.47831795916028,140,3,44.31600764363354,58.32992044719156,59.79287031866647,47.64361078546307,Soft-Speed Separation,Balanced Weapon,Elite Weapon,176,5,3
Best Overall Pitches,177,"Pindel, Buddie",SCH_BOO,Splitter,L,58,14,16,0.25,0.7142857142857143,0.1428571428571428,0.1428571428571428,59.003918105531,65.30693510855112,70.25103103681414,53,4,53.53283483417195,478,14,55.37179885153173,437,7,67.08771034785399,72,3,44.296878431817404,58.32992044719156,59.784826498781136,47.64361078546307,Soft-Speed Separation,Balanced Weapon,Elite Weapon,177,6,3
Best Overall Pitches,178,"Harris, Ben",GAT_GRI,Curveball,R,156,13,24,0.5,0.5384615384615384,0.3076923076923077,0.1538461538461538,58.98499029762559,61.83786060587127,59.38830072916967,247,31,70.57547963149563,59,7,39.90672151224686,1309,72,66.39359642695135,81,8,52.32829291171901,61.53596544446398,58.5278529799463,68.46424384525204,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,178,26,19
Best Overall Pitches,179,"Foy, Corbin",LAK_ERI24,Four-Seam,L,48,9,13,0.2307692307692307,0.2222222222222222,0.1111111111111111,0.6666666666666666,58.978581940495566,65.78213171652283,39.85047330083693,1302,181,52.22186215745475,534,52,58.35025819094956,276,30,34.001613451495025,1462,232,43.10363246309865,49.3610224758334,63.19147328169123,32.239155920281355,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,179,31,12
Best Overall Pitches,180,"Kemlage, Joe",NEW_ENG23,Slider,R,45,12,15,0.4666666666666667,0.4166666666666667,0.0833333333333333,0.5,58.96610102735408,61.70529221448948,51.863596922311785,607,70,68.30312699185247,88,16,60.95641011294016,190,23,44.52900791851833,1074,129,52.57465492403815,55.708945156351405,60.73771973334706,62.626025791324736,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,180,75,58
Best Overall Pitches,181,"Vail, Tyler",NEW_YOR13,Slider,L,50,16,9,0.2222222222222222,0.5,0.1875,0.3125,58.9612874861671,62.935802159093264,57.01207847437245,341,35,51.63920763446932,562,89,51.18334040547541,703,74,56.37232669391955,390,40,49.687419916006064,67.43072304211661,56.23228962885977,69.44900351699883,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,181,76,18
Best Overall Pitches,182,"Belton, Hunter",MIS_MUD,Slider,R,75,15,17,0.2352941176470588,0.5333333333333333,0.1333333333333333,0.3333333333333333,58.9576322225911,49.941312575961405,59.07147109519671,253,24,52.53032631668233,508,95,56.26533665335708,366,43,55.05640238554163,415,39,79.99571139806042,66.11744731132745,56.731186252619175,73.24736225087926,Tight High-Spin Breakers,,Elite Weapon,182,77,59
Best Overall Pitches,183,"Langhorne, Miles",SUS_COU1,Slider,R,31,8,10,0.5,0.75,0.125,0.125,58.95114797325415,58.9647395472584,72.4575231305544,32,5,70.57547963149563,57,14,57.04718222995426,315,40,68.21564546932076,49,5,58.91943430057757,58.13713611091461,59.784848893591935,57.13950762016413,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,183,78,60
Best Overall Pitches,184,"Morin, Jacob",QUE_CAP,Slider,L,25,6,7,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,58.919172694739565,65.80604187707974,46.71511537025113,928,88,55.96749837664676,366,62,37.501042815024775,1383,124,55.05640238554163,468,45,42.849811269279165,75.26049229195675,53.16828371234353,77.39742086752636,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,184,79,19
Best Overall Pitches,185,"Gamelin, Shaun",JOL_SLA,Slider,R,43,9,9,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,58.88551433819924,52.96413578869221,46.71511537025113,883,110,59.21371643327984,240,52,68.77486587891195,4,3,34.001613451495025,1442,165,72.702064287049,50.77591480756875,62.51800439231478,61.21922626025791,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,185,80,61
Best Overall Pitches,186,"Plumadore, Carson",WIN_CIT29,Changeup,L,192,49,42,0.2142857142857142,0.2653061224489796,0.1428571428571428,0.5918367346938775,58.85913661076716,60.52555470188097,42.51227328693631,1155,99,51.09817129169714,584,39,55.37179885153173,413,38,38.72819872240345,1331,102,54.970827731501615,61.0412216453712,58.54132532524578,51.723329425556855,Soft-Speed Separation,Balanced Weapon,Elite Weapon,186,23,16
Best Overall Pitches,187,"Campbell, Tyler",MIS_MUD,Changeup,R,72,22,15,0.1333333333333333,0.2727272727272727,0.0909090909090909,0.6363636363636364,58.84958109069309,60.93418978480568,42.97076515057065,1123,78,45.57960059542091,932,55,60.24564140694272,206,19,35.915685172771994,1421,84,53.98549413776372,64.65607711741258,57.14059186313328,78.87456037514656,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,187,24,8
Best Overall Pitches,188,"Dima, Josh",GAT_GRI,Slider,L,75,18,18,0.2777777777777778,0.5,0.1666666666666666,0.3333333333333333,58.82237414663261,57.32676632378119,57.01207847437245,299,31,55.426462033874586,377,68,53.13795434696837,540,55,55.05640238554163,422,42,62.31212573328594,54.63092417991783,60.949994913455086,61.50058616647127,Tight High-Spin Breakers,Reverse Split Weapon,Elite Weapon,188,81,20
Best Overall Pitches,189,"Parsons, Billy",SUS_COU1,Cutter,L,39,11,8,0.0,0.2727272727272727,0.3636363636363636,0.3636363636363636,58.7779584037188,64.6477424845898,42.97076515057065,1131,24,36.49019003684828,1464,28,34.65796799103503,1427,28,53.14233066426467,551,17,45.08179554835312,39.50819071190369,66.69166960944578,58.33528722157093,Tight High-Spin Breakers,,Command/Deception Weapon,189,9,5
Best Overall Pitches,190,"Kemlage, Joe",NEW_ENG23,Slider,L,38,5,9,0.4444444444444444,0.6,0.0,0.4,58.75995508535768,61.70529221448948,63.19025633684523,145,14,66.78822523209035,110,21,68.77486587891195,42,3,50.84544459873232,680,70,51.88750178405012,55.708945156351405,60.44877232951077,62.626025791324736,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,190,82,21
Best Overall Pitches,191,"Hohenstein, Liam",WIN_CIT29,Curveball,L,45,8,10,0.2,0.375,0.25,0.375,58.74458809365748,65.23223904231051,49.289356146281456,773,52,50.12430587470722,650,53,45.319498580996566,1115,51,52.424553768785806,595,43,43.60673588013374,50.23491374546104,62.528103075810165,78.52286049237983,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,191,27,8
Best Overall Pitches,192,"Hill, Kaleb",OTT_TIT,Curveball,L,111,24,29,0.2068965517241379,0.5833333333333334,0.2083333333333333,0.2083333333333333,58.699010354991856,66.0891643827938,62.1605600264331,178,20,50.59444780015063,613,51,49.22872646398246,839,40,62.95194823580911,150,24,41.45531762345401,49.97689810599322,62.56324181353757,77.04572098475967,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,192,28,9
Best Overall Pitches,193,"Sabatine, Gino",TRI_VAL,Sinker,L,36,14,9,0.1111111111111111,0.4285714285714285,0.1428571428571428,0.4285714285714285,58.68923963765802,59.56923602458968,52.59909428689188,548,53,44.0646988356588,1047,69,55.37179885153173,409,22,49.04074840438546,792,75,56.63591473481751,20.0,74.1182990966534,25.275498241500586,Soft-Speed Separation,,Command/Deception Weapon,193,13,6
Best Overall Pitches,194,"Anderson, Colt",WAS_WIL3,Four-Seam,L,112,36,26,0.1538461538461538,0.4166666666666667,0.25,0.3333333333333333,58.67663686778585,60.98296092613752,51.863596922311785,604,42,46.977971450585926,832,113,45.319498580996566,1078,166,55.05640238554163,436,29,53.29521406496531,38.44933510922439,66.95602739735796,44.9706916764361,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,194,32,13
Best Overall Pitches,195,"Brouwer, Adam",LAK_ERI24,Four-Seam,R,41,24,9,0.0,0.2083333333333333,0.2916666666666667,0.5,58.64929857749263,57.90154611686391,38.99239304216015,1333,199,36.49019003684828,1378,231,41.41027069801067,1257,209,44.52900791851833,1059,128,60.39405431895965,52.02327718708243,61.70818590533569,28.933177022274325,Soft-Speed Separation,,Elite Weapon,195,33,20
Best Overall Pitches,196,"Rodriguez, Joe Joe",NEW_JER6,Four-Seam,R,48,13,11,0.1818181818181818,0.4615384615384615,0.3076923076923077,0.2307692307692307,58.58638078073046,58.37628403153322,54.63585621957522,444,17,48.88484079853823,705,98,39.90672151224686,1307,222,61.5347989806329,192,8,59.07660652885736,49.2937400881592,62.66756112882594,23.376318874560376,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,196,34,21
Best Overall Pitches,197,"Heredia-Bustos, Rolando",DOW_EAS1,Curveball,L,35,10,7,0.4285714285714285,0.2,0.3,0.5,58.56883144024112,66.3068159383901,38.47754488695408,1366,71,65.706152546546,137,23,40.62842512141349,1295,60,44.52900791851833,1113,64,40.51353427789352,44.13866711904781,64.62142038417335,79.01524032825321,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,197,29,10
Best Overall Pitches,198,"Lefebvre, Charles",TRO_AIG,Curveball,R,52,11,14,0.5,0.3636363636363636,0.2727272727272727,0.3636363636363636,58.56455353788632,58.74633982675971,48.58729048009137,805,67,70.57547963149563,58,6,43.18719246300426,1189,65,53.14233066426467,544,57,58.14038553051508,51.25020371325235,61.88609849166809,76.90504103165298,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,198,30,20
Best Overall Pitches,199,"Villers, Ian",QUE_CAP,Splitter,L,39,13,14,0.5714285714285714,0.5384615384615384,0.1538461538461538,0.3076923076923077,58.47005981255141,65.23050830848695,59.38830072916967,251,6,75.44480671644524,29,3,54.34079369557941,494,10,56.67600153431445,379,5,42.69567998870184,57.7193734244374,59.270857302059625,38.21805392731535,Soft-Speed Separation,Balanced Weapon,Elite Weapon,199,7,4
Best Overall Pitches,200,"Bell, Brendan",NEW_ENG23,Cutter,R,39,12,9,0.2222222222222222,0.3333333333333333,0.1666666666666666,0.5,58.46829400535781,59.87232381764569,46.71511537025113,901,24,51.63920763446932,554,13,53.13795434696837,549,13,44.52900791851833,1070,24,55.19222444335277,58.13830528717838,59.10760101686452,28.862837045720983,Soft-Speed Separation,Balanced Weapon,Elite Weapon,200,10,5
Best Overall Pitches,201,"Shears, Tanner",SCH_BOO,Splitter,R,33,8,11,0.2727272727272727,0.375,0.25,0.375,58.43298256468759,65.50748517949478,49.289356146281456,776,9,55.0821661793832,405,9,45.319498580996566,1121,8,52.424553768785806,597,7,41.92580979680416,49.5605836476848,62.3501368484647,50.10550996483002,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,201,8,4
Best Overall Pitches,202,"Brown, Ethan",WAS_WIL3,Four-Seam,L,25,7,5,0.0,0.5714285714285714,0.0,0.4285714285714285,58.42482245363796,62.20665702296223,61.425062661853005,190,6,36.49019003684828,1426,231,68.77486587891195,49,5,49.04074840438546,801,82,49.60054179188133,43.69211998681989,64.59094776951724,37.30363423212192,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,202,35,14
Best Overall Pitches,203,"Shears, Tanner",SCH_BOO,Splitter,L,36,8,12,0.3333333333333333,0.75,0.125,0.125,58.40403590549709,65.50748517949478,72.4575231305544,44,3,59.21371643327984,276,9,57.04718222995426,346,5,68.21564546932076,57,2,41.82932093283583,49.5605836476848,62.30956335018563,50.10550996483002,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,203,9,5
Best Overall Pitches,204,"Shears, Tanner",SCH_BOO,Four-Seam,L,93,13,17,0.4705882352941176,0.1538461538461538,0.2307692307692307,0.6153846153846154,58.37959615455782,60.5748049861648,35.626078181197414,1451,226,68.57046259651636,83,4,47.123757603913134,981,145,37.24081174904066,1382,215,53.25744221414153,50.58963952162313,61.880367250504655,21.12543962485346,Soft-Speed Separation,Balanced Weapon,Elite Weapon,204,36,15
Best Overall Pitches,205,"Miner, Jace",DOW_EAS1,Changeup,R,89,20,16,0.1875,0.4,0.15,0.45,58.34234381539727,63.28519095678936,50.83390061189966,678,62,49.27217363484103,689,38,54.70164550016272,465,35,47.68722625862532,889,64,46.80903381881574,37.9117606436702,66.6937756446835,57.70222743259085,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,205,25,9
Best Overall Pitches,206,"Correa, Nelvin",QUE_CAP,Four-Seam,L,41,13,11,0.0,0.3846153846153846,0.0769230769230769,0.5384615384615384,58.306549568976905,67.17771390249735,49.88341170998077,743,60,36.49019003684828,1512,244,61.55782978724568,181,19,42.09960919535911,1210,171,37.60716612409588,45.1195445222998,63.87733982089336,35.474794841735054,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,206,37,16
Best Overall Pitches,207,"Maietta, Dante",WIN_CIT29,Changeup,R,109,23,27,0.3333333333333333,0.4782608695652174,0.0869565217391304,0.4347826086956521,58.27588291694572,63.320980346428506,55.66899633035662,408,40,59.21371643327984,263,12,60.61647725355008,199,17,48.64842314474484,829,59,46.50398891481922,60.26971219793605,58.01989588126165,58.68698710433763,Soft-Speed Separation,Left-Handed Killer,Elite Weapon,207,26,10
Best Overall Pitches,208,"Townes, Holland",SCH_BOO,Curveball,L,26,4,7,0.5714285714285714,0.5,0.25,0.25,58.19822061683632,68.71239031909197,57.01207847437245,394,33,75.44480671644524,30,9,45.319498580996566,1139,53,60.32009961905328,261,28,33.66515797823982,55.15159886357823,59.875312266736856,71.91090269636577,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,208,31,11
Best Overall Pitches,209,"Hensey, Rob",SUS_COU1,Changeup,L,55,9,20,0.7,0.6666666666666666,0.1111111111111111,0.2222222222222222,58.18066210141352,60.54500244637461,67.30904157849375,76,6,80.0,6,1,58.35025819094956,268,25,62.07466536355717,176,17,52.663867963170986,41.551464612836185,65.07027576361035,51.441969519343495,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,209,27,17
Best Overall Pitches,210,"Albert, Wes",TRI_VAL,Four-Seam,R,54,17,13,0.2307692307692307,0.2352941176470588,0.1176470588235294,0.6470588235294118,58.13841779324058,53.04173085591509,40.65807825017977,1248,178,52.22186215745475,522,64,57.73704597401059,291,33,35.240130447615414,1431,229,70.03068731366672,46.40885471498421,63.14685313703836,31.74677608440797,Soft-Speed Separation,Right-Handed Killer,Command/Deception Weapon,210,38,22
Best Overall Pitches,211,"Vitas, Ben",JOL_SLA,Splitter,L,91,16,23,0.4782608695652174,0.75,0.0,0.25,58.12510827637803,63.90619440952729,72.4575231305544,39,2,69.09351051868487,80,4,68.77486587891195,70,3,60.32009961905328,242,4,44.63590729902979,53.24377755467651,60.50503312116399,53.05978898007034,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,211,10,6
Best Overall Pitches,212,"Ronne, Andrew",GAT_GRI,Slider,R,86,13,16,0.3125,0.2307692307692307,0.0,0.7692307692307693,58.10951398674513,58.92631801291717,40.37852269079186,1263,154,57.79349603350287,298,58,68.77486587891195,32,12,27.52321685640376,1514,176,56.20363792567706,72.49853593636095,53.09342100916941,73.45838218053927,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,212,83,62
Best Overall Pitches,213,"Turner, Eric",JOL_SLA,Sinker,R,46,21,17,0.0588235294117647,0.2857142857142857,0.2857142857142857,0.4285714285714285,58.05345975865417,56.766395183196565,43.77312591193076,1089,107,40.50022410680679,1290,86,41.96873182415151,1231,108,49.04074840438546,790,91,61.056610434721925,44.75736930055277,63.661591545777696,34.208675263774914,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,213,14,8
Best Overall Pitches,214,"Smith, Jackson",MIS_MUD,Slider,R,82,34,33,0.3333333333333333,0.3823529411764705,0.1470588235294117,0.4705882352941176,58.05276621427389,59.1818068192066,49.74363393028681,746,91,59.21371643327984,248,54,54.977590997785256,449,58,46.38678341269891,973,117,55.41833813609757,72.50920706511891,53.009784227276434,74.93552168815944,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,214,84,63
Best Overall Pitches,215,"Hocom, Quinn",TRI_VAL,Changeup,R,27,6,5,0.2,0.5,0.3333333333333333,0.1666666666666666,58.0252523884988,59.43663375809832,57.01207847437245,320,31,50.12430587470722,632,34,37.501042815024775,1355,79,65.58379685256494,89,6,54.73202919276658,56.24020631899803,59.21507389536915,66.98710433763188,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,215,28,11
Best Overall Pitches,216,"Harris, Everette",TRI_VAL,Slider,L,29,6,5,0.0,0.3333333333333333,0.1666666666666666,0.5,57.93619899425785,56.48409128500936,46.71511537025113,891,85,36.49019003684828,1377,134,53.13795434696837,541,56,44.52900791851833,1055,94,61.32445031583767,80.0,46.74897620999069,76.62368112543962,Tight High-Spin Breakers,,Development Target,216,85,22
Best Overall Pitches,217,"Pardinho, Eric",OTT_TIT,Changeup,L,102,17,31,0.5806451612903226,0.5882352941176471,0.1176470588235294,0.2941176470588235,57.918266576669936,57.51887609003005,62.46341188243667,167,19,76.073106985471,27,2,57.73704597401059,293,27,57.53343637778241,331,33,58.850177712163024,42.032642071933736,64.51781497057473,37.79601406799531,Soft-Speed Separation,,Command/Deception Weapon,217,29,18
Best Overall Pitches,218,"Eisenbarger, Jack",QUE_CAP,Curveball,R,27,4,2,0.5,0.5,0.25,0.25,57.82443732965671,64.78233064018349,57.01207847437245,376,45,70.57547963149563,75,11,45.319498580996566,1123,62,60.32009961905328,250,29,41.58935293842758,49.16417443269528,61.64929801228735,75.28722157092614,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,218,32,21
Best Overall Pitches,219,"Long, Jalon",NEW_YOR13,Slider,R,122,27,33,0.303030303030303,0.5185185185185185,0.1111111111111111,0.3703703703703703,57.800923641862326,55.91323557975438,58.15618548594148,282,26,57.14794130633152,314,61,58.35025819094956,259,33,52.71698139286979,566,61,62.20552912011421,57.57434188402316,58.38861446380996,59.03868698710434,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,219,86,64
Best Overall Pitches,220,"Cook, Cole",SCH_BOO,Curveball,R,65,15,21,0.4285714285714285,0.4666666666666667,0.2,0.3333333333333333,57.72848247050608,63.80042863616939,54.95268585354818,434,48,65.706152546546,135,15,50.010572040579646,806,48,55.05640238554163,466,54,43.56060808395836,52.06538383080495,60.40135081347263,73.73974208675264,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,220,33,22
Best Overall Pitches,221,"Sechrist, Zander",WAS_WIL3,Slider,L,48,12,14,0.1428571428571428,0.5833333333333334,0.1666666666666666,0.25,57.62435087633038,58.27977642874083,62.1605600264331,174,19,46.22884420674752,874,116,53.13795434696837,547,58,60.32009961905328,223,20,56.09502458737269,65.7569062443388,55.00074491379705,79.50762016412662,Tight High-Spin Breakers,Reverse Split Weapon,Elite Weapon,221,87,23
Best Overall Pitches,222,"Rohde, Isaac",NEW_YOR13,Changeup,R,551,171,156,0.1217948717948717,0.4385964912280701,0.1637426900584795,0.3976608187134502,57.62044640326869,58.37625129295221,53.21846048864354,517,52,44.79301698939058,1013,58,53.41228612823053,530,39,50.99319750353264,660,53,55.85690166067381,63.996424949964464,55.67092456607608,78.38218053927315,Tight High-Spin Breakers,Balanced Weapon,Elite Weapon,222,30,12
Best Overall Pitches,223,"Smith, Ethan",WIN_CIT29,Slider,R,30,6,5,0.0,0.5,0.1666666666666666,0.3333333333333333,57.60824808382662,48.01178297689518,57.01207847437245,291,27,36.49019003684828,1361,166,53.13795434696837,533,69,55.05640238554163,413,37,80.0,67.40216080120365,54.34674448464416,71.137162954279,Tight High-Spin Breakers,Right-Handed Killer,Elite Weapon,223,88,65
