dependent,model,formula,term,coefficient,robust_se,t_stat,p_value,p_stars,ci_lower,ci_upper,r_squared,adj_r_squared,aic,bic,sample_size,sample
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_count,0.0012046179306501208,0.000476117428844185,2.530085768072872,0.011559781128234966,*,0.00027028625188093875,0.002138949609419303,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,batted_ball_count,-0.0018046913809036907,0.00042281827864519236,-4.2682435269504895,2.162286422096727e-05,***,-0.0026344289375814234,-0.000974953824225958,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_type_Curveball,-0.00865475910235558,0.021083045390937322,-0.41050801446720225,0.6815234266540744,,-0.050028075852177646,0.032718557647466485,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_type_Cutter,0.01294234252813682,0.025049462853301528,0.5166714593415329,0.6055025714157336,,-0.0362146621562073,0.06209934721248094,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_type_Four-Seam,-0.03230513966787239,0.02435528751037172,-1.3264117557271793,0.1850136323022095,,-0.08009989635576259,0.015489617020017811,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_type_Sinker,-0.08193376373600691,0.024156419670224378,-3.391800807178387,0.0007222152914124842,***,-0.1293382626604098,-0.03452926481160403,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_type_Slider,0.03141376095092842,0.01672450644294059,1.8783072049452412,0.06063707231032129,+,-0.0014063696192812905,0.06423389152113812,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,pitch_type_Splitter,0.1500087696683357,0.0470323056313723,3.1894836464975316,0.0014706923680134246,**,0.05771268804069496,0.24230485129597645,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,WLS pitch_count,whiff_pct ~ weighted full model,batter_side_R,-0.015262326875321142,0.007382824822362881,-2.0672746872025085,0.03897143742741107,*,-0.02975036426366584,-0.0007742894869764427,0.3517875944581007,0.3444819218546571,-340.7578613142421,-282.0096689412677,988,
whiff_pct,Standardized OLS,whiff_pct ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),Intercept,0.3526044575215312,0.09461282690330552,3.7268145246510134,0.00020505424562785156,***,0.1669364772330101,0.5382724378100523,0.2745220418377895,0.266345548456863,-293.0734936370733,-234.32530126409887,988,All
